HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b8q2,b8q3,b8q4,b8q5,NSC,MLT
533353031,771,53335,77,182,1,1,012,01,0105,05,05,31,1,0110,3,03,1,09,2,1,25000,3,2,241800
533353031,771,53335,77,182,1,1,012,01,0105,05,05,31,1,0110,3,03,1,09,8,1,25000,,2,241800
533393021,771,53339,77,182,1,1,012,01,0106,06,06,31,1,0110,3,02,1,09,3,1,20000,3,2,881600
533393021,771,53339,77,182,1,1,012,01,0106,06,06,31,1,0110,3,02,1,09,8,1,20000,,2,881600
533313041,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,04,1,09,3,1,30000,3,2,62292
533313041,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,04,1,09,8,1,30000,,2,62292
533314021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,02,1,09,2,1,400000,3,2,249167
533314021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,02,1,09,3,3,102000,3,2,249167
533314021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,02,1,09,8,4,502000,,2,249167
533315011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,5,01,1,09,6,1,2000,1,2,28750
533315011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,5,01,1,09,8,1,2000,,2,28750
533316021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,6,02,1,09,5,1,2000,3,2,1969375
533316021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,6,02,1,09,8,1,2000,,2,1969375
533301021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,02,1,09,3,2,78000,3,1,9700
533301021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,02,1,09,8,2,78000,,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,09,2,1,42500,3,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,09,3,1,52000,1,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,09,8,2,94500,,1,9700
533303021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,3,02,1,09,3,3,41500,1,1,9700
533303021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,3,02,1,09,8,3,41500,,1,9700
533306011,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,01,1,09,3,1,54500,1,1,11086
533306011,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,01,1,09,8,1,54500,,1,11086
533306021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,02,1,09,5,1,1800,3,1,11086
533306021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,02,1,09,8,1,1800,,1,11086
533306031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,03,1,09,3,1,59600,3,1,11086
533306031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,03,1,09,8,1,59600,,1,11086
533306041,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,04,1,09,6,1,16500,1,1,11086
533306041,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,04,1,09,8,1,16500,,1,11086
533306051,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,05,1,09,6,1,19500,1,1,11086
533306051,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,05,1,09,8,1,19500,,1,11086
533306061,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,06,1,09,5,1,1500,3,1,11086
533306061,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,06,1,09,8,1,1500,,1,11086
533361021,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,02,1,09,3,1,65800,3,2,32200
533361021,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,02,1,09,8,1,65800,,2,32200
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,09,2,1,350000,2,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,09,3,1,25000,3,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,09,8,2,375000,,1,9500
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,09,3,1,15000,3,1,52250
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,09,8,1,15000,,1,52250
533381021,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,1,09,2,1,420000,2,2,21800
533381021,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,1,09,3,1,25000,2,2,21800
533381021,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,1,09,8,2,445000,,2,21800
533384011,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,01,1,09,3,1,60000,2,2,54500
533384011,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,01,1,09,8,1,60000,,2,54500
533531011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,1,09,3,1,80000,3,2,17100
533531011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,1,09,8,1,80000,,2,17100
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,09,3,1,50000,3,2,20250
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,09,8,1,50000,,2,20250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,09,3,1,65000,3,2,101250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,09,8,1,65000,,2,101250
533576021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,1,09,3,1,4500,3,2,637875
533576021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,1,09,8,1,4500,,2,637875
533521011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,1,01,1,09,3,1,40000,3,1,3900
533521011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,1,01,1,09,8,1,40000,,1,3900
533523011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,3,01,1,09,3,1,60000,3,1,3900
533523011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,3,01,1,09,8,1,60000,,1,3900
533526021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,02,1,09,3,1,35000,3,1,3900
533526021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,02,1,09,8,1,35000,,1,3900
533511011,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,1,01,1,09,3,1,38000,3,2,132000
533511011,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,1,01,1,09,8,1,38000,,2,132000
533511021,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,1,02,1,09,3,1,60000,3,2,132000
533511021,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,1,02,1,09,8,1,60000,,2,132000
533514011,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,4,01,1,09,3,1,75000,3,2,26400
533514011,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,4,01,1,09,8,1,75000,,2,26400
533514021,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,4,02,1,09,2,1,150000,3,2,26400
533514021,771,53351,77,182,1,1,012,01,0120,20,20,31,1,0111,4,02,1,09,8,1,150000,,2,26400
533501021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,02,1,09,3,1,40000,3,1,5300
533501021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,02,1,09,8,1,40000,,1,5300
533501031,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,03,1,09,3,1,40500,3,1,5300
533501031,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,03,1,09,8,1,40500,,1,5300
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,09,2,1,275000,3,1,50350
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,09,3,1,40000,3,1,50350
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,09,8,2,315000,,1,50350
533561011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,01,1,09,3,2,250000,2,1,12800
533561011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,01,1,09,8,2,250000,,1,12800
533561021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,02,1,09,3,1,38000,3,1,12800
533561021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,02,1,09,8,1,38000,,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,09,1,1,450000,1,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,09,2,1,185000,3,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,09,3,2,85000,3,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,09,8,4,720000,,1,12800
533563011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,01,1,09,3,1,15000,3,1,42667
533563011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,01,1,09,8,1,15000,,1,42667
533563021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,02,1,09,3,1,29500,3,1,42667
533563021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,02,1,09,5,1,1150,3,1,42667
533563021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,02,1,09,8,2,30650,,1,42667
533563031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,03,1,09,3,1,28000,3,1,42667
533563031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,3,03,1,09,8,1,28000,,1,42667
533564011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,01,1,09,3,1,38000,3,1,12800
533564011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,01,1,09,5,2,1500,3,1,12800
533564011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,01,1,09,8,3,39500,,1,12800
533564021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,02,1,09,3,1,30000,3,1,12800
533564021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,02,1,09,8,1,30000,,1,12800
533566011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,01,1,09,5,1,1250,2,1,57600
533566011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,01,1,09,8,1,1250,,1,57600
533566031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,03,1,09,3,1,26500,2,1,57600
533566031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,03,1,09,8,1,26500,,1,57600
533541011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,1,01,1,09,1,2,45000,3,2,462000
533541011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,1,01,1,09,8,2,45000,,2,462000
533541021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,1,02,1,09,3,2,35000,3,2,462000
533541021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,1,02,1,09,8,2,35000,,2,462000
533542011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,2,01,1,09,3,2,75000,3,2,147000
533542011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,2,01,1,09,5,1,500,3,2,147000
533542011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,2,01,1,09,8,3,75500,,2,147000
533542021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,2,02,1,09,5,1,700,3,2,147000
533542021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,2,02,1,09,8,1,700,,2,147000
533543011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,01,1,09,3,1,28000,3,2,1260000
533543011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,01,1,09,8,1,28000,,2,1260000
533543021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,02,1,09,2,1,400000,3,2,1260000
533543021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,02,1,09,3,1,30000,3,2,1260000
533543021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,02,1,09,5,1,600,3,2,1260000
533543021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,3,02,1,09,8,3,430600,,2,1260000
533544021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,4,02,1,09,3,1,25000,1,2,357000
533544021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,4,02,1,09,8,1,25000,,2,357000
533545011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,5,01,1,09,3,1,12000,1,2,252000
533545011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,5,01,1,09,8,1,12000,,2,252000
533545021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,5,02,1,09,3,1,20000,3,2,252000
533545021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,5,02,1,09,8,1,20000,,2,252000
533546011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,6,01,1,09,3,1,10000,3,2,2226000
533546011,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,6,01,1,09,8,1,10000,,2,2226000
533546021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,6,02,1,09,3,1,26000,3,2,2226000
533546021,771,53354,77,182,1,1,011,01,0121,21,21,31,1,0110,6,02,1,09,8,1,26000,,2,2226000
533581011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,01,1,09,2,1,400000,3,1,52800
533581011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,01,1,09,3,2,90000,3,1,52800
533581011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,01,1,09,8,3,490000,,1,52800
533581031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,03,1,09,2,1,217000,3,1,52800
533581031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,03,1,09,3,1,45000,3,1,52800
533581031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,03,1,09,8,2,262000,,1,52800
533581041,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,04,1,09,1,1,200000,1,1,52800
533581041,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,04,1,09,3,1,25000,3,1,52800
533581041,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,1,04,1,09,8,2,225000,,1,52800
533583011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,01,1,09,2,2,1300000,3,1,211200
533583011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,01,1,09,3,2,65000,3,1,211200
533583011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,01,1,09,8,4,1365000,,1,211200
533583021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,02,1,09,2,1,150000,1,1,211200
533583021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,02,1,09,4,1,30000,3,1,211200
533583021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,02,1,09,6,1,2000,3,1,211200
533583021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,3,02,1,09,8,3,182000,,1,211200
533584021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,02,1,09,3,1,30000,3,1,9600
533584021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,02,1,09,8,1,30000,,1,9600
533584031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,03,1,09,5,1,1000,3,1,9600
533584031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,03,1,09,8,1,1000,,1,9600
533584041,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,04,1,09,3,1,30000,3,1,9600
533584041,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,04,1,09,8,1,30000,,1,9600
533586011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,6,01,1,09,3,1,25000,3,1,100800
533586011,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,6,01,1,09,8,1,25000,,1,100800
533586021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,6,02,1,09,3,1,60000,3,1,100800
533586021,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,6,02,1,09,8,1,60000,,1,100800
533731011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,01,1,09,1,1,100000,2,2,27800
533731011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,01,1,09,2,1,50000,3,2,27800
533731011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,01,1,09,3,2,40000,3,2,27800
533731011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,01,1,09,8,4,190000,,2,27800
533731021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,02,1,09,2,1,420000,3,2,27800
533731021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,02,1,09,3,1,12000,3,2,27800
533731021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,02,1,09,8,2,432000,,2,27800
533731031,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,03,1,09,3,1,35000,3,2,27800
533731031,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,1,03,1,09,8,1,35000,,2,27800
533733011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,3,01,1,09,1,1,200000,1,2,472600
533733011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,3,01,1,09,8,1,200000,,2,472600
533735011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,5,01,1,09,3,1,20000,3,2,83400
533735011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,5,01,1,09,5,1,1000,3,2,83400
533735011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,5,01,1,09,8,2,21000,,2,83400
533735021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,5,02,1,09,3,1,20000,3,2,83400
533735021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,5,02,1,09,8,1,20000,,2,83400
533736011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,6,01,1,09,3,1,8000,3,2,1091150
533736011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,6,01,1,09,5,1,1000,3,2,1091150
533736011,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,6,01,1,09,8,2,9000,,2,1091150
533736021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,6,02,1,09,3,1,30000,3,2,1091150
533736021,771,53373,77,182,1,1,011,01,0122,22,22,31,1,0110,6,02,1,09,8,1,30000,,2,1091150
533793011,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,3,01,1,09,3,1,26000,3,1,108300
533793011,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,3,01,1,09,8,1,26000,,1,108300
533793021,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,3,02,1,09,3,1,30000,3,1,108300
533793021,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,3,02,1,09,8,1,30000,,1,108300
533794011,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,4,01,1,09,3,1,37000,3,1,62700
533794011,771,53379,77,182,1,1,013,01,0102,02,02,21,1,0120,4,01,1,09,8,1,37000,,1,62700
533721011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,1,01,1,09,3,1,25000,3,2,145000
533721011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,1,01,1,09,8,1,25000,,2,145000
533722011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,2,01,1,09,3,1,21000,3,2,72500
533722011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,2,01,1,09,8,1,21000,,2,72500
533723011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,3,01,1,09,4,1,2500,3,2,199375
533723011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,3,01,1,09,8,1,2500,,2,199375
533724021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,02,1,09,3,1,25000,3,2,72500
533724021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,02,1,09,8,1,25000,,2,72500
533726021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,6,02,1,09,3,1,20000,3,2,1305000
533726021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,6,02,1,09,8,1,20000,,2,1305000
533711011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,01,1,09,2,1,125000,3,2,21300
533711011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,01,1,09,6,1,2000,1,2,21300
533711011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,01,1,09,8,2,127000,,2,21300
533711021,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,02,1,09,1,1,80000,3,2,21300
533711021,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,02,1,09,8,1,80000,,2,21300
533711031,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,03,1,09,3,1,40000,3,2,21300
533711031,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,1,03,1,09,8,1,40000,,2,21300
533713011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,3,01,1,09,3,1,40000,3,2,124250
533713011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,3,01,1,09,8,1,40000,,2,124250
533714011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,4,01,1,09,2,1,110000,3,2,7100
533714011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,4,01,1,09,8,1,110000,,2,7100
533716011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,6,01,1,09,3,1,80000,3,2,56800
533716011,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,6,01,1,09,8,1,80000,,2,56800
533716051,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,6,05,1,09,2,1,150000,3,2,56800
533716051,771,53371,77,182,1,1,014,01,0103,03,03,31,1,0120,6,05,1,09,8,1,150000,,2,56800
533701041,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,1,04,1,09,2,2,1300000,3,1,10125
533701041,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,1,04,1,09,8,2,1300000,,1,10125
533704021,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,4,02,1,09,2,1,200000,3,1,4500
533704021,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,4,02,1,09,8,1,200000,,1,4500
533741021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,1,02,1,09,2,1,270000,3,2,15375
533741021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,1,02,1,09,8,1,270000,,2,15375
533742011,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,2,01,1,09,2,1,270000,3,2,30750
533742011,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,2,01,1,09,8,1,270000,,2,30750
533743011,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,3,01,1,09,3,1,320000,3,2,51250
533743011,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,3,01,1,09,8,1,320000,,2,51250
533743021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,3,02,1,09,6,1,1700,3,2,51250
533743021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,3,02,1,09,8,1,1700,,2,51250
533744021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,4,02,1,09,3,1,300000,3,2,71750
533744021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,4,02,1,09,8,1,300000,,2,71750
533745021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,5,02,1,09,2,1,230000,3,2,35875
533745021,771,53374,77,182,1,1,014,01,0104,04,04,31,1,0120,5,02,1,09,8,1,230000,,2,35875
533783031,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,3,03,1,09,7,1,860000,2,2,114500
533783031,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,3,03,1,09,8,1,860000,,2,114500
533783041,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,3,04,1,09,2,1,160000,3,2,114500
533783041,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,3,04,1,09,8,1,160000,,2,114500
533784021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,4,02,1,09,2,1,185000,3,2,229000
533784021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,4,02,1,09,3,1,32000,3,2,229000
533784021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,4,02,1,09,8,2,217000,,2,229000
533785021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,5,02,1,09,6,1,4500,1,2,91600
533785021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,5,02,1,09,8,1,4500,,2,91600
533786011,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,6,01,1,09,6,1,7000,1,2,3847200
533786011,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,6,01,1,09,8,1,7000,,2,3847200
533786021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,6,02,1,09,6,1,15000,1,2,3847200
533786021,771,53378,77,182,1,1,013,01,0108,08,08,31,1,0122,6,02,1,09,8,1,15000,,2,3847200
533931011,771,53393,77,182,1,1,013,01,0108,08,08,11,1,0122,1,01,1,09,2,1,210000,3,2,1850
533931011,771,53393,77,182,1,1,013,01,0108,08,08,11,1,0122,1,01,1,09,8,1,210000,,2,1850
533933041,771,53393,77,182,1,1,013,01,0108,08,08,11,1,0122,3,04,1,09,1,1,185000,3,2,1850
533933041,771,53393,77,182,1,1,013,01,0108,08,08,11,1,0122,3,04,1,09,8,1,185000,,2,1850
533951021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,1,02,1,09,2,1,500000,3,1,7600
533951021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,1,02,1,09,8,1,500000,,1,7600
533953021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,3,02,1,09,1,1,750000,2,1,40533
533953021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,3,02,1,09,8,1,750000,,1,40533
533953031,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,3,03,1,09,3,1,30000,3,1,40533
533953031,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,3,03,1,09,8,1,30000,,1,40533
533956021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,6,02,1,09,3,1,15000,3,1,91200
533956021,771,53395,77,182,1,1,013,01,0108,08,08,21,1,0122,6,02,1,09,8,1,15000,,1,91200
533973021,771,53397,77,182,1,1,013,01,0109,09,09,32,1,0122,3,02,1,09,5,1,1000,3,2,23175
533973021,771,53397,77,182,1,1,013,01,0109,09,09,32,1,0122,3,02,1,09,8,1,1000,,2,23175
533993011,771,53399,77,182,1,1,013,01,0109,09,09,31,1,0122,3,01,1,09,7,1,10000,3,2,12900
533993011,771,53399,77,182,1,1,013,01,0109,09,09,31,1,0122,3,01,1,09,8,1,10000,,2,12900
