HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b8q2,b8q3,b8q4,b8q5,NSC,MLT
529144011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,4,01,1,09,5,1,2000,3,2,57525
529144011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,4,01,1,09,8,1,2000,,2,57525
529144021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,4,02,1,09,5,1,1900,3,2,57525
529144021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,4,02,1,09,6,1,4400,2,2,57525
529144021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,4,02,1,09,8,2,6300,,2,57525
529145011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,5,01,1,09,5,1,1800,3,2,5900
529145011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,5,01,1,09,8,1,1800,,2,5900
529145021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,5,02,1,09,5,1,2300,3,2,5900
529145021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,5,02,1,09,8,1,2300,,2,5900
529146011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,6,01,1,09,5,1,1500,3,2,38350
529146011,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,6,01,1,09,8,1,1500,,2,38350
529146021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,6,02,1,09,5,1,1500,3,2,38350
529146021,771,52914,77,182,1,1,182,18,1824,24,24,21,1,1810,6,02,1,09,8,1,1500,,2,38350
529181011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,01,1,09,5,2,1800,3,2,16000
529181011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,01,1,09,8,2,1800,,2,16000
529181021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,02,1,09,5,2,2000,3,2,16000
529181021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,02,1,09,8,2,2000,,2,16000
529181031,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,03,1,09,5,3,2500,3,2,16000
529181031,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,1,03,1,09,8,3,2500,,2,16000
529182011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,2,01,1,09,3,1,35000,3,2,4000
529182011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,2,01,1,09,5,1,1500,3,2,4000
529182011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,2,01,1,09,8,2,36500,,2,4000
529183011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,3,01,1,09,5,2,2600,3,2,14000
529183011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,3,01,1,09,8,2,2600,,2,14000
529183021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,3,02,1,09,5,2,1300,3,2,14000
529183021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,3,02,1,09,6,1,800,3,2,14000
529183021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,3,02,1,09,8,3,2100,,2,14000
529184011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,01,1,09,5,1,2000,2,2,50667
529184011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,01,1,09,6,1,800,3,2,50667
529184011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,01,1,09,8,2,2800,,2,50667
529184021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,02,1,09,5,2,2400,3,2,50667
529184021,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,02,1,09,8,2,2400,,2,50667
529184031,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,03,1,09,5,3,2500,3,2,50667
529184031,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,4,03,1,09,8,3,2500,,2,50667
529185011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,5,01,1,09,5,1,2500,3,2,4000
529185011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,5,01,1,09,8,1,2500,,2,4000
529186011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,6,01,1,09,3,1,50000,3,2,78000
529186011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,6,01,1,09,5,2,3000,3,2,78000
529186011,771,52918,77,182,1,1,182,18,1825,25,25,21,1,1810,6,01,1,09,8,3,53000,,2,78000
529034011,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,01,1,09,5,3,6000,3,2,1800
529034011,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,01,1,09,8,3,6000,,2,1800
529034021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,02,1,09,3,1,50000,3,2,1800
529034021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,02,1,09,5,1,2100,3,2,1800
529034021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,02,1,09,8,2,52100,,2,1800
529034031,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,03,1,09,3,1,60000,3,2,1800
529034031,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,03,1,09,5,1,2000,3,2,1800
529034031,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,03,1,09,8,2,62000,,2,1800
529034041,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,04,1,09,5,1,2100,3,2,1800
529034041,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,04,1,09,8,1,2100,,2,1800
529034051,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,05,1,09,5,1,2000,3,2,1800
529034051,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,05,1,09,8,1,2000,,2,1800
529034061,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,06,1,09,5,1,2200,3,2,1800
529034061,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,06,1,09,8,1,2200,,2,1800
529034071,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,07,1,09,5,1,2100,3,2,1800
529034071,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,07,1,09,8,1,2100,,2,1800
529034081,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,08,1,09,5,1,2000,3,2,1800
529034081,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,08,1,09,8,1,2000,,2,1800
529034091,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,09,1,09,5,1,2000,3,2,1800
529034091,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,4,09,1,09,8,1,2000,,2,1800
529036011,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,6,01,1,09,5,1,2000,3,2,5400
529036011,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,6,01,1,09,8,1,2000,,2,5400
529036021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,6,02,1,09,5,2,4200,3,2,5400
529036021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,6,02,1,09,6,1,2500,3,2,5400
529036021,771,52903,77,182,1,1,182,18,1825,25,25,11,1,1810,6,02,1,09,8,3,6700,,2,5400
529053011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,3,01,1,09,1,1,200000,1,2,35750
529053011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,3,01,1,09,2,1,400000,3,2,35750
529053011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,3,01,1,09,3,1,40000,3,2,35750
529053011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,3,01,1,09,5,1,1000,3,2,35750
529053011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,3,01,1,09,8,4,641000,,2,35750
529054011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,01,1,09,5,1,1000,3,2,35750
529054011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,01,1,09,8,1,1000,,2,35750
529054021,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,02,1,09,5,1,1000,3,2,35750
529054021,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,02,1,09,8,1,1000,,2,35750
529054031,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,03,1,09,5,2,3000,3,2,35750
529054031,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,03,1,09,8,2,3000,,2,35750
529054041,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,04,1,09,3,1,30000,3,2,35750
529054041,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,04,1,09,5,1,1000,3,2,35750
529054041,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,4,04,1,09,8,2,31000,,2,35750
529055011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,5,01,1,09,5,1,1000,3,2,35750
529055011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,5,01,1,09,8,1,1000,,2,35750
529055021,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,5,02,1,09,5,2,3000,3,2,35750
529055021,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,5,02,1,09,8,2,3000,,2,35750
529056011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,01,1,09,5,1,950,3,2,1716000
529056011,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,01,1,09,8,1,950,,2,1716000
529056031,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,03,1,09,5,1,800,3,2,1716000
529056031,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,03,1,09,8,1,800,,2,1716000
529056041,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,04,1,09,5,1,1000,3,2,1716000
529056041,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,04,1,09,8,1,1000,,2,1716000
529056051,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,05,1,09,5,1,800,3,2,1716000
529056051,771,52905,77,182,1,1,182,18,1825,25,25,31,1,1810,6,05,1,09,8,1,800,,2,1716000
529071011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,1,01,1,09,3,1,40000,3,2,19700
529071011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,1,01,1,09,5,2,4500,3,2,19700
529071011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,1,01,1,09,8,3,44500,,2,19700
529073011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,01,1,09,3,1,28000,3,2,43340
529073011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,01,1,09,5,1,1500,3,2,43340
529073011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,01,1,09,8,2,29500,,2,43340
529073021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,02,1,09,3,1,35000,3,2,43340
529073021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,02,1,09,5,1,2500,3,2,43340
529073021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,02,1,09,8,2,37500,,2,43340
529073031,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,03,1,09,3,1,55000,3,2,43340
529073031,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,03,1,09,5,2,3000,3,2,43340
529073031,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,03,1,09,8,3,58000,,2,43340
529073041,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,04,1,09,5,1,2000,3,2,43340
529073041,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,04,1,09,8,1,2000,,2,43340
529073051,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,05,1,09,3,1,25000,3,2,43340
529073051,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,05,1,09,5,2,3000,3,2,43340
529073051,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,3,05,1,09,8,3,28000,,2,43340
529074021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,4,02,1,09,5,1,1500,3,2,98500
529074021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,4,02,1,09,8,1,1500,,2,98500
529074041,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,4,04,1,09,5,2,3000,3,2,98500
529074041,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,4,04,1,09,8,2,3000,,2,98500
529076011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,6,01,1,09,5,1,2000,3,2,945600
529076011,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,6,01,1,09,8,1,2000,,2,945600
529076021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,6,02,1,09,3,1,25000,3,2,945600
529076021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,6,02,1,09,5,2,3000,3,2,945600
529076021,771,52907,77,182,1,1,182,18,1825,25,25,32,1,1810,6,02,1,09,8,3,28000,,2,945600
529092011,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,2,01,1,09,5,1,1500,3,2,4600
529092011,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,2,01,1,09,8,1,1500,,2,4600
529096011,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,01,1,09,5,1,1200,3,2,4600
529096011,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,01,1,09,8,1,1200,,2,4600
529096021,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,02,1,09,5,2,3000,3,2,4600
529096021,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,02,1,09,8,2,3000,,2,4600
529096031,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,03,1,09,3,1,60000,3,2,4600
529096031,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,03,1,09,5,1,1700,3,2,4600
529096031,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,03,1,09,8,2,61700,,2,4600
529096041,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,04,1,09,3,1,50000,3,2,4600
529096041,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,04,1,09,5,1,1400,3,2,4600
529096041,771,52909,77,182,1,1,184,18,1805,05,05,11,1,1821,6,04,1,09,8,2,51400,,2,4600
529021011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,01,1,09,2,1,700000,3,2,19900
529021011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,01,1,09,8,1,700000,,2,19900
529021021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,02,1,09,2,1,400000,3,2,19900
529021021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,02,1,09,3,1,56000,3,2,19900
529021021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,02,1,09,5,1,3400,3,2,19900
529021021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,1,02,1,09,8,3,459400,,2,19900
529022011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,2,01,1,09,5,1,2500,3,2,19900
529022011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,2,01,1,09,8,1,2500,,2,19900
529022021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,2,02,1,09,5,2,5300,3,2,19900
529022021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,2,02,1,09,8,2,5300,,2,19900
529023011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,3,01,1,09,5,1,2200,3,2,129350
529023011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,3,01,1,09,8,1,2200,,2,129350
529023021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,3,02,1,09,3,1,48000,3,2,129350
529023021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,3,02,1,09,5,1,2800,3,2,129350
529023021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,3,02,1,09,8,2,50800,,2,129350
529024011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,4,01,1,09,3,1,25000,3,2,19900
529024011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,4,01,1,09,8,1,25000,,2,19900
529025011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,5,01,1,09,3,1,42000,3,2,33167
529025011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,5,01,1,09,5,1,3100,3,2,33167
529025011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,5,01,1,09,8,2,45100,,2,33167
529025031,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,5,03,1,09,5,1,3200,3,2,33167
529025031,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,5,03,1,09,8,1,3200,,2,33167
529026011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,01,1,09,1,1,300000,1,2,1532300
529026011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,01,1,09,3,1,55000,3,2,1532300
529026011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,01,1,09,5,1,2700,3,2,1532300
529026011,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,01,1,09,8,3,357700,,2,1532300
529026021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,02,1,09,5,1,3000,3,2,1532300
529026021,771,52902,77,182,1,1,184,18,1805,05,05,32,1,1821,6,02,1,09,8,1,3000,,2,1532300
529011011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,01,1,09,3,1,60000,3,2,3650
529011011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,01,1,09,5,1,1000,3,2,3650
529011011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,01,1,09,8,2,61000,,2,3650
529011021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,02,1,09,1,2,900000,1,2,3650
529011021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,02,1,09,3,1,35000,3,2,3650
529011021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,02,1,09,5,2,4000,3,2,3650
529011021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,1,02,1,09,8,5,939000,,2,3650
529013011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,3,01,1,09,5,1,6000,3,2,3650
529013011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,3,01,1,09,8,1,6000,,2,3650
529014011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,01,1,09,5,1,1000,3,2,7300
529014011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,01,1,09,8,1,1000,,2,7300
529014021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,02,1,09,5,2,3000,3,2,7300
529014021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,02,1,09,8,2,3000,,2,7300
529014031,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,03,1,09,5,1,4000,3,2,7300
529014031,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,03,1,09,8,1,4000,,2,7300
529014041,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,04,1,09,5,1,2000,3,2,7300
529014041,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,04,1,09,8,1,2000,,2,7300
529014051,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,05,1,09,5,1,6000,3,2,7300
529014051,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,05,1,09,8,1,6000,,2,7300
529014061,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,06,1,09,5,3,15000,3,2,7300
529014061,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,06,1,09,8,3,15000,,2,7300
529014071,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,07,1,09,2,1,400000,2,2,7300
529014071,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,4,07,1,09,8,1,400000,,2,7300
529016011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,6,01,1,09,5,1,4000,3,2,186150
529016011,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,6,01,1,09,8,1,4000,,2,186150
529016021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,6,02,1,09,5,1,1200,3,2,186150
529016021,771,52901,77,182,1,1,184,18,1805,05,05,21,1,1821,6,02,1,09,8,1,1200,,2,186150
529003011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,3,01,1,09,5,1,4000,3,2,29750
529003011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,3,01,1,09,8,1,4000,,2,29750
529003021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,3,02,1,09,2,1,300000,3,2,29750
529003021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,3,02,1,09,3,1,40000,3,2,29750
529003021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,3,02,1,09,8,2,340000,,2,29750
529004011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,01,1,09,5,1,2000,3,2,245438
529004011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,01,1,09,8,1,2000,,2,245438
529004021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,02,1,09,5,1,6000,3,2,245438
529004021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,02,1,09,8,1,6000,,2,245438
529004031,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,03,1,09,3,1,35000,3,2,245438
529004031,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,03,1,09,5,1,1500,3,2,245438
529004031,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,03,1,09,8,2,36500,,2,245438
529004041,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,04,1,09,5,1,4000,3,2,245438
529004041,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,04,1,09,8,1,4000,,2,245438
529004051,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,05,1,09,5,1,1500,3,2,245438
529004051,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,05,1,09,8,1,1500,,2,245438
529004061,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,06,1,09,5,1,1500,3,2,245438
529004061,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,06,1,09,8,1,1500,,2,245438
529004071,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,07,1,09,5,1,4000,3,2,245438
529004071,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,4,07,1,09,8,1,4000,,2,245438
529006011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,6,01,1,09,5,1,2000,3,2,1323875
529006011,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,6,01,1,09,8,1,2000,,2,1323875
529006021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,6,02,1,09,3,1,30000,3,2,1323875
529006021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,6,02,1,09,5,1,1000,3,2,1323875
529006021,771,52900,77,182,1,1,184,18,1805,05,05,31,1,1821,6,02,1,09,8,2,31000,,2,1323875
529061011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,01,1,09,3,1,40000,3,2,45900
529061011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,01,1,09,5,4,8500,3,2,45900
529061011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,01,1,09,8,5,48500,,2,45900
529061021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,02,1,09,2,1,400000,3,2,45900
529061021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,02,1,09,3,1,55000,3,2,45900
529061021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,1,02,1,09,8,2,455000,,2,45900
529062011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,2,01,1,09,5,2,6000,3,2,91800
529062011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,2,01,1,09,8,2,6000,,2,91800
529062021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,2,02,1,09,5,2,5000,3,2,91800
529062021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,2,02,1,09,8,2,5000,,2,91800
529063021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,3,02,1,09,5,1,1200,3,2,91800
529063021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,3,02,1,09,8,1,1200,,2,91800
529064011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,4,01,1,09,5,1,1500,3,2,470475
529064011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,4,01,1,09,8,1,1500,,2,470475
529064021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,4,02,1,09,3,1,60000,3,2,470475
529064021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,4,02,1,09,8,1,60000,,2,470475
529065011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,5,01,1,09,5,3,9000,3,2,401625
529065011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,5,01,1,09,8,3,9000,,2,401625
529065021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,5,02,1,09,3,1,52000,3,2,401625
529065021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,5,02,1,09,5,3,7100,3,2,401625
529065021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,5,02,1,09,8,4,59100,,2,401625
529066011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,6,01,1,09,5,3,7000,3,2,929475
529066011,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,6,01,1,09,8,3,7000,,2,929475
529066021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,6,02,1,09,5,1,2000,3,2,929475
529066021,771,52906,77,182,1,1,184,18,1806,06,06,33,1,1821,6,02,1,09,8,1,2000,,2,929475
529041011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,1,01,1,09,5,2,4200,3,2,9075
529041011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,1,01,1,09,8,2,4200,,2,9075
529041021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,1,02,1,09,5,2,1700,3,2,9075
529041021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,1,02,1,09,8,2,1700,,2,9075
529042011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,2,01,1,09,5,1,1000,3,2,12100
529042011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,2,01,1,09,8,1,1000,,2,12100
529042021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,2,02,1,09,5,2,4000,3,2,12100
529042021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,2,02,1,09,8,2,4000,,2,12100
529043011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,3,01,1,09,5,1,2200,3,2,39325
529043011,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,3,01,1,09,8,1,2200,,2,39325
529043021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,3,02,1,09,5,1,700,3,2,39325
529043021,771,52904,77,182,1,1,184,18,1806,06,06,11,1,1821,3,02,1,09,8,1,700,,2,39325
