HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,District,State_District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,Informant_Slno,Resp_Code,Survey_Code,Substn_Code,b2q1aii,b2q1aii2,b2q1bii,Survey_Date,Despatch_Date,TimeToCanvass,b2inv,b2remarks1,b2remarks2,b2remarks3,b2remarks4,NSC,MLT
597275022,771,59727,77,182,1,1,121,12,03,1203,03,31,2,ARN,5,02,2,01,01,1,1,,,,,221020,271020,25,1,2,2,2,2,2,8875
597276012,771,59727,77,182,1,1,121,12,03,1203,03,31,2,ARN,6,01,2,01,02,1,1,,,,,231020,271020,25,1,2,2,2,2,2,47925
597276022,771,59727,77,182,1,1,121,12,03,1203,03,31,2,ARN,6,02,2,01,02,1,1,,,,,241020,271020,25,1,2,2,2,2,2,47925
597291012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,1,01,2,01,01,1,1,,,,,270920,101020,34,1,2,2,2,2,1,15000
597291022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,1,02,2,01,01,3,1,,,,,270920,101020,24,1,2,2,2,2,1,15000
597292012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,2,01,2,01,01,2,1,,,,,270920,101020,35,1,2,2,2,2,1,5000
597292022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,2,02,2,01,01,2,1,,,,,270920,101020,34,1,2,2,2,2,1,5000
597293012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,3,01,2,01,01,4,1,,,,,270920,101020,34,1,2,2,2,2,1,20000
597293022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,3,02,2,01,01,1,1,,,,,270920,101020,22,1,2,2,2,2,1,20000
597294012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,4,01,2,01,02,4,1,,,,,270920,101020,33,1,2,2,2,2,1,7500
597294022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,4,02,2,01,01,2,1,,,,,270920,101020,34,1,2,2,2,2,1,7500
597295012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,5,01,2,01,02,3,1,,,,,270920,101020,28,1,2,2,2,2,1,17500
597295022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,5,02,2,01,01,2,1,,,,,270920,101020,25,1,2,2,2,2,1,17500
597296012,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,6,01,2,01,01,4,1,,,,,270920,101020,30,1,2,2,2,2,1,117500
597296022,771,59729,77,182,1,1,121,12,04,1204,04,21,2,ARN,6,02,2,01,02,2,1,,,,,270920,101020,30,1,2,2,2,2,1,117500
597221012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,1,01,2,01,01,2,1,,,,,011020,161020,21,1,2,2,2,2,2,19250
597222012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,2,01,2,01,01,2,1,,,,,011020,161020,14,1,2,2,2,2,2,19250
597222022,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,2,02,2,01,02,4,1,,,,,011020,161020,24,1,2,1,2,2,2,19250
597222032,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,2,03,2,01,02,4,1,,,,,011020,161020,25,1,2,2,2,2,2,19250
597223012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,3,01,2,01,01,2,1,,,,,011020,161020,27,1,2,2,2,2,2,48125
597223022,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,3,02,2,01,01,3,1,,,,,011020,161020,23,1,2,2,2,2,2,48125
597224012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,4,01,2,01,01,3,1,,,,,011020,161020,20,1,2,2,2,2,2,19250
597225012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,5,01,2,01,02,2,1,,,,,011020,161020,31,1,2,2,2,2,2,19250
597225022,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,5,02,2,01,01,1,1,,,,,011020,161020,24,1,2,2,2,2,2,19250
597226012,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,6,01,2,01,02,1,1,,,,,011020,161020,23,1,2,2,2,2,2,89833
597226022,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,6,02,2,01,01,3,1,,,,,011020,161020,22,1,2,2,2,2,2,89833
597226032,771,59722,77,182,1,1,121,12,04,1204,04,11,2,ARN,6,03,2,01,01,1,1,,,,,011020,161020,28,1,2,2,2,2,2,89833
597213012,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,3,01,2,01,01,2,1,,,,,081119,,30,1,2,2,2,2,2,24750
597216012,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,01,2,01,01,4,1,,,,,071119,,20,1,2,2,2,2,2,31500
597216022,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,02,2,01,01,3,1,,,,,081119,,30,1,2,,2,,2,31500
597216032,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,03,2,01,01,4,1,,,,,071119,,20,1,2,2,2,2,2,31500
597216042,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,04,2,01,01,4,1,,,,,081119,,30,1,2,2,2,2,2,31500
597216052,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,05,2,01,01,4,1,,,,,071119,,20,1,2,2,2,2,2,31500
597216062,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,06,2,01,01,4,1,,,,,071119,,20,1,2,2,2,2,2,31500
597216072,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,07,2,01,01,4,1,,,,,081119,,30,1,2,2,2,2,2,31500
597216082,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,08,2,01,01,4,1,,,,,081119,,30,1,2,2,2,2,2,31500
597216092,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,09,2,01,01,2,1,,,,,081119,,30,1,2,2,2,2,2,31500
597216102,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,10,2,01,01,4,1,,,,,081119,,30,1,2,2,2,2,2,31500
597216112,771,59721,77,182,1,1,121,12,05,1205,05,11,2,ARN,6,11,2,01,01,3,1,,,,,081119,,30,1,2,2,2,2,2,31500
597203012,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,01,2,01,01,4,1,,,,,021119,,,1,2,2,2,2,2,2550
597203022,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,02,2,01,01,4,1,,,,,021119,,20,1,2,2,2,2,2,2550
597203032,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,03,2,01,01,4,1,,,,,021119,,20,1,2,2,2,2,2,2550
597203042,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,04,2,01,01,4,1,,,,,021119,,20,1,2,2,2,2,2,2550
597203052,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,05,2,01,01,2,1,,,,,021119,,20,1,2,,2,,2,2550
597203062,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,3,06,2,01,01,4,1,,,,,021119,,20,1,2,2,2,2,2,2550
597205012,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,5,01,2,01,02,2,1,,,,,031119,,30,1,2,2,2,2,2,4463
597205022,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,5,02,2,01,01,2,1,,,,,031119,,30,1,2,2,2,2,2,4463
597205032,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,5,03,2,01,01,2,1,,,,,031119,,40,1,2,2,2,2,2,4463
597205042,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,5,04,2,01,01,4,1,,,,,031119,,30,1,2,2,2,2,2,4463
597206012,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,6,01,2,01,01,4,1,,,,,031119,,20,2,2,2,,2,2,56100
597206022,771,59720,77,182,1,1,121,12,05,1205,05,31,2,ARN,6,02,2,01,01,4,1,,,,,031119,,20,1,2,2,2,2,2,56100
597262012,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,2,01,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,3500
597262022,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,2,02,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,3500
597262032,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,2,03,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,3500
597262042,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,2,04,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,3500
597263012,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,3,01,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,14000
597263022,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,3,02,2,01,01,1,1,,,,,061120,111120,20,1,1,1,2,2,1,14000
597265012,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,5,01,2,01,01,2,1,,,,,071120,111120,20,1,1,1,2,2,1,9625
597265022,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,5,02,2,01,01,1,1,,,,,071120,111120,20,1,1,1,2,2,1,9625
597265032,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,5,03,2,01,01,2,1,,,,,071120,111120,20,1,1,1,2,2,1,9625
597265042,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,5,04,2,01,01,2,1,,,,,071120,111120,20,1,1,1,2,2,1,9625
597266012,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,6,01,2,01,01,1,1,,,,,071120,111120,20,1,1,1,2,2,1,49000
597266022,771,59726,77,182,1,1,121,12,06,1206,06,31,2,ARN,6,02,2,01,01,2,1,,,,,071120,111120,20,1,1,1,2,2,1,49000
597242012,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,2,01,2,01,02,1,1,,,,,311020,081120,10,1,1,1,2,2,2,16750
597242022,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,2,02,2,01,02,1,1,,,,,311020,081120,10,1,1,1,2,2,2,16750
597243012,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,3,01,2,01,01,1,1,,,,,311020,081120,15,1,1,1,2,2,2,25125
597243022,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,3,02,2,01,01,1,1,,,,,311020,081120,10,1,1,1,2,2,2,25125
597243032,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,3,03,2,01,02,1,1,,,,,311020,081120,10,2,1,1,2,2,2,25125
597243042,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,3,04,2,01,01,1,1,,,,,311020,081120,10,1,1,1,2,2,2,25125
597246012,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,01,2,01,01,1,1,,,,,311020,081120,10,1,1,1,2,2,2,92125
597246022,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,02,2,01,01,1,1,,,,,311020,081120,15,1,1,1,2,2,2,92125
597246032,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,03,2,01,01,1,1,,,,,311020,081120,15,1,1,1,2,2,2,92125
597246042,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,04,2,01,01,1,1,,,,,311020,081120,10,1,1,1,2,2,2,92125
597246052,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,05,2,01,02,1,1,,,,,311020,081120,10,1,1,1,2,2,2,92125
597246062,771,59724,77,182,1,1,121,12,06,1206,06,11,2,ARN,6,06,2,01,01,1,1,,,,,311020,081120,15,1,1,1,2,2,2,92125
597281012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,1,01,2,01,01,1,1,,,,,191119,251119,30,1,2,2,2,2,2,15500
597281022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,1,02,2,01,01,1,1,,,,,191119,251119,20,1,2,2,2,2,2,15500
597282012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,2,01,2,01,01,1,1,,,,,191119,251119,20,1,2,2,2,2,2,20150
597282022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,2,02,2,01,02,2,1,,,,,191119,251119,20,1,2,2,2,2,2,20150
597283012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,3,01,2,01,01,1,1,,,,,191119,251119,40,1,2,2,2,2,2,86800
597283022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,3,02,2,01,01,1,1,,,,,191119,251119,20,1,2,2,2,2,2,86800
597284012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,4,01,2,01,01,1,1,,,,,211119,251119,30,1,2,2,2,2,2,3100
597284022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,4,02,2,01,02,2,1,,,,,211119,251119,20,1,2,2,2,2,2,3100
597285012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,5,01,2,01,02,2,1,,,,,211119,251119,20,1,2,2,2,2,2,4650
597285022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,5,02,2,01,01,1,1,,,,,211119,251119,15,1,2,2,2,2,2,4650
597286012,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,6,01,2,01,01,1,1,,,,,211119,251119,30,1,2,2,2,2,2,133300
597286022,771,59728,77,182,1,1,121,12,07,1207,07,31,2,ARN,6,02,2,01,01,1,1,,,,,211119,251119,20,1,2,2,2,2,2,133300
597131012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,1,01,2,01,01,2,1,,,,,091119,201119,60,1,2,2,2,2,1,17700
597131022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,1,02,2,01,01,2,1,,,,,091119,201119,60,1,2,2,2,2,1,17700
597132012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,2,01,2,01,01,2,1,,,,,091119,201119,60,1,2,2,2,2,1,8850
597132022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,2,02,2,01,01,2,1,,,,,091119,201119,60,1,2,2,2,2,1,8850
597133012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,3,01,2,01,01,2,1,,,,,101119,201119,30,1,2,2,2,2,1,20650
597133022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,3,02,2,01,01,2,1,,,,,101119,201119,30,1,2,2,2,2,1,20650
597134012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,4,01,2,01,01,2,1,,,,,111119,201119,30,1,2,2,2,2,1,32450
597134022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,4,02,2,01,01,2,1,,,,,111119,201119,30,1,2,2,2,2,1,32450
597135012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,5,01,2,01,01,2,1,,,,,121119,201119,30,1,2,2,2,2,1,17700
597135022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,5,02,2,01,01,2,1,,,,,121119,201119,30,1,2,2,2,2,1,17700
597136012,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,6,01,2,01,01,2,1,,,,,121119,201119,30,1,2,2,2,2,1,11800
597136022,771,59713,77,182,1,1,121,12,07,1207,07,11,2,ARN,6,02,2,01,01,2,1,,,,,121119,201119,30,1,2,2,2,2,1,11800
597151012,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,1,01,2,01,01,1,1,,,,,111220,261220,60,1,2,2,2,2,2,2150
597153012,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,3,01,2,01,01,1,1,,,,,131220,261220,80,1,2,2,2,2,2,3440
597153022,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,3,02,2,01,01,1,1,,,,,121220,261220,60,1,2,2,2,2,2,3440
597153032,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,3,03,2,01,01,1,1,,,,,141220,261220,60,1,2,2,2,2,2,3440
597153042,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,3,04,2,01,01,1,1,,,,,151220,261220,60,1,2,2,2,2,2,3440
597153052,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,3,05,2,01,01,1,1,,,,,161220,261220,60,1,2,2,2,2,2,3440
597154012,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,4,01,2,01,01,1,1,,,,,171220,261220,60,1,2,2,2,2,2,2150
597154022,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,4,02,2,01,01,1,1,,,,,181220,261220,60,1,2,2,2,2,2,2150
597154032,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,4,03,2,01,01,1,1,,,,,191220,261220,60,1,2,2,2,2,2,2150
597156012,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,6,01,2,01,01,1,1,,,,,201220,261220,60,1,2,2,2,2,2,46583
597156022,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,6,02,2,01,01,1,1,,,,,201220,261220,60,1,2,2,2,2,2,46583
597156032,771,59715,77,182,1,1,121,12,08,1208,08,31,2,ARN,6,03,2,01,01,1,1,,,,,211220,261220,60,1,2,2,2,2,2,46583
597171012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,1,01,2,01,01,1,1,,,,,251120,181220,30,1,2,2,2,2,2,5800
597171022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,1,02,2,01,01,1,1,,,,,251120,181220,25,1,2,2,2,2,2,5800
597172012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,2,01,2,01,01,1,1,,,,,251120,181220,20,1,2,2,2,2,2,4350
597172022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,2,02,2,01,01,1,1,,,,,251120,181220,25,1,2,2,2,2,2,4350
597173012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,3,01,2,01,01,1,1,,,,,261120,181220,20,1,2,2,2,2,2,7250
597173022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,3,02,2,01,01,1,1,,,,,261120,181220,20,1,2,2,2,2,2,7250
597174012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,4,01,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,4350
597174022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,4,02,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,4350
597175012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,5,01,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,7250
597175022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,5,02,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,7250
597176012,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,6,01,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,21750
597176022,771,59717,77,182,1,1,121,12,08,1208,08,11,2,ARN,6,02,2,01,01,1,1,,,,,261120,181220,25,1,2,2,2,2,2,21750
597193012,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,01,2,01,01,1,1,,,,,031219,010220,30,1,2,2,2,2,2,4750
597193022,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,02,2,01,01,1,1,,,,,031219,010220,20,1,2,2,2,2,2,4750
597193032,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,03,2,01,01,1,1,,,,,031219,010220,20,1,2,2,2,2,2,4750
597193042,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,04,2,01,01,1,1,,,,,031219,010220,25,1,2,2,2,2,2,4750
597193052,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,05,2,01,01,1,1,,,,,031219,010220,20,1,2,2,2,2,2,4750
597193062,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,3,06,2,01,01,1,1,,,,,031219,010220,25,1,2,2,2,2,2,4750
597195012,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,5,01,2,01,01,1,1,,,,,041219,010220,35,1,2,2,2,2,2,11875
597195022,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,5,02,2,01,01,1,1,,,,,041219,010220,30,1,2,2,2,2,2,11875
597195032,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,5,03,2,01,01,1,1,,,,,041219,010220,30,1,2,2,2,2,2,11875
597195042,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,5,04,2,01,01,1,1,,,,,041219,010220,25,1,2,2,2,2,2,11875
597196012,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,6,01,2,01,01,1,1,,,,,041219,010219,25,1,2,2,2,2,2,263625
597196022,771,59719,77,182,1,1,121,12,09,1209,09,31,2,ARN,6,02,2,01,01,1,1,,,,,041219,010220,30,1,2,2,2,2,2,263625
597126012,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,01,2,01,01,1,1,,,,,051220,110120,15,1,2,2,2,2,2,26250
597126022,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,02,2,01,03,1,1,,,,,051220,110120,20,1,2,2,2,2,2,26250
597126032,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,03,2,01,03,1,1,,,,,051220,110120,15,1,2,2,2,2,2,26250
597126042,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,04,2,01,02,1,1,,,,,051220,110120,17,1,2,2,2,2,2,26250
597126052,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,05,2,01,04,1,1,,,,,051220,110120,16,1,2,2,2,2,2,26250
597126062,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,06,2,01,02,1,1,,,,,051220,110120,16,1,2,2,2,2,2,26250
597126072,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,07,2,01,01,1,1,,,,,050120,110120,14,1,2,2,2,2,2,26250
597126082,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,08,2,01,01,1,1,,,,,051220,110120,19,1,2,2,2,2,2,26250
597126092,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,09,2,01,01,1,1,,,,,061220,110120,16,1,2,2,2,2,2,26250
597126102,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,10,2,01,01,1,1,,,,,061220,110120,16,1,2,2,2,2,2,26250
597126112,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,11,2,01,01,1,1,,,,,061220,110120,14,1,2,2,2,2,2,26250
597126122,771,59712,77,182,1,1,121,12,09,1209,09,21,2,ARN,6,12,2,01,01,1,1,,,,,061220,110120,14,1,2,2,2,2,2,26250
597111012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,1,01,2,01,01,1,1,,,,,121020,22-0-2,56,1,2,2,2,2,2,10600
597111022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,1,02,2,01,04,1,1,,,,,121020,22-0-2,54,1,2,2,2,2,2,10600
597112012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,2,01,2,01,03,1,1,,,,,121020,22-0-2,18,1,2,2,2,2,2,10600
597112022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,2,02,2,01,03,1,1,,,,,121120,22-0-2,16,1,2,2,2,2,2,10600
597113012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,3,01,2,01,05,1,1,,,,,131020,22-0-2,15,1,2,2,2,2,2,15900
597113022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,3,02,2,01,01,1,1,,,,,131020,22-0-2,16,1,2,2,2,2,2,15900
597114012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,4,01,2,01,01,1,1,,,,,131020,22-0-2,19,1,2,2,2,2,2,10600
597114022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,4,02,2,01,01,1,1,,,,,131020,22-0-2,20,1,2,2,2,2,2,10600
597115012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,5,01,2,01,01,1,1,,,,,131020,22-0-2,19,1,2,2,2,2,2,10600
597115022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,5,02,2,01,01,1,1,,,,,131020,22-0-2,22,1,2,2,2,2,2,10600
597116012,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,6,01,2,01,01,1,1,,,,,131020,22-0-2,22,1,2,2,2,2,2,84800
597116022,771,59711,77,182,1,1,121,12,09,1209,09,11,2,ARN,6,02,2,01,01,1,1,,,,,131020,22-0-2,24,1,2,2,2,2,2,84800
597101012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,1,01,2,01,01,1,1,,,,,180920,141220,25,1,2,2,2,2,2,7600
597101022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,1,02,2,01,01,1,1,,,,,180920,141220,25,1,2,2,2,2,2,7600
597102012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,2,01,2,01,01,1,1,,,,,180920,141220,25,1,2,2,2,2,2,7600
597102022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,2,02,2,01,01,1,1,,,,,180920,141220,25,1,2,2,2,2,2,7600
597103012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,3,01,2,01,01,1,1,,,,,190920,141220,30,1,2,2,2,2,2,7600
597103022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,3,02,2,01,01,1,1,,,,,190920,141220,25,1,2,2,2,2,2,7600
597104012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,4,01,2,01,01,1,1,,,,,190920,141220,30,1,2,2,2,2,2,7600
597104022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,4,02,2,01,01,1,1,,,,,190920,141220,25,1,2,2,2,2,2,7600
597105012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,5,01,2,01,01,1,1,,,,,190920,141220,25,1,2,2,2,2,2,7600
597105022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,5,02,2,01,01,1,1,,,,,190920,141220,23,1,2,2,2,2,2,7600
597106012,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,6,01,2,01,01,1,1,,,,,190920,141220,25,1,2,2,2,2,2,5700
597106022,771,59710,77,182,1,1,121,12,10,1210,10,11,2,ARN,6,02,2,01,01,1,1,,,,,190920,141220,25,1,2,2,2,2,2,5700
597163012,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,3,01,2,01,01,1,1,,,,,081120,151220,30,1,2,2,2,2,2,2250
597163022,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,3,02,2,01,01,1,1,,,,,091120,151220,35,1,2,2,2,2,2,2250
597166012,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,01,2,01,01,1,1,,,,,091120,151220,35,1,2,2,2,2,2,11475
597166022,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,02,2,01,01,1,1,,,,,091120,151220,25,1,2,2,2,2,2,11475
597166032,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,03,2,01,01,1,1,,,,,091120,151220,30,1,2,2,2,2,2,11475
597166042,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,04,2,01,01,1,1,,,,,091120,151220,35,1,2,2,2,2,2,11475
597166052,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,05,2,01,01,1,1,,,,,101-01,151220,30,1,2,2,2,2,2,11475
597166062,771,59716,77,182,1,1,121,12,10,1210,10,21,2,ARN,6,06,2,01,01,1,1,,,,,101-01,151220,25,1,2,2,2,2,2,11475
