HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,District,State_District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,Informant_Slno,Resp_Code,Survey_Code,Substn_Code,b2q1aii,b2q1aii2,b2q1bii,Survey_Date,Despatch_Date,TimeToCanvass,b2inv,b2remarks1,b2remarks2,b2remarks3,b2remarks4,NSC,MLT
533352012,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,2,01,2,01,01,1,1,,J021,S005,,181019,041119,045,1,2,2,2,2,2,31000
533353012,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,3,01,2,01,01,1,1,,J021,S005,,151019,041119,045,1,2,2,2,2,2,241800
533353022,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,3,02,2,01,01,1,1,,J021,S005,,171019,041119,040,1,2,2,2,2,2,241800
533353032,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,3,03,2,01,01,1,1,,J021,S005,,181019,041119,045,1,2,2,2,2,2,241800
533353042,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,3,04,2,01,01,1,1,,J021,S005,,151019,041119,035,1,2,2,2,2,2,241800
533353052,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,3,05,2,01,03,1,1,,J021,S005,,191019,041119,050,1,2,2,2,2,2,241800
533355012,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,5,01,2,01,01,1,1,,J021,S005,,151019,041119,055,1,2,2,2,2,2,31000
533355022,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,5,02,2,01,01,2,1,,J021,S005,,171019,041119,040,1,2,2,2,2,2,31000
533356012,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,6,01,2,01,01,1,1,,J021,S005,,161019,041119,050,1,2,2,2,2,2,434000
533356022,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,6,02,2,01,01,1,1,,J021,S005,,191019,041119,050,1,2,2,2,2,2,434000
533356032,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,6,03,2,01,01,1,1,,J021,S005,,161019,041119,060,1,2,2,2,2,2,434000
533356042,771,53335,77,182,1,1,012,01,05,0105,05,31,1,0110,6,04,2,01,01,1,1,,J021,S005,,161019,041119,040,1,2,2,2,2,2,434000
533372012,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,2,01,2,01,01,1,1,,J017,S006,,111019,011119,050,1,2,2,2,2,2,14450
533373012,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,3,01,2,01,03,1,1,,J017,S006,,121019,011119,030,1,2,1,2,2,2,121380
533373022,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,3,02,2,01,01,1,1,,J017,S006,,131019,011219,030,1,2,2,2,2,2,121380
533373032,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,3,03,2,01,03,1,1,,J017,S006,,131019,011119,040,1,2,2,2,2,2,121380
533373042,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,3,04,2,01,01,1,1,,J017,S006,,131019,011119,050,1,2,2,2,2,2,121380
533373052,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,3,05,2,01,01,1,1,,J017,S006,,121019,011119,030,1,2,2,2,2,2,121380
533374012,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,4,01,2,01,01,1,1,,J017,S006,,141019,011119,045,1,2,2,2,2,2,14450
533374022,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,4,02,2,01,01,1,1,,J017,S006,,111019,011119,050,1,2,2,2,2,2,14450
533374032,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,4,03,2,01,01,1,1,,J017,S006,,141019,011119,050,1,2,2,2,2,2,14450
533375012,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,5,01,2,01,01,1,1,,J017,S006,,151019,011119,040,1,2,2,2,2,2,14450
533376012,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,6,01,2,01,01,1,1,,J017,S006,,151019,011119,040,1,2,2,2,2,2,469625
533376022,771,53337,77,182,1,1,012,01,05,0105,05,32,1,0110,6,02,2,01,01,1,1,,J017,S006,,101019,011119,035,1,2,2,2,2,2,469625
533392012,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,2,01,2,01,01,1,1,,J013,S005,7889,191019,041119,035,2,2,2,2,2,2,58000
533393012,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,3,01,2,01,02,1,1,,J013,S005,7889,191019,041119,015,2,2,2,2,2,2,881600
533393022,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,3,02,2,01,01,1,1,,J013,S005,7889,191019,041119,030,2,2,2,2,2,2,881600
533393032,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,3,03,2,01,01,1,1,,J013,S005,7889,191019,041119,025,2,2,2,2,2,2,881600
533393042,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,3,04,2,01,01,1,1,,J013,S005,7889,201019,041119,015,2,2,2,2,2,2,881600
533393052,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,3,05,2,01,01,1,1,,J013,S005,7889,201019,041119,020,2,2,2,2,2,2,881600
533396012,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,01,2,01,01,1,1,,J013,S005,7889,201019,041119,020,2,2,2,2,2,2,261000
533396022,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,02,2,01,01,1,1,,J013,S005,7889,201019,041119,020,2,2,2,2,2,2,261000
533396032,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,03,2,01,02,1,1,,J013,S005,7889,211019,041119,020,2,2,2,2,2,2,261000
533396042,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,04,2,01,01,1,1,,J013,S005,7889,211019,041119,015,2,2,2,2,2,2,261000
533396052,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,05,2,01,99,1,1,,J013,S005,7889,211019,041119,015,2,2,2,2,2,2,261000
533396062,771,53339,77,182,1,1,012,01,06,0106,06,31,1,0110,6,06,2,01,01,1,1,,J013,S005,7889,221019,041119,020,2,2,2,2,2,2,261000
533321012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,1,01,2,01,01,1,1,,J005,S007,,211019,301019,050,2,2,2,2,2,1,8400
533321022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,1,02,2,01,01,1,1,,J005,S007,,231019,301019,040,2,2,2,2,2,1,8400
533322012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,2,01,2,01,01,1,1,,J005,S007,,221019,301019,055,2,2,2,2,2,1,16800
533322022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,2,02,2,01,06,1,1,,J005,S007,,251019,301019,050,2,2,2,2,2,1,16800
533323012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,3,01,2,01,01,1,1,,J005,S007,,241019,301019,045,2,2,2,2,2,1,19600
533323022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,3,02,2,01,01,1,1,,J005,S007,,241019,301019,050,2,2,2,2,2,1,19600
533324012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,4,01,2,01,01,1,1,,J005,S007,,251019,301019,050,2,2,2,2,2,1,8400
533324022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,4,02,2,01,01,1,1,,J005,S007,,241019,301019,045,2,2,2,2,2,1,8400
533325012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,5,01,2,01,01,1,1,,J005,S007,,231019,301019,050,2,2,2,2,2,1,72800
533325022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,5,02,2,01,03,1,1,,J005,S007,,231019,301019,050,2,2,2,2,2,1,72800
533326012,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,6,01,2,01,01,1,1,,J005,S007,,221019,301019,060,2,2,2,2,2,1,89600
533326022,771,53332,77,182,1,1,012,01,06,0106,06,21,1,0110,6,02,2,01,01,1,1,,J005,S007,,241019,301019,060,2,2,2,2,2,1,89600
533313012,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,01,2,01,02,1,1,,J004,S006,7898,170919,011019,035,2,2,2,2,2,2,62292
533313022,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,02,2,01,01,1,1,,J004,S006,7898,190919,011019,060,2,2,2,2,2,2,62292
533313032,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,03,2,01,01,1,1,,J004,S006,7898,190919,011019,065,2,1,2,2,2,2,62292
533313042,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,04,2,01,01,1,1,,J004,S006,7898,190919,011019,060,2,1,2,2,2,2,62292
533313052,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,05,2,01,01,1,1,,J004,S006,7898,190919,011019,055,2,2,2,2,2,2,62292
533313062,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,3,06,2,01,01,1,1,,J004,S006,7898,190919,011019,050,2,2,2,2,2,2,62292
533314012,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,4,01,2,01,01,1,1,,J004,S006,7898,190919,011019,050,2,1,2,2,2,2,249167
533314022,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,4,02,2,01,02,1,1,,J004,S006,7898,190919,011019,050,2,1,2,2,2,2,249167
533314032,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,4,03,2,01,01,1,1,,J004,S006,7898,190919,011019,065,2,1,2,2,2,2,249167
533315012,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,5,01,2,01,01,1,1,,J004,S006,7898,180919,011019,055,2,2,2,2,2,2,28750
533316012,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,6,01,2,01,01,1,1,,J004,S006,7898,180919,011019,050,2,2,2,2,2,2,1969375
533316022,771,53331,77,182,1,1,011,01,07,0107,07,31,1,0110,6,02,2,01,02,1,1,,J004,S006,7898,180919,011019,050,2,2,2,2,2,2,1969375
533301012,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,1,01,2,01,01,1,1,,J001,S004,,241019,081119,040,1,2,,2,2,1,9700
533301022,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,1,02,2,01,01,1,1,,J001,S004,,231019,081119,045,1,2,,2,2,1,9700
533301032,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,1,03,2,01,01,1,1,,J001,S004,,221019,081119,040,1,2,,2,2,1,9700
533303012,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,3,01,2,01,01,1,1,,J001,S004,,221019,081119,055,1,2,2,2,2,1,9700
533303022,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,3,02,2,01,01,1,1,,J001,S004,,231019,081119,040,1,2,2,2,2,1,9700
533306012,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,01,2,01,01,1,1,,J001,S004,,221019,081119,055,1,2,,2,2,1,11086
533306022,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,02,2,01,01,1,1,,J001,S004,,241019,081119,030,1,2,2,2,2,1,11086
533306032,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,03,2,01,01,1,1,,J001,S004,,221019,081119,045,1,2,2,2,2,1,11086
533306042,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,04,2,01,01,1,1,,J001,S004,,241019,081119,040,1,2,2,2,2,1,11086
533306052,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,05,2,01,01,1,1,,J001,S004,,221019,081119,030,1,2,2,2,2,1,11086
533306062,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,06,2,01,01,1,1,,J001,S004,,231019,081119,030,1,2,2,2,2,1,11086
533306072,771,53330,77,182,1,1,011,01,07,0107,07,11,1,0110,6,07,2,01,01,1,1,,J001,S004,,231019,081119,040,1,2,2,2,2,1,11086
533361012,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,1,01,2,01,01,1,1,,J009,S005,,081019,221119,040,1,2,2,2,2,2,32200
533361022,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,1,02,2,01,01,1,1,,J009,S005,,081019,221119,040,1,2,2,2,2,2,32200
533362012,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,2,01,2,01,01,1,1,,J009,S005,,091019,221119,045,1,2,2,2,2,2,177100
533362022,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,2,02,2,01,01,3,1,,J009,S005,,091019,221119,040,1,2,2,2,2,2,177100
533363012,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,3,01,2,01,01,1,1,,J009,S005,,101019,221119,025,1,2,2,2,2,2,386400
533363022,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,3,02,2,01,01,2,1,,J009,S005,,101019,,035,1,2,,2,2,2,386400
533365012,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,5,01,2,01,01,2,1,,J009,S005,,111019,,025,1,2,,2,2,2,104650
533365022,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,5,02,2,01,01,2,1,,J009,S005,,111019,,030,1,2,,2,2,2,104650
533365032,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,5,03,2,01,01,1,1,,J009,S005,,121019,,025,1,2,,2,2,2,104650
533365042,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,5,04,2,01,01,2,1,,J009,S005,,111019,,040,1,2,,2,2,2,104650
533366012,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,6,01,2,01,01,2,1,,J009,S005,,121019,,015,1,2,,2,2,2,627900
533366022,771,53336,77,182,1,1,012,01,16,0116,16,31,1,0111,6,02,2,01,01,2,1,,J009,S005,,121019,,015,1,2,,2,2,2,627900
533341012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,1,01,2,01,04,1,1,,J012,S004,,221019,221119,055,1,2,2,2,2,1,9500
533342012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,2,01,2,01,01,1,1,,J012,S004,,231019,221119,045,1,2,2,2,2,1,12667
533342022,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,2,02,2,01,01,1,1,,J012,S004,,241019,221119,045,1,2,2,2,2,1,12667
533342032,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,2,03,2,01,01,1,1,,J012,S004,,251019,221119,060,1,2,2,2,2,1,12667
533343012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,3,01,2,01,01,1,1,,J012,S004,,221019,221119,040,1,2,2,2,2,1,47500
533343022,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,3,02,2,01,02,1,1,,J012,S004,,231019,221119,050,1,2,2,2,2,1,47500
533344012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,4,01,2,01,01,1,1,,J012,S004,,241019,221119,045,1,2,2,2,2,1,28500
533344022,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,4,02,2,01,01,1,1,,J012,S004,,251019,221119,055,1,2,2,2,2,1,28500
533345012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,5,01,2,01,01,1,1,,J012,S004,,251019,221119,060,1,2,2,2,2,1,52250
533345022,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,5,02,2,01,01,1,1,,J012,S004,,221019,221119,065,1,2,2,2,2,1,52250
533346012,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,6,01,2,01,01,1,1,,J012,S004,,251019,221119,045,1,2,2,2,2,1,185250
533346022,771,53334,77,182,1,1,012,01,16,0116,16,21,1,0111,6,02,2,01,02,1,1,,J012,S004,,211019,221119,060,1,2,2,2,2,1,185250
533381012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,1,01,2,01,01,1,1,,J010,S005,,211019,221119,025,1,2,2,2,2,2,21800
533381022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,1,02,2,01,01,1,1,,J010,S005,,211019,221119,030,1,2,,2,2,2,21800
533382012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,2,01,2,01,02,2,1,,J010,S005,,221019,221119,035,1,2,2,2,2,2,49050
533382022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,2,02,2,01,01,1,1,,J010,S005,,221019,221119,035,1,2,2,2,2,2,49050
533383012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,3,01,2,01,01,2,1,,J010,S005,,231019,221119,035,1,2,2,2,2,2,109000
533383022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,3,02,2,01,02,2,1,,J010,S005,,231019,221119,040,1,2,2,2,2,2,109000
533384012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,4,01,2,01,01,1,1,,J010,S005,,241019,221119,035,1,2,2,2,2,2,54500
533384022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,4,02,2,01,01,1,1,,J010,S005,,241019,221119,035,1,2,2,2,2,2,54500
533385012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,5,01,2,01,01,1,1,,J010,S005,,250919,221119,095,1,2,,2,2,2,92650
533385022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,5,02,2,01,01,1,1,,J010,S005,,251019,221119,100,1,2,2,2,2,2,92650
533386012,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,6,01,2,01,02,1,1,,J010,S005,,261019,221119,035,1,2,2,2,2,2,261600
533386022,771,53338,77,182,1,1,012,01,17,0117,17,32,1,0111,6,02,2,01,01,1,1,,J010,S005,,261019,221119,020,1,2,2,2,2,2,261600
533531012,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,1,01,2,01,02,1,1,,J001,S004,,260919,301019,040,2,2,2,2,2,2,17100
533531022,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,1,02,2,01,01,1,1,,J001,S004,,270919,301019,045,2,2,2,2,2,2,17100
533532012,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,2,01,2,01,01,1,1,,J001,S004,,280919,301019,045,2,2,2,2,2,2,34200
533532022,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,2,02,2,01,02,1,1,,J001,S004,,280919,301019,040,2,2,2,2,2,2,34200
533533012,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,3,01,2,01,01,1,1,,J001,S004,,270919,301019,040,1,2,2,2,2,2,42750
533533022,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,3,02,2,01,01,1,1,,J001,S004,,270919,301019,035,2,2,2,2,2,2,42750
533535012,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,5,01,2,01,01,1,1,,J001,S004,,280919,301019,040,2,2,2,2,2,2,68400
533535022,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,5,02,2,01,02,1,1,,J001,S004,,290919,301019,040,2,2,2,2,2,2,68400
533535032,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,5,03,2,01,01,1,1,,J001,S004,,260919,301019,040,2,2,2,2,2,2,68400
533535042,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,5,04,2,01,01,1,1,,J001,S004,,280919,301019,040,2,2,2,2,2,2,68400
533536012,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,6,01,2,01,01,1,1,,J001,S004,,280919,301019,045,2,2,2,2,2,2,427500
533536022,771,53353,77,182,1,1,012,01,17,0117,17,31,1,0111,6,02,2,01,02,1,1,,J001,S004,,290919,301019,040,2,2,2,2,2,2,427500
533551012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,1,01,2,01,01,1,1,,J002,S005,,190919,311019,065,2,2,2,2,2,2,4600
533551022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,1,02,2,01,01,4,1,,J002,S005,,201019,311019,060,2,2,2,2,2,2,4600
533552012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,2,01,2,01,01,1,1,,J002,S005,,210919,311019,060,2,2,2,2,2,2,2300
533552022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,2,02,2,01,01,1,1,,J002,S005,,210919,311019,070,2,2,2,2,2,2,2300
533553012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,3,01,2,01,01,1,1,,J002,S005,,210919,311019,065,2,2,2,2,2,2,5750
533553022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,3,02,2,01,01,2,1,,J002,S005,,210919,311019,065,2,2,2,2,2,2,5750
533554012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,4,01,2,01,01,2,1,,J002,S005,,220919,311019,070,2,2,2,2,2,2,2300
533554022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,4,02,2,01,01,1,1,,J002,S005,,220919,311019,060,2,2,2,2,2,2,2300
533555012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,5,01,2,01,01,3,1,,J002,S005,,210919,311019,060,2,2,2,2,2,2,9200
533555022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,5,02,2,01,01,2,1,,J002,S005,,220919,311019,065,2,2,2,2,2,2,9200
533556012,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,6,01,2,01,01,1,1,,J002,S005,,190919,311019,065,2,2,2,2,2,2,9200
533556022,771,53355,77,182,1,1,012,01,18,0118,18,21,1,0111,6,02,2,01,01,1,1,,J002,S005,,190919,311019,060,2,2,2,2,2,2,9200
533571012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,1,01,2,01,01,1,1,,J013,S004,,151019,221119,045,1,2,2,2,2,2,20250
533572012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,2,01,2,01,01,1,1,,J013,S004,,161019,221119,040,1,2,2,2,2,2,20250
533572022,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,2,02,2,01,01,1,1,,J013,S004,,171019,221119,050,1,2,2,2,2,2,20250
533573012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,3,01,2,01,01,1,1,,J013,S004,,181019,221119,045,1,2,2,2,2,2,101250
533573022,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,3,02,2,01,01,1,1,,J013,S004,,191019,221119,030,1,2,2,2,2,2,101250
533573032,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,3,03,2,01,02,1,1,,J013,S004,,181019,221119,040,1,2,2,2,2,2,101250
533574012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,4,01,2,01,02,1,1,,J013,S004,,191019,221119,045,1,2,2,2,2,2,60750
533574022,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,4,02,2,01,01,1,1,,J013,S004,,171019,221119,045,1,2,2,2,2,2,60750
533575012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,5,01,2,01,01,1,1,,J013,S004,,161019,221119,040,1,2,2,2,2,2,101250
533575022,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,5,02,2,01,01,1,1,,J013,S004,,151019,221119,045,1,2,2,2,2,2,101250
533576012,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,6,01,2,01,01,1,1,,J013,S004,,161019,221119,040,1,2,2,2,2,2,637875
533576022,771,53357,77,182,1,1,012,01,18,0118,18,31,1,0111,6,02,2,01,01,1,1,,J013,S004,,191019,221119,045,1,2,2,2,2,2,637875
533591012,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,1,01,2,01,01,1,1,,J014,S005,,241019,261119,050,1,2,2,2,2,2,66300
533591022,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,1,02,2,01,01,1,1,,J014,S005,,231019,261119,055,1,2,2,2,2,2,66300
533592012,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,2,01,2,01,02,1,1,,J014,S005,,241019,261119,050,1,2,2,2,2,2,44200
533592022,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,2,02,2,01,02,1,1,,J014,S005,,291019,261119,060,1,2,2,2,2,2,44200
533593012,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,3,01,2,01,02,1,1,,J014,S005,,241019,261119,050,1,2,2,2,2,2,884000
533593022,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,3,02,2,01,01,1,1,,J014,S005,,251019,261119,055,1,2,2,2,2,2,884000
533594012,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,4,01,2,01,02,1,1,,J014,S005,,261019,261119,050,1,2,2,2,2,2,88400
533594022,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,4,02,2,01,01,1,1,,J014,S005,,231019,261119,065,1,2,2,2,2,2,88400
533594032,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,4,03,2,01,02,1,1,,J014,S005,,291019,261119,060,1,2,2,2,2,2,88400
533594042,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,4,04,2,01,01,1,1,,J014,S005,,251019,261119,065,1,2,2,2,2,2,88400
533596012,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,6,01,2,01,03,1,1,,J014,S005,,241019,261119,050,1,2,1,2,2,2,928200
533596022,771,53359,77,182,1,1,012,01,19,0119,19,31,1,0111,6,02,2,01,04,1,1,,J014,S005,,261019,261119,055,1,2,2,2,2,2,928200
533521012,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,1,01,2,01,01,1,1,,J003,S004,J001,080919,300919,050,2,2,2,2,2,1,3900
533523012,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,3,01,2,01,01,1,1,,J003,S004,J001,090919,300919,040,2,2,2,2,2,1,3900
533525012,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,5,01,2,01,01,1,1,,J003,S004,J001,110919,300919,040,2,2,2,2,2,1,3900
533525022,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,5,02,2,01,01,1,1,,J003,S004,J001,100919,300919,045,2,2,2,2,2,1,3900
533526012,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,6,01,2,01,07,1,1,,J003,S004,J001,090919,300919,060,2,2,2,2,2,1,3900
533526022,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,6,02,2,01,07,1,1,,J003,S004,J001,090919,300919,050,2,,2,2,2,1,3900
533526032,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,6,03,2,01,01,1,1,,J003,S004,J001,110919,300919,040,2,2,2,2,2,1,3900
533526042,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,6,04,2,01,01,1,1,,J003,S004,J001,100919,300919,045,2,2,2,2,2,1,3900
533526052,771,53352,77,182,1,1,012,01,19,0119,19,11,1,0111,6,05,2,01,01,1,1,,J003,S004,J001,110919,300919,040,2,,2,2,2,1,3900
533511012,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,1,01,2,01,01,1,1,,J011,S004,,151019,,050,1,2,,2,2,2,132000
533511022,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,1,02,2,01,01,1,1,,J011,S004,,151019,,055,1,2,,2,2,2,132000
533512012,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,2,01,2,01,01,1,1,,J011,S004,,161019,,050,1,2,,2,2,2,39600
533512022,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,2,02,2,01,01,3,1,,J011,S004,,161019,,055,1,2,,2,2,2,39600
533513012,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,3,01,2,01,01,1,1,,J011,S004,,171019,,055,1,2,,2,2,2,488400
533513022,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,3,02,2,01,01,3,1,,J011,S004,,171019,311019,055,1,2,2,2,2,2,488400
533514012,771,53351,77,182,1,1,012,01,20,0120,20,31,1,0111,4,01,2,01,01,1,1,,J011,S004,,171019,,060,1,2,,2,2,2,26400
