HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b5pt2q1,b5pt2q3,b5pt2q4,b5pt2q5,b5pt2q6,b5pt2q7,NSC,MLT
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,06,97,,0.03,3500000,2,,2,20250
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,06,99,,0.03,3500000,,,2,20250
533121021,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,1,02,1,06,97,,0.01,2000000,1,0.01,2,111150
533121021,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,1,02,1,06,99,,0.01,2000000,,0.01,2,111150
533123011,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,3,01,1,06,97,,0.04,2418160,,,2,222300
533123011,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,3,01,1,06,99,,0.04,2418160,,,2,222300
533124011,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,4,01,1,06,97,,0.03,1050000,2,,2,34200
533124011,771,53312,77,182,1,1,012,01,0117,17,17,31,2,0111,4,01,1,06,99,,0.03,1050000,,,2,34200
533114011,771,53311,77,182,1,1,012,01,0118,18,18,31,2,0111,4,01,1,06,97,,0.03,120850,2,,2,20250
533114011,771,53311,77,182,1,1,012,01,0118,18,18,31,2,0111,4,01,1,06,99,,0.03,120850,,,2,20250
533144011,771,53314,77,182,1,1,012,01,0119,19,19,31,2,0111,4,01,1,06,97,,0.07,532683,2,,2,154700
533144011,771,53314,77,182,1,1,012,01,0119,19,19,31,2,0111,4,01,1,06,99,,0.07,532683,,,2,154700
533031021,771,53303,77,182,1,1,012,01,0120,20,20,31,2,0111,1,02,1,06,97,,0.03,400000,1,0.03,2,96800
533031021,771,53303,77,182,1,1,012,01,0120,20,20,31,2,0111,1,02,1,06,99,,0.03,400000,,0.03,2,96800
533034021,771,53303,77,182,1,1,012,01,0120,20,20,31,2,0111,4,02,1,06,97,,0.01,2600000,2,,2,224400
533034021,771,53303,77,182,1,1,012,01,0120,20,20,31,2,0111,4,02,1,06,99,,0.01,2600000,,,2,224400
533096031,771,53309,77,182,1,1,011,01,0122,22,22,11,2,0110,6,03,1,06,97,,0.01,550000,2,,1,51000
533096031,771,53309,77,182,1,1,011,01,0122,22,22,11,2,0110,6,03,1,06,99,,0.01,550000,,,1,51000
537363021,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,3,02,1,06,97,,0.75,5000000,2,,2,2925000
537363021,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,3,02,1,06,99,,0.75,5000000,,,2,2925000
537364041,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,4,04,1,06,97,,0.2,1200000,1,0.2,2,146250
537364041,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,4,04,1,06,99,,0.2,1200000,,0.2,2,146250
537366011,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,6,01,1,06,97,,0.25,1200000,1,0.25,2,2876250
537366011,771,53736,77,182,1,1,021,02,0202,02,02,31,1,0212,6,01,1,06,99,,0.25,1200000,,0.25,2,2876250
537382011,771,53738,77,182,1,1,022,02,0203,03,03,11,1,0213,2,01,1,06,97,,0.02,800000,,,2,12400
537382011,771,53738,77,182,1,1,022,02,0203,03,03,11,1,0213,2,01,1,06,99,,0.02,800000,,,2,12400
537571031,771,53757,77,182,1,1,021,02,0204,04,04,31,1,0213,1,03,1,06,97,,0.04,255000,2,,2,138375
537571031,771,53757,77,182,1,1,021,02,0204,04,04,31,1,0213,1,03,1,06,99,,0.04,255000,,,2,138375
537713011,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,01,1,06,97,,0.01,450000,1,0.01,2,32900
537713011,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,01,1,06,99,,0.01,450000,,0.01,2,32900
537713031,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,03,1,06,97,,0.01,4000000,2,,2,32900
537713031,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,03,1,06,99,,0.01,4000000,,,2,32900
537713051,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,05,1,06,97,,0.01,2500000,2,,2,32900
537713051,771,53771,77,182,1,1,022,02,0209,09,09,31,1,0210,3,05,1,06,99,,0.01,2500000,,,2,32900
537703021,771,53770,77,182,1,1,022,02,0209,09,09,11,1,0210,3,02,1,06,97,,0.3,900000,2,,2,94100
537703021,771,53770,77,182,1,1,022,02,0209,09,09,11,1,0210,3,02,1,06,99,,0.3,900000,,,2,94100
537763011,771,53776,77,182,1,1,022,02,0210,10,10,31,1,0210,3,01,1,06,97,,0.04,500000,2,,2,36650
537763011,771,53776,77,182,1,1,022,02,0210,10,10,31,1,0210,3,01,1,06,99,,0.04,500000,,,2,36650
537954031,771,53795,77,182,1,1,022,02,0211,11,11,31,1,0210,4,03,1,06,01,09,0.02,2500000,2,,2,78150
537954031,771,53795,77,182,1,1,022,02,0211,11,11,31,1,0210,4,03,1,06,99,,0.02,2500000,,,2,78150
537974031,771,53797,77,182,1,1,022,02,0211,11,11,11,1,0210,4,03,1,06,97,,0.06,3000000,1,0.06,2,92500
537974031,771,53797,77,182,1,1,022,02,0211,11,11,11,1,0210,4,03,1,06,99,,0.06,3000000,,0.06,2,92500
537993021,771,53799,77,182,1,1,022,02,0212,12,12,31,1,0210,3,02,1,06,97,,0.04,2387950,2,,2,104800
537993021,771,53799,77,182,1,1,022,02,0212,12,12,31,1,0210,3,02,1,06,99,,0.04,2387950,,,2,104800
537994031,771,53799,77,182,1,1,022,02,0212,12,12,31,1,0210,4,03,1,06,97,,0.04,972458,2,,2,45850
537994031,771,53799,77,182,1,1,022,02,0212,12,12,31,1,0210,4,03,1,06,99,,0.04,972458,,,2,45850
537164031,771,53716,77,182,1,1,022,02,0209,09,09,21,2,0210,4,03,1,06,97,,0.03,1200000,2,,2,44100
537164031,771,53716,77,182,1,1,022,02,0209,09,09,21,2,0210,4,03,1,06,99,,0.03,1200000,,,2,44100
537051031,771,53705,77,182,1,1,022,02,0210,10,10,31,2,0210,1,03,1,06,97,,0.04,800000,1,0.04,2,64138
537051031,771,53705,77,182,1,1,022,02,0210,10,10,31,2,0210,1,03,1,06,99,,0.04,800000,,0.04,2,64138
537093011,771,53709,77,182,1,1,022,02,0211,11,11,31,2,0210,3,01,1,06,97,,0.01,2100000,1,0.01,2,156300
537093011,771,53709,77,182,1,1,022,02,0211,11,11,31,2,0210,3,01,1,06,99,,0.01,2100000,,0.01,2,156300
537001031,771,53700,77,182,1,1,022,02,0212,12,12,31,2,0210,1,03,1,06,97,,0.04,230880,2,,2,6550
537001031,771,53700,77,182,1,1,022,02,0212,12,12,31,2,0210,1,03,1,06,99,,0.04,230880,,,2,6550
532361011,771,53236,77,182,1,1,031,03,0303,03,03,21,1,0310,1,01,1,06,97,,0.01,130000,2,,2,6850
532361011,771,53236,77,182,1,1,031,03,0303,03,03,21,1,0310,1,01,1,06,99,,0.01,130000,,,2,6850
532526011,771,53252,77,182,1,1,031,03,0305,05,05,21,1,0310,6,01,1,06,97,,0.09,630000,2,,1,100800
532526011,771,53252,77,182,1,1,031,03,0305,05,05,21,1,0310,6,01,1,06,99,,0.09,630000,,,1,100800
532761011,771,53276,77,182,1,1,032,03,0307,07,07,11,1,0321,1,01,1,06,97,,0.87,3062500,2,,2,3150
532761011,771,53276,77,182,1,1,032,03,0307,07,07,11,1,0321,1,01,1,06,99,,0.87,3062500,,,2,3150
532911011,771,53291,77,182,1,1,032,03,0309,09,09,21,1,0323,1,01,1,06,01,09,0.13,2000000,2,,1,101200
532911011,771,53291,77,182,1,1,032,03,0309,09,09,21,1,0323,1,01,1,06,99,,0.13,2000000,,,1,101200
532233011,771,53223,77,182,1,1,032,03,0312,12,12,31,1,0322,3,01,1,06,01,09,0.04,1000000,2,,2,152400
532233011,771,53223,77,182,1,1,032,03,0312,12,12,31,1,0322,3,01,1,06,99,,0.04,1000000,,,2,152400
532154011,771,53215,77,182,1,1,031,03,0318,18,18,21,1,0320,4,01,1,06,97,,1.65,9000000,2,,1,9067
532154011,771,53215,77,182,1,1,031,03,0318,18,18,21,1,0320,4,01,1,06,99,,1.65,9000000,,,1,9067
532113021,771,53211,77,182,1,1,032,03,0319,19,19,32,1,0321,3,02,1,06,97,,0.12,9000000,2,,2,312800
532113021,771,53211,77,182,1,1,032,03,0319,19,19,32,1,0321,3,02,1,06,99,,0.12,9000000,,,2,312800
532146011,771,53214,77,182,1,1,032,03,0320,20,20,32,1,0321,6,01,1,06,97,,0.05,500000,1,0.05,2,139200
532146011,771,53214,77,182,1,1,032,03,0320,20,20,32,1,0321,6,01,1,06,99,,0.05,500000,,0.05,2,139200
532614011,771,53261,77,182,1,1,031,03,0305,05,05,11,2,0310,4,01,1,06,97,,0.08,500000,2,,1,5700
532614011,771,53261,77,182,1,1,031,03,0305,05,05,11,2,0310,4,01,1,06,99,,0.08,500000,,,1,5700
532601011,771,53260,77,182,1,1,031,03,0305,05,05,31,2,0310,1,01,1,06,01,09,0.09,900000,2,,2,56100
532601011,771,53260,77,182,1,1,031,03,0305,05,05,31,2,0310,1,01,1,06,99,,0.09,900000,,,2,56100
532463011,771,53246,77,182,1,1,032,03,0306,06,06,21,2,0320,3,01,1,06,97,,0.3,4000000,1,0.23,1,9150
532463011,771,53246,77,182,1,1,032,03,0306,06,06,21,2,0320,3,01,1,06,99,,0.3,4000000,,0.23,1,9150
530351021,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,1,02,1,06,97,,0.04,700000,2,,2,1400
530351021,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,1,02,1,06,99,,0.04,700000,,,2,1400
530351031,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,1,03,1,06,97,,0.03,1200000,2,,2,1400
530351031,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,1,03,1,06,99,,0.03,1200000,,,2,1400
530353021,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,3,02,1,06,97,,0.01,1500000,,,2,5133
530353021,771,53035,77,182,1,1,041,04,0401,01,01,31,1,0610,3,02,1,06,99,,0.01,1500000,,,2,5133
530391041,771,53039,77,182,1,1,041,04,0401,01,01,32,2,0610,1,04,1,06,97,,0.01,800000,1,0.01,2,2600
530391041,771,53039,77,182,1,1,041,04,0401,01,01,32,2,0610,1,04,1,06,99,,0.01,800000,,0.01,2,2600
530321011,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,1,01,1,06,97,,0.02,600000,1,0.02,2,3500
530321011,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,1,01,1,06,99,,0.02,600000,,0.02,2,3500
530321041,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,1,04,1,06,97,,0.01,850000,1,0.01,2,3500
530321041,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,1,04,1,06,99,,0.01,850000,,0.01,2,3500
530324011,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,4,01,1,06,97,,0.02,1500000,2,,2,7700
530324011,771,53032,77,182,1,1,041,04,0401,01,01,31,2,0610,4,01,1,06,99,,0.02,1500000,,,2,7700
536321041,771,53632,77,182,1,1,051,05,0502,02,02,21,1,0510,1,04,1,06,97,,0.21,350000,2,,1,29300
536321041,771,53632,77,182,1,1,051,05,0502,02,02,21,1,0510,1,04,1,06,99,,0.21,350000,,,1,29300
536501041,771,53650,77,182,1,1,051,05,0507,07,07,31,1,0511,1,04,1,06,97,,0.04,1200000,2,,2,39463
536501041,771,53650,77,182,1,1,051,05,0507,07,07,31,1,0511,1,04,1,06,99,,0.04,1200000,,,2,39463
536583011,771,53658,77,182,1,1,051,05,0509,09,09,21,1,0511,3,01,1,06,97,,0.04,375000,1,0.04,2,50100
536583011,771,53658,77,182,1,1,051,05,0509,09,09,21,1,0511,3,01,1,06,99,,0.04,375000,,0.04,2,50100
536751011,771,53675,77,182,1,1,051,05,0509,09,09,11,1,0511,1,01,1,06,97,,0.03,1200000,2,,2,70000
536751011,771,53675,77,182,1,1,051,05,0509,09,09,11,1,0511,1,01,1,06,99,,0.03,1200000,,,2,70000
536953011,771,53695,77,182,1,1,051,05,0513,13,13,32,1,0510,3,01,1,06,97,,0.02,400000,2,,2,45600
536953011,771,53695,77,182,1,1,051,05,0513,13,13,32,1,0510,3,01,1,06,99,,0.02,400000,,,2,45600
536994011,771,53699,77,182,1,1,051,05,0513,13,13,21,1,0510,4,01,1,06,97,,0.05,3400000,2,,2,16800
536994011,771,53699,77,182,1,1,051,05,0513,13,13,21,1,0510,4,01,1,06,99,,0.05,3400000,,,2,16800
536961011,771,53696,77,182,1,1,051,05,0502,02,02,11,2,0510,1,01,1,06,97,,0.04,1000000,2,,1,69700
536961011,771,53696,77,182,1,1,051,05,0502,02,02,11,2,0510,1,01,1,06,99,,0.04,1000000,,,1,69700
536236051,771,53623,77,182,1,1,051,05,0503,03,03,31,2,0510,6,05,1,06,97,,0.04,1200000,2,,2,116180
536236051,771,53623,77,182,1,1,051,05,0503,03,03,31,2,0510,6,05,1,06,99,,0.04,1200000,,,2,116180
536214021,771,53621,77,182,1,1,051,05,0505,05,05,31,2,0510,4,02,1,06,97,,0.01,300000,2,,2,140800
536214021,771,53621,77,182,1,1,051,05,0505,05,05,31,2,0510,4,02,1,06,99,,0.01,300000,,,2,140800
536203021,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,3,02,1,06,97,,0.06,3000000,2,,2,1339975
536203021,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,3,02,1,06,99,,0.06,3000000,,,2,1339975
536206021,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,02,1,06,97,,0.05,2000000,,,2,60450
536206021,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,02,1,06,99,,0.05,2000000,,,2,60450
536206031,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,03,1,06,97,,0.1,700000,2,,2,60450
536206031,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,03,1,06,99,,0.1,700000,,,2,60450
536206041,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,04,1,06,97,,0.07,2500000,2,,2,60450
536206041,771,53620,77,182,1,1,051,05,0506,06,06,31,2,0510,6,04,1,06,99,,0.07,2500000,,,2,60450
536153051,771,53615,77,182,1,1,051,05,0508,08,08,11,2,0511,3,05,1,06,97,,0.04,1814778,2,,1,144267
536153051,771,53615,77,182,1,1,051,05,0508,08,08,11,2,0511,3,05,1,06,99,,0.04,1814778,,,1,144267
536193011,771,53619,77,182,1,1,051,05,0509,09,09,21,2,0511,3,01,1,06,97,,0.05,1200000,1,0.05,2,41750
536193011,771,53619,77,182,1,1,051,05,0509,09,09,21,2,0511,3,01,1,06,99,,0.05,1200000,,0.05,2,41750
536101021,771,53610,77,182,1,1,051,05,0510,10,10,31,2,0511,1,02,1,06,97,,0.04,780000,2,,2,17625
536101021,771,53610,77,182,1,1,051,05,0510,10,10,31,2,0511,1,02,1,06,99,,0.04,780000,,,2,17625
536101031,771,53610,77,182,1,1,051,05,0510,10,10,31,2,0511,1,03,1,06,97,,0.05,1345000,1,0.05,2,17625
536101031,771,53610,77,182,1,1,051,05,0510,10,10,31,2,0511,1,03,1,06,99,,0.05,1345000,,0.05,2,17625
536184011,771,53618,77,182,1,1,051,05,0511,11,11,31,2,0511,4,01,1,06,98,10,0.02,595000,2,,2,34400
536184011,771,53618,77,182,1,1,051,05,0511,11,11,31,2,0511,4,01,1,06,99,,0.02,595000,,,2,34400
536091031,771,53609,77,182,1,1,051,05,0512,12,12,21,2,0511,1,03,1,06,98,10,0.03,1875900,2,,2,55100
536091031,771,53609,77,182,1,1,051,05,0512,12,12,21,2,0511,1,03,1,06,99,,0.03,1875900,,,2,55100
536094011,771,53609,77,182,1,1,051,05,0512,12,12,21,2,0511,4,01,1,06,97,,0.03,159880,2,,2,11600
536094011,771,53609,77,182,1,1,051,05,0512,12,12,21,2,0511,4,01,1,06,99,,0.03,159880,,,2,11600
538371011,771,53837,77,182,1,1,061,06,0601,01,01,11,1,0610,1,01,1,06,97,,0.03,2000000,,,1,2600
538371011,771,53837,77,182,1,1,061,06,0601,01,01,11,1,0610,1,01,1,06,99,,0.03,2000000,,,1,2600
538346021,771,53834,77,182,1,1,061,06,0604,04,04,31,1,0611,6,02,1,06,97,,0.02,994000,2,,2,946075
538346021,771,53834,77,182,1,1,061,06,0604,04,04,31,1,0611,6,02,1,06,99,,0.02,994000,,,2,946075
538521011,771,53852,77,182,1,1,061,06,0606,06,06,31,1,0613,1,01,1,06,97,,0,160000,2,,2,304138
538521011,771,53852,77,182,1,1,061,06,0606,06,06,31,1,0613,1,01,1,06,99,,0,160000,,,2,304138
538511011,771,53851,77,182,1,1,061,06,0607,07,07,32,1,0613,1,01,1,06,97,,0.05,1950000,2,,2,117300
538511011,771,53851,77,182,1,1,061,06,0607,07,07,32,1,0613,1,01,1,06,99,,0.05,1950000,,,2,117300
538583011,771,53858,77,182,1,1,061,06,0608,08,08,33,1,0613,3,01,1,06,97,,0.06,7000000,2,,2,299250
538583011,771,53858,77,182,1,1,061,06,0608,08,08,33,1,0613,3,01,1,06,99,,0.06,7000000,,,2,299250
538783021,771,53878,77,182,1,1,062,06,0612,12,12,31,1,0612,3,02,1,06,01,09,0.01,2500000,2,,2,161400
538783021,771,53878,77,182,1,1,062,06,0612,12,12,31,1,0612,3,02,1,06,99,,0.01,2500000,,,2,161400
538993021,771,53899,77,182,1,1,062,06,0613,13,13,31,1,0612,3,02,1,06,01,09,0.04,1200000,1,0.04,2,295125
538993021,771,53899,77,182,1,1,062,06,0613,13,13,31,1,0612,3,02,1,06,99,,0.04,1200000,,0.04,2,295125
538995021,771,53899,77,182,1,1,062,06,0613,13,13,31,1,0612,5,02,1,06,01,09,0.05,575000,1,0.05,2,1514975
538995021,771,53899,77,182,1,1,062,06,0613,13,13,31,1,0612,5,02,1,06,99,,0.05,575000,,0.05,2,1514975
538904021,771,53890,77,182,1,1,061,06,0615,15,15,31,1,0614,4,02,1,06,01,09,0.1,5000000,2,,2,356875
538904021,771,53890,77,182,1,1,061,06,0615,15,15,31,1,0614,4,02,1,06,99,,0.1,5000000,,,2,356875
538236011,771,53823,77,182,1,1,062,06,0616,16,16,33,1,0614,6,01,1,06,01,03,0.04,1600000,1,0.04,2,117600
538236011,771,53823,77,182,1,1,062,06,0616,16,16,33,1,0614,6,01,1,06,97,,0.04,1600000,1,0.04,2,117600
538236011,771,53823,77,182,1,1,062,06,0616,16,16,33,1,0614,6,01,1,06,99,,0.08,3200000,,0.08,2,117600
538294011,771,53829,77,182,1,1,061,06,0618,18,18,31,1,0615,4,01,1,06,97,,0.02,1000000,2,,2,30750
538294011,771,53829,77,182,1,1,061,06,0618,18,18,31,1,0615,4,01,1,06,99,,0.02,1000000,,,2,30750
538154041,771,53815,77,182,1,1,061,06,0621,21,21,32,1,0615,4,04,1,06,97,,0.03,1050000,2,,2,75210
538154041,771,53815,77,182,1,1,061,06,0621,21,21,32,1,0615,4,04,1,06,99,,0.03,1050000,,,2,75210
538065021,771,53806,77,182,1,1,061,06,0607,07,07,31,2,0613,5,02,1,06,97,,0.03,1000000,1,0.03,2,223975
538065021,771,53806,77,182,1,1,061,06,0607,07,07,31,2,0613,5,02,1,06,99,,0.03,1000000,,0.03,2,223975
538431031,771,53843,77,182,1,1,062,06,0612,12,12,31,2,0612,1,03,1,06,97,,0.03,3000000,2,,2,47075
538431031,771,53843,77,182,1,1,062,06,0612,12,12,31,2,0612,1,03,1,06,99,,0.03,3000000,,,2,47075
538406021,771,53840,77,182,1,1,061,06,0614,14,14,31,2,0614,6,02,1,06,01,01,0.6,1200000,2,,2,614900
538406021,771,53840,77,182,1,1,061,06,0614,14,14,31,2,0614,6,02,1,06,99,,0.6,1200000,,,2,614900
538464021,771,53846,77,182,1,1,061,06,0614,14,14,32,2,0614,4,02,1,06,97,,0.03,2500000,2,,2,83875
538464021,771,53846,77,182,1,1,061,06,0614,14,14,32,2,0614,4,02,1,06,99,,0.03,2500000,,,2,83875
538836011,771,53883,77,182,1,1,062,06,0616,16,16,31,2,0614,6,01,1,06,01,09,0.06,1700000,1,0.06,2,1011375
538836011,771,53883,77,182,1,1,062,06,0616,16,16,31,2,0614,6,01,1,06,99,,0.06,1700000,,0.06,2,1011375
538851011,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,1,01,1,06,01,09,0.02,1500000,2,,2,183600
538851011,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,1,01,1,06,99,,0.02,1500000,,,2,183600
538851021,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,1,02,1,06,01,09,0.02,2000000,2,,2,183600
538851021,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,1,02,1,06,99,,0.02,2000000,,,2,183600
538855011,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,5,01,1,06,01,09,0.03,1000000,2,,2,102000
538855011,771,53885,77,182,1,1,062,06,0616,16,16,32,2,0614,5,01,1,06,99,,0.03,1000000,,,2,102000
538893021,771,53889,77,182,1,1,062,06,0617,17,17,21,2,0614,3,02,1,06,97,,0.01,1000000,,,2,2956
538893021,771,53889,77,182,1,1,062,06,0617,17,17,21,2,0614,3,02,1,06,99,,0.01,1000000,,,2,2956
557313011,771,55731,77,182,1,1,085,08,0814,14,14,11,1,0810,3,01,1,06,01,09,0.02,1500000,1,0.02,2,3750
557313011,771,55731,77,182,1,1,085,08,0814,14,14,11,1,0810,3,01,1,06,99,,0.02,1500000,,0.02,2,3750
557583011,771,55758,77,182,1,1,081,08,0816,16,16,11,1,0811,3,01,1,06,01,09,0.02,250000,1,0.02,2,8900
557583011,771,55758,77,182,1,1,081,08,0816,16,16,11,1,0811,3,01,1,06,99,,0.02,250000,,0.02,2,8900
557953021,771,55795,77,182,1,1,081,08,0818,18,18,21,1,0811,3,02,1,06,01,09,0.03,250000,2,,2,7650
557953021,771,55795,77,182,1,1,081,08,0818,18,18,21,1,0811,3,02,1,06,99,,0.03,250000,,,2,7650
557226011,771,55722,77,182,1,1,082,08,0821,21,21,21,1,0810,6,01,1,06,01,09,0.02,150000,2,,2,120000
557226011,771,55722,77,182,1,1,082,08,0821,21,21,21,1,0810,6,01,1,06,99,,0.02,150000,,,2,120000
557152011,771,55715,77,182,1,1,082,08,0824,24,24,33,1,0810,2,01,1,06,01,09,0.05,450000,2,,2,22900
557152011,771,55715,77,182,1,1,082,08,0824,24,24,33,1,0810,2,01,1,06,99,,0.05,450000,,,2,22900
557121061,771,55712,77,182,1,1,083,08,0825,25,25,21,1,0812,1,06,1,06,97,,0.4,955000,2,,2,127342
557121061,771,55712,77,182,1,1,083,08,0825,25,25,21,1,0812,1,06,1,06,99,,0.4,955000,,,2,127342
557621011,771,55762,77,182,1,1,083,08,0832,32,32,31,1,0812,1,01,1,06,97,,0.01,600000,2,,2,143550
557621011,771,55762,77,182,1,1,083,08,0832,32,32,31,1,0812,1,01,1,06,99,,0.01,600000,,,2,143550
557641011,771,55764,77,182,1,1,084,08,0833,33,33,31,1,0812,1,01,1,06,97,,0.02,450000,1,0.02,2,1092500
557641011,771,55764,77,182,1,1,084,08,0833,33,33,31,1,0812,1,01,1,06,99,,0.02,450000,,0.02,2,1092500
557642011,771,55764,77,182,1,1,084,08,0833,33,33,31,1,0812,2,01,1,06,01,03,0.02,500000,2,,2,327750
557642011,771,55764,77,182,1,1,084,08,0833,33,33,31,1,0812,2,01,1,06,99,,0.02,500000,,,2,327750
557451021,771,55745,77,182,1,1,085,08,0801,01,01,32,1,0822,1,02,1,06,97,,0.02,1800000,2,,2,118500
557451021,771,55745,77,182,1,1,085,08,0801,01,01,32,1,0822,1,02,1,06,99,,0.02,1800000,,,2,118500
557853021,771,55785,77,182,1,1,081,08,0803,03,03,31,1,0822,3,02,1,06,97,,0.02,1000000,2,,2,374000
557853021,771,55785,77,182,1,1,081,08,0803,03,03,31,1,0822,3,02,1,06,99,,0.02,1000000,,,2,374000
559342011,771,55934,77,182,1,1,082,08,0806,06,06,35,1,0821,2,01,1,06,97,,0,600000,2,,2,74025
559342011,771,55934,77,182,1,1,082,08,0806,06,06,35,1,0821,2,01,1,06,99,,0,600000,,,2,74025
559346021,771,55934,77,182,1,1,082,08,0806,06,06,35,1,0821,6,02,1,06,97,,0.04,800000,2,,2,539325
559346021,771,55934,77,182,1,1,082,08,0806,06,06,35,1,0821,6,02,1,06,99,,0.04,800000,,,2,539325
559283011,771,55928,77,182,1,1,085,08,0813,13,13,32,1,0820,3,01,1,06,97,,0,150000,2,,2,450300
559283011,771,55928,77,182,1,1,085,08,0813,13,13,32,1,0820,3,01,1,06,99,,0,150000,,,2,450300
559011031,771,55901,77,182,1,1,084,08,0831,31,31,21,1,0823,1,03,1,06,97,,0.03,300000,2,,2,104533
559011031,771,55901,77,182,1,1,084,08,0831,31,31,21,1,0823,1,03,1,06,99,,0.03,300000,,,2,104533
559003011,771,55900,77,182,1,1,084,08,0831,31,31,11,1,0823,3,01,1,06,97,,0.02,500000,1,0.02,2,11200
559003011,771,55900,77,182,1,1,084,08,0831,31,31,11,1,0823,3,01,1,06,99,,0.02,500000,,0.02,2,11200
559003021,771,55900,77,182,1,1,084,08,0831,31,31,11,1,0823,3,02,1,06,97,,0.05,2500000,2,,2,11200
559003021,771,55900,77,182,1,1,084,08,0831,31,31,11,1,0823,3,02,1,06,99,,0.05,2500000,,,2,11200
559632021,771,55963,77,182,1,1,085,08,0814,14,14,31,2,0810,2,02,1,06,97,,0.03,70524,2,,2,277500
559632021,771,55963,77,182,1,1,085,08,0814,14,14,31,2,0810,2,02,1,06,99,,0.03,70524,,,2,277500
559426011,771,55942,77,182,1,1,081,08,0815,15,15,35,2,0811,6,01,1,06,97,,0.02,3000000,2,,2,552500
559426011,771,55942,77,182,1,1,081,08,0815,15,15,35,2,0811,6,01,1,06,99,,0.02,3000000,,,2,552500
559852011,771,55985,77,182,1,1,081,08,0817,17,17,36,2,0811,2,01,1,06,97,,0.03,500000,2,,2,128250
559852011,771,55985,77,182,1,1,081,08,0817,17,17,36,2,0811,2,01,1,06,99,,0.03,500000,,,2,128250
552793011,771,55279,77,182,1,1,083,08,0825,25,25,11,2,0812,3,01,1,06,97,,0.02,2200750,2,,2,5700
552793011,771,55279,77,182,1,1,083,08,0825,25,25,11,2,0812,3,01,1,06,99,,0.02,2200750,,,2,5700
552761011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,1,01,1,06,98,10,0.02,34650,2,,2,6600
552761011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,1,01,1,06,99,,0.02,34650,,,2,6600
552762011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,2,01,1,06,98,10,0.02,35000,2,,2,6600
552762011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,2,01,1,06,99,,0.02,35000,,,2,6600
552763011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,3,01,1,06,98,10,0.02,35650,2,,2,6600
552763011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,3,01,1,06,99,,0.02,35650,,,2,6600
552763021,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,3,02,1,06,98,10,0.01,35000,2,,2,6600
552763021,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,3,02,1,06,99,,0.01,35000,,,2,6600
552764011,771,55276,77,182,1,1,083,08,0826,26,26,21,2,0812,4,01,1,06,98,10,0.01,34500,2,,2,8800
