HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b5pt2q1,b5pt2q3,b5pt2q4,b5pt2q5,b5pt2q6,b5pt2q7,NSC,MLT
777771021,771,77777,77,182,1,2,121,12,1206,06,06,01,2,ARN,1,02,1,06,99,,0.08,200000,,,2,3550
777772021,771,77777,77,182,1,2,121,12,1206,06,06,01,2,ARN,2,02,1,06,97,,0.08,200000,2,,2,7100
777772021,771,77777,77,182,1,2,121,12,1206,06,06,01,2,ARN,2,02,1,06,99,,0.08,200000,,,2,7100
777775011,771,77777,77,182,1,2,121,12,1206,06,06,01,2,ARN,5,01,1,06,97,,0.07,200000,2,,2,12425
777775011,771,77777,77,182,1,2,121,12,1206,06,06,01,2,ARN,5,01,1,06,99,,0.07,200000,,,2,12425
777722011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,2,01,1,06,01,09,0.03,130000,2,,2,750
777722011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,2,01,1,06,99,,0.03,130000,,,2,750
777722021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,2,02,1,06,01,09,0.03,150000,2,,2,750
777722021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,2,02,1,06,99,,0.03,150000,,,2,750
777723011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,01,1,06,01,09,0.25,1000000,2,,2,1500
777723011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,01,1,06,99,,0.25,1000000,,,2,1500
777723021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,02,1,06,01,09,0.25,1000000,2,,2,1500
777723021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,02,1,06,99,,0.25,1000000,,,2,1500
777723031,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,03,1,06,01,09,0.06,140000,2,,2,1500
777723031,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,03,1,06,99,,0.06,140000,,,2,1500
777723041,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,04,1,06,01,09,0.1,200000,2,,2,1500
777723041,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,3,04,1,06,99,,0.1,200000,,,2,1500
777725011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,5,01,1,06,01,09,0.02,100000,2,,2,750
777725011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,5,01,1,06,99,,0.02,100000,,,2,750
777725021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,5,02,1,06,01,09,0.06,120000,2,,2,750
777725021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,5,02,1,06,99,,0.06,120000,,,2,750
777726011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,01,1,06,01,09,0.06,100000,,,2,20063
777726011,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,01,1,06,99,,0.06,100000,,,2,20063
777726021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,02,1,06,01,09,0.06,100000,2,,2,20063
777726021,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,02,1,06,99,,0.06,100000,,,2,20063
777726031,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,03,1,06,01,09,0.26,1000000,2,,2,20063
777726031,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,03,1,06,99,,0.26,1000000,,,2,20063
777726041,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,04,1,06,01,09,0.06,150000,2,,2,20063
777726041,771,77772,77,182,1,2,121,12,1208,08,08,01,2,ARN,6,04,1,06,99,,0.06,150000,,,2,20063
777711011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,1,01,1,06,01,09,0.02,50000,2,,2,1550
777711011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,1,01,1,06,99,,0.02,50000,,,2,1550
777711021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,1,02,1,06,01,09,0.05,150000,,,2,1550
777711021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,1,02,1,06,99,,0.05,150000,,,2,1550
777712011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,2,01,1,06,01,09,0.02,5000,,,2,3100
777712011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,2,01,1,06,99,,0.02,5000,,,2,3100
777713011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,3,01,1,06,97,,0.05,200000,,,2,12400
777713011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,3,01,1,06,99,,0.05,200000,,,2,12400
777713021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,3,02,1,06,97,,0.05,200000,2,,2,12400
777713021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,3,02,1,06,99,,0.05,200000,,,2,12400
777714011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,4,01,1,06,97,,0.1,200000,2,,2,6200
777714011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,4,01,1,06,99,,0.1,200000,,,2,6200
777714021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,4,02,1,06,97,,0.03,125000,2,,2,6200
777714021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,4,02,1,06,99,,0.03,125000,,,2,6200
777715011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,5,01,1,06,01,09,0.05,200000,2,,2,5425
777715011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,5,01,1,06,99,,0.05,200000,,,2,5425
777715021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,5,02,1,06,97,,0.1,300000,2,,2,5425
777715021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,5,02,1,06,99,,0.1,300000,,,2,5425
777716011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,6,01,1,06,97,,0.1,300000,2,,2,55025
777716011,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,6,01,1,06,99,,0.1,300000,,,2,55025
777716021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,6,02,1,06,01,09,0.07,200000,,,2,55025
777716021,771,77771,77,182,1,2,121,12,1209,09,09,01,2,ARN,6,02,1,06,99,,0.07,200000,,,2,55025
777701011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,1,01,1,06,98,10,0.02,130000,2,,2,1750
777701011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,1,01,1,06,99,,0.02,130000,,,2,1750
777701021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,1,02,1,06,98,10,0.04,1000000,1,0.01,2,1750
777701021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,1,02,1,06,99,,0.04,1000000,,0.01,2,1750
777703011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,01,1,06,98,10,0.02,130000,2,,2,3500
777703011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,01,1,06,99,,0.02,130000,,,2,3500
777703021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,02,1,06,98,10,0.02,70000,2,,2,3500
777703021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,02,1,06,99,,0.02,70000,,,2,3500
777703031,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,03,1,06,98,10,0.04,100000,1,0.04,2,3500
777703031,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,03,1,06,99,,0.04,100000,,0.04,2,3500
777703041,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,04,1,06,98,10,0.04,200000,2,,2,3500
777703041,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,3,04,1,06,99,,0.04,200000,,,2,3500
777704011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,4,01,1,06,98,10,0.02,120000,2,,2,4375
777704011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,4,01,1,06,99,,0.02,120000,,,2,4375
777704021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,4,02,1,06,98,10,0.02,130000,2,,2,4375
777704021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,4,02,1,06,99,,0.02,130000,,,2,4375
777705011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,5,01,1,06,98,10,0.02,95000,2,,2,7000
777705011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,5,01,1,06,99,,0.02,95000,,,2,7000
777705021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,5,02,1,06,98,10,0.02,150000,2,,2,7000
777705021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,5,02,1,06,99,,0.02,150000,,,2,7000
777706011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,6,01,1,06,98,10,0.03,230000,2,,2,55125
777706011,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,6,01,1,06,99,,0.03,230000,,,2,55125
777706021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,6,02,1,06,98,10,0.02,130000,2,,2,55125
777706021,771,77770,77,182,1,2,121,12,1210,10,10,01,2,ARN,6,02,1,06,99,,0.02,130000,,,2,55125
777761021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,1,02,1,06,01,09,4,3000000,2,,2,7200
777761021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,1,02,1,06,98,10,0.1,700000,2,,2,7200
777761021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,1,02,1,06,99,,4.1,3700000,,,2,7200
777762011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,2,01,1,06,01,01,0.5,200000,2,,2,4950
777762011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,2,01,1,06,98,10,0.3,200000,2,,2,4950
777762011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,2,01,1,06,99,,0.8,400000,,,2,4950
777763011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,01,1,06,01,01,3,500000,2,,2,44550
777763011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,01,1,06,98,10,0.4,200000,2,,2,44550
777763011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,01,1,06,99,,3.4,700000,,,2,44550
777763021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,02,1,06,01,09,0.3,200000,1,0.3,2,44550
777763021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,02,1,06,98,10,0.1,50000,1,0.1,2,44550
777763021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,3,02,1,06,99,,0.4,250000,,0.4,2,44550
777764011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,4,01,1,06,01,09,0.3,200000,,,2,900
777764011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,4,01,1,06,98,10,0.1,50000,,,2,900
777764011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,4,01,1,06,99,,0.4,250000,,,2,900
777766011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,01,1,06,01,09,0.3,100000,,,2,2160
777766011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,01,1,06,98,10,0.1,50000,,,2,2160
777766011,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,01,1,06,99,,0.4,150000,,,2,2160
777766021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,02,1,06,01,01,1,200000,,,2,2160
777766021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,02,1,06,98,10,0.3,200000,,,2,2160
777766021,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,02,1,06,99,,1.3,400000,,,2,2160
777766041,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,04,1,06,01,01,4,600000,,,2,2160
777766041,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,04,1,06,98,10,0.4,300000,,,2,2160
777766041,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,04,1,06,99,,4.4,900000,,,2,2160
777766051,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,05,1,06,01,09,0.3,100000,1,0.3,2,2160
777766051,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,05,1,06,98,10,0.1,50000,1,0.1,2,2160
777766051,771,77776,77,182,1,2,121,12,1211,11,11,01,2,ARN,6,05,1,06,99,,0.4,150000,,0.4,2,2160
777741011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,01,1,06,01,02,7,1500000,2,,2,2800
777741011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,01,1,06,98,10,2,50000,2,,2,2800
777741011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,01,1,06,99,,9,1550000,,,2,2800
777741021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,02,1,06,01,02,5,120000,2,,2,2800
777741021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,02,1,06,98,10,2,60000,2,,2,2800
777741021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,1,02,1,06,99,,7,180000,,,2,2800
777742011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,01,1,06,01,01,2,600000,2,,2,1400
777742011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,01,1,06,98,10,2,50000,2,,2,1400
777742011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,01,1,06,99,,4,650000,,,2,1400
777742021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,02,1,06,01,02,6,1200000,1,6,2,1400
777742021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,02,1,06,98,10,6,40000,2,,2,1400
777742021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,2,02,1,06,99,,12,1240000,,6,2,1400
777743011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,01,1,06,01,02,10,2000000,2,,2,2100
777743011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,01,1,06,98,10,5,2000000,1,0.2,2,2100
777743011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,01,1,06,99,,15,4000000,,0.2,2,2100
777743021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,02,1,06,01,01,8,900000,2,,2,2100
777743021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,02,1,06,98,10,5,40000,2,,2,2100
777743021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,3,02,1,06,99,,13,940000,,,2,2100
777744011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,01,1,06,01,02,4,700000,2,,2,3850
777744011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,01,1,06,98,10,4,5000000,2,,2,3850
777744011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,01,1,06,99,,8,5700000,,,2,3850
777744021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,02,1,06,01,09,0.2,200000,2,,2,3850
777744021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,02,1,06,98,10,0.2,20000,2,,2,3850
777744021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,4,02,1,06,99,,0.4,220000,,,2,3850
777745011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,01,1,06,01,02,6,1100000,2,,2,1050
777745011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,01,1,06,98,10,6,600000,2,,2,1050
777745011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,01,1,06,99,,12,1700000,,,2,1050
777745021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,02,1,06,01,09,1,500000,1,1,2,1050
777745021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,02,1,06,98,10,1,200000,2,,2,1050
777745021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,5,02,1,06,99,,2,700000,,1,2,1050
777746011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,01,1,06,01,01,4,900000,2,,2,24500
777746011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,01,1,06,98,10,4,20000,2,,2,24500
777746011,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,01,1,06,99,,8,920000,,,2,24500
777746021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,02,1,06,01,02,10,1500000,2,,2,24500
777746021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,02,1,06,02,01,2,200000,2,,2,24500
777746021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,02,1,06,98,10,5,40000,2,,2,24500
777746021,771,77774,77,182,1,2,121,12,1212,12,12,01,2,ARN,6,02,1,06,99,,17,1740000,,,2,24500
777783011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,01,1,06,01,09,1,300000,2,,2,350
777783011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,01,1,06,98,10,0.4,200000,2,,2,350
777783011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,01,1,06,99,,1.4,500000,,,2,350
777783021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,02,1,06,01,09,2,400000,2,,2,350
777783021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,02,1,06,98,10,0.5,400000,2,,2,350
777783021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,02,1,06,99,,2.5,800000,,,2,350
777783031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,03,1,06,01,09,2,300000,2,,2,350
777783031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,03,1,06,98,10,0.6,200000,2,,2,350
777783031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,03,1,06,99,,2.6,500000,,,2,350
777783041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,04,1,06,01,09,2,350000,1,2,2,350
777783041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,04,1,06,98,10,1,150000,1,1,2,350
777783041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,04,1,06,99,,3,500000,,3,2,350
777783051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,05,1,06,01,09,1,450000,,,2,350
777783051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,05,1,06,98,10,0.4,450000,,,2,350
777783051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,05,1,06,99,,1.4,900000,,,2,350
777783061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,06,1,06,01,09,2,550000,2,,2,350
777783061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,06,1,06,98,10,0.5,300000,2,,2,350
777783061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,3,06,1,06,99,,2.5,850000,,,2,350
777786011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,01,1,06,01,09,2,500000,2,,2,5050
777786011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,01,1,06,98,10,1,450000,2,,2,5050
777786011,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,01,1,06,99,,3,950000,,,2,5050
777786021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,02,1,06,01,09,1,400000,2,,2,5050
777786021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,02,1,06,98,10,0.4,200000,2,,2,5050
777786021,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,02,1,06,99,,1.4,600000,,,2,5050
777786031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,03,1,06,01,09,0.9,500000,2,,2,5050
777786031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,03,1,06,98,10,0.3,200000,2,,2,5050
777786031,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,03,1,06,99,,1.2,700000,,,2,5050
777786041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,04,1,06,01,09,1,400000,2,,2,5050
777786041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,04,1,06,98,10,0.5,350000,2,,2,5050
777786041,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,04,1,06,99,,1.5,750000,,,2,5050
777786051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,05,1,06,01,09,1,350000,,,2,5050
777786051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,05,1,06,98,10,0.2,200000,,,2,5050
777786051,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,05,1,06,99,,1.2,550000,,,2,5050
777786061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,06,1,06,01,09,2,600000,2,,2,5050
777786061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,06,1,06,98,10,0.5,250000,2,,2,5050
777786061,771,77778,77,182,1,2,121,12,1213,13,13,01,2,ARN,6,06,1,06,99,,2.5,850000,,,2,5050
777953011,771,77795,77,182,1,2,121,12,1215,15,15,01,2,ARN,3,01,1,06,01,09,0.8,1000000,2,,2,7500
777953011,771,77795,77,182,1,2,121,12,1215,15,15,01,2,ARN,3,01,1,06,98,10,0.8,1000000,2,,2,7500
777953011,771,77795,77,182,1,2,121,12,1215,15,15,01,2,ARN,3,01,1,06,99,,1.6,2000000,,,2,7500
777971011,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,1,01,1,06,97,,0.05,202340,,,2,250
777971011,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,1,01,1,06,99,,0.05,202340,,,2,250
777971021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,1,02,1,06,97,,0.03,250000,2,,2,250
777971021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,1,02,1,06,99,,0.03,250000,,,2,250
777973021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,3,02,1,06,97,,0.04,200000,,,2,1750
777973021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,3,02,1,06,99,,0.04,200000,,,2,1750
777974021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,4,02,1,06,97,,0.05,200000,,,2,250
777974021,771,77797,77,182,1,2,121,12,1216,16,16,01,2,ARN,4,02,1,06,99,,0.05,200000,,,2,250
779353011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,3,01,1,06,98,10,0.02,210000,2,,2,12880
779353011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,3,01,1,06,99,,0.02,210000,,,2,12880
779354011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,4,01,1,06,01,09,0.4,200000,2,,2,21000
779354011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,4,01,1,06,98,10,0.03,260000,2,,2,21000
779354011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,4,01,1,06,99,,0.43,460000,,,2,21000
779355011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,5,01,1,06,98,10,0.02,130000,2,,2,19600
779355011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,5,01,1,06,99,,0.02,130000,,,2,19600
779356011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,6,01,1,06,98,10,0.02,315000,2,,2,197400
779356011,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,6,01,1,06,99,,0.02,315000,,,2,197400
779356021,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,6,02,1,06,98,10,0.07,350000,2,,2,197400
779356021,771,77935,77,182,1,2,131,13,1301,01,01,01,1,1310,6,02,1,06,99,,0.07,350000,,,2,197400
779371011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,01,1,06,98,10,0.05,160000,2,,2,5650
779371011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,01,1,06,99,,0.05,160000,,,2,5650
779371021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,02,1,06,98,10,0.06,180000,2,,2,5650
779371021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,02,1,06,99,,0.06,180000,,,2,5650
779371031,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,03,1,06,98,10,0.18,580000,2,,2,5650
779371031,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,03,1,06,99,,0.18,580000,,,2,5650
779371041,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,04,1,06,98,10,0.15,340000,2,,2,5650
779371041,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,1,04,1,06,99,,0.15,340000,,,2,5650
779373021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,3,02,1,06,98,10,0.09,215000,2,,2,293800
779373021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,3,02,1,06,99,,0.09,215000,,,2,293800
779375011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,5,01,1,06,98,10,0.1,115000,2,,2,19775
779375011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,5,01,1,06,99,,0.1,115000,,,2,19775
779376011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,6,01,1,06,98,10,0.04,250000,2,,2,129950
779376011,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,6,01,1,06,99,,0.04,250000,,,2,129950
779376021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,6,02,1,06,98,10,0.1,250000,2,,2,129950
779376021,771,77937,77,182,1,2,131,13,1302,02,02,01,1,1310,6,02,1,06,99,,0.1,250000,,,2,129950
779393011,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,01,1,06,98,10,0.07,300000,2,,2,5375
779393011,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,01,1,06,99,,0.07,300000,,,2,5375
779393041,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,04,1,06,98,10,0.09,200000,2,,2,5375
779393041,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,04,1,06,99,,0.09,200000,,,2,5375
779393051,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,05,1,06,01,09,1.47,400000,2,,2,5375
779393051,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,05,1,06,98,10,0.03,250000,2,,2,5375
779393051,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,05,1,06,99,,1.5,650000,,,2,5375
779393061,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,06,1,06,01,01,2,150000,2,,2,5375
779393061,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,06,1,06,02,09,6,500000,2,,2,5375
779393061,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,06,1,06,98,10,0.04,350000,2,,2,5375
779393061,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,3,06,1,06,99,,8.04,1000000,,,2,5375
779394021,771,77939,77,182,1,2,131,13,1303,03,03,01,1,1310,4,02,1,06,98,10,0.04,600000,2,,2,7525
