HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b11bq1,b11bq3,b11bq4,b11bq5,b11bq6,NSC,MLT
546864021,771,54686,77,182,1,1,334,33,3331,31,31,32,2,3310,4,02,1,13,4,500,300,,200,2,197200
546864021,771,54686,77,182,1,1,334,33,3331,31,31,32,2,3310,4,02,1,13,5,500,300,,200,2,197200
546841011,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,1,01,1,13,4,200,,,200,2,351850
546841011,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,1,01,1,13,5,200,,,200,2,351850
546841021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,1,02,1,13,4,500,,,500,2,351850
546841021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,1,02,1,13,5,500,,,500,2,351850
546843011,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,3,01,1,13,4,500,,,500,2,442650
546843011,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,3,01,1,13,5,500,,,500,2,442650
546843021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,3,02,1,13,4,1000,,,1000,2,442650
546843021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,3,02,1,13,5,1000,,,1000,2,442650
546844021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,4,02,1,13,4,200,,,200,2,238350
546844021,771,54684,77,182,1,1,334,33,3331,31,31,31,2,3310,4,02,1,13,5,200,,,200,2,238350
546881021,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,1,02,1,13,4,1200,500,,700,2,37500
546881021,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,1,02,1,13,5,1200,500,,700,2,37500
546881031,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,1,03,1,13,4,1500,250,,1250,2,37500
546881031,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,1,03,1,13,5,1500,250,,1250,2,37500
546883011,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,3,01,1,13,4,5600,2200,,3400,2,84375
546883011,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,3,01,1,13,5,5600,2200,,3400,2,84375
546884021,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,4,02,1,13,4,1200,,,1200,2,81250
546884021,771,54688,77,182,1,1,334,33,3332,32,32,34,2,3310,4,02,1,13,5,1200,,,1200,2,81250
544351011,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,1,01,1,13,4,1000,500,,500,2,201300
544351011,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,1,01,1,13,5,1000,500,,500,2,201300
544351021,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,1,02,1,13,4,200,,,200,2,201300
544351021,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,1,02,1,13,5,200,,,200,2,201300
544354021,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,4,02,1,13,4,1000,500,,500,2,79300
544354021,771,54435,77,182,1,1,334,33,3332,32,32,32,2,3310,4,02,1,13,5,1000,500,,500,2,79300
544371011,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,1,01,1,13,4,500,,,500,2,127575
544371011,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,1,01,1,13,5,500,,,500,2,127575
544371021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,1,02,1,13,4,500,,,500,2,127575
544371021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,1,02,1,13,5,500,,,500,2,127575
544374011,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,4,01,1,13,4,200,,,200,2,85050
544374011,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,4,01,1,13,5,200,,,200,2,85050
544374021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,4,02,1,13,4,500,,,500,2,85050
544374021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,4,02,1,13,5,500,,,500,2,85050
544375021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,5,02,1,13,4,200,,,200,2,217350
544375021,771,54437,77,182,1,1,334,33,3332,32,32,33,2,3310,5,02,1,13,5,200,,,200,2,217350
544471041,771,54447,77,182,1,1,333,33,3324,24,24,21,2,3333,1,04,1,13,4,200,,,200,2,4880
544471041,771,54447,77,182,1,1,333,33,3324,24,24,21,2,3333,1,04,1,13,5,200,,,200,2,4880
544474031,771,54447,77,182,1,1,333,33,3324,24,24,21,2,3333,4,03,1,13,4,500,,,500,2,20588
544474031,771,54447,77,182,1,1,333,33,3324,24,24,21,2,3333,4,03,1,13,5,500,,,500,2,20588
585571021,771,58557,77,182,1,1,351,35,3502,02,02,31,2,3510,1,02,1,13,1,200000,6000,0,194000,2,9100
585571021,771,58557,77,182,1,1,351,35,3502,02,02,31,2,3510,1,02,1,13,5,200000,6000,0,194000,2,9100
733391021,771,73339,77,182,1,2,011,01,0107,07,07,01,1,0110,1,02,1,13,2,50000,,,50000,2,44800
733391021,771,73339,77,182,1,2,011,01,0107,07,07,01,1,0110,1,02,1,13,5,50000,,,50000,2,44800
733341011,771,73334,77,182,1,2,012,01,0120,20,20,01,1,0111,1,01,1,13,1,58750,1503,0,57247,2,35700
733341011,771,73334,77,182,1,2,012,01,0120,20,20,01,1,0111,1,01,1,13,5,58750,1503,0,57247,2,35700
733971041,771,73397,77,182,1,2,011,01,0107,07,07,01,2,0110,1,04,1,13,1,80000,100000,110000,90000,2,44800
733971041,771,73397,77,182,1,2,011,01,0107,07,07,01,2,0110,1,04,1,13,2,15000,6500,21500,30000,2,44800
733971041,771,73397,77,182,1,2,011,01,0107,07,07,01,2,0110,1,04,1,13,5,95000,106500,131500,120000,2,44800
733911021,771,73391,77,182,1,2,012,01,0118,18,18,01,2,0111,1,02,1,13,1,100000,45000,0,55000,2,20300
733911021,771,73391,77,182,1,2,012,01,0118,18,18,01,2,0111,1,02,1,13,5,100000,45000,0,55000,2,20300
733901021,771,73390,77,182,1,2,012,01,0119,19,19,01,2,0111,1,02,1,13,1,4000,4000,0,0,2,137400
733901021,771,73390,77,182,1,2,012,01,0119,19,19,01,2,0111,1,02,1,13,5,4000,4000,0,0,2,137400
737361021,771,73736,77,182,1,2,022,02,0208,08,08,01,1,0211,1,02,1,13,2,40000,0,0,40000,2,8983
737361021,771,73736,77,182,1,2,022,02,0208,08,08,01,1,0211,1,02,1,13,5,40000,0,0,40000,2,8983
737363021,771,73736,77,182,1,2,022,02,0208,08,08,01,1,0211,3,02,1,13,1,250000,0,0,250000,2,44100
737363021,771,73736,77,182,1,2,022,02,0208,08,08,01,1,0211,3,02,1,13,2,250000,0,0,250000,2,44100
737363021,771,73736,77,182,1,2,022,02,0208,08,08,01,1,0211,3,02,1,13,5,500000,0,0,500000,2,44100
737384021,771,73738,77,182,1,2,022,02,0209,09,09,01,1,0210,4,02,1,13,2,30000,0,0,30000,2,44888
737384021,771,73738,77,182,1,2,022,02,0209,09,09,01,1,0210,4,02,1,13,5,30000,0,0,30000,2,44888
737531011,771,73753,77,182,1,2,022,02,0210,10,10,01,1,0210,1,01,1,13,2,450000,,,450000,2,48100
737531011,771,73753,77,182,1,2,022,02,0210,10,10,01,1,0210,1,01,1,13,5,450000,,,450000,2,48100
737551011,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,01,1,13,1,500000,,,500000,2,8925
737551011,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,01,1,13,5,500000,,,500000,2,8925
737551021,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,02,1,13,1,187623,19923,,167700,2,8925
737551021,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,02,1,13,5,187623,19923,,167700,2,8925
737551041,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,04,1,13,1,99367,14000,100000,185367,2,8925
737551041,771,73755,77,182,1,2,022,02,0211,11,11,03,1,0210,1,04,1,13,5,99367,14000,100000,185367,2,8925
737571011,771,73757,77,182,1,2,022,02,0211,11,11,02,1,0210,1,01,1,13,1,48000,7000,2707,43707,2,9500
737571011,771,73757,77,182,1,2,022,02,0211,11,11,02,1,0210,1,01,1,13,5,48000,7000,2707,43707,2,9500
737541011,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,01,1,13,4,80,,,80,2,9000
737541011,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,01,1,13,5,80,,,80,2,9000
737541021,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,02,1,13,4,1000,,,1000,2,9000
737541021,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,02,1,13,5,1000,,,1000,2,9000
737541031,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,03,1,13,4,2500,,,2500,2,9000
737541031,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,1,03,1,13,5,2500,,,2500,2,9000
737544041,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,4,04,1,13,4,20000,,,20000,2,5400
737544041,771,73754,77,182,1,2,021,02,0206,06,06,01,2,0211,4,04,1,13,5,20000,,,20000,2,5400
737731021,771,73773,77,182,1,2,022,02,0208,08,08,01,2,0211,1,02,1,13,4,1500,0,0,1500,2,4288
737731021,771,73773,77,182,1,2,022,02,0208,08,08,01,2,0211,1,02,1,13,5,1500,0,0,1500,2,4288
737773031,771,73777,77,182,1,2,022,02,0209,09,09,01,2,0210,3,03,1,13,1,40000,0,0,40000,2,44100
737773031,771,73777,77,182,1,2,022,02,0209,09,09,01,2,0210,3,03,1,13,2,150000,0,0,150000,2,44100
737773031,771,73777,77,182,1,2,022,02,0209,09,09,01,2,0210,3,03,1,13,5,190000,0,0,190000,2,44100
737706011,771,73770,77,182,1,2,022,02,0211,11,11,02,2,0210,6,01,1,13,1,500000,,,500000,2,186200
737706011,771,73770,77,182,1,2,022,02,0211,11,11,02,2,0210,6,01,1,13,5,500000,,,500000,2,186200
739964021,771,73996,77,182,1,2,032,03,0310,10,10,01,1,0322,4,02,1,13,1,33600,0,0,33600,2,18100
739964021,771,73996,77,182,1,2,032,03,0310,10,10,01,1,0322,4,02,1,13,5,33600,0,0,33600,2,18100
739243021,771,73924,77,182,1,2,031,03,0318,18,18,03,1,0320,3,02,1,13,1,7500000,300000,0,7200000,2,592500
739243021,771,73924,77,182,1,2,031,03,0318,18,18,03,1,0320,3,02,1,13,2,250000,0,0,250000,2,592500
739243021,771,73924,77,182,1,2,031,03,0318,18,18,03,1,0320,3,02,1,13,5,7750000,300000,0,7450000,2,592500
739156021,771,73915,77,182,1,2,032,03,0319,19,19,02,1,0321,6,02,1,13,1,100000,6000,,94000,2,385900
739156021,771,73915,77,182,1,2,032,03,0319,19,19,02,1,0321,6,02,1,13,5,100000,6000,,94000,2,385900
739096021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,02,1,13,1,200000,70000,60000,190000,2,772800
739096021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,02,1,13,2,300000,80000,100000,320000,2,772800
739096021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,02,1,13,5,500000,150000,160000,510000,2,772800
739021031,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,03,1,13,4,1000,,,1000,2,15533
739021031,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,03,1,13,5,1000,,,1000,2,15533
739004011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,01,1,13,4,1000,,,1000,2,13771
739004011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,01,1,13,5,1000,,,1000,2,13771
739004021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,02,1,13,4,1000,,,1000,2,13771
739004021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,02,1,13,5,1000,,,1000,2,13771
739004061,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,06,1,13,4,500,0,0,500,2,13771
739004061,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,06,1,13,5,500,0,0,500,2,13771
739664011,771,73966,77,182,1,2,032,03,0307,07,07,01,2,0321,4,01,1,13,2,60000,0,0,60000,2,53700
739664011,771,73966,77,182,1,2,032,03,0307,07,07,01,2,0321,4,01,1,13,5,60000,0,0,60000,2,53700
739421031,771,73942,77,182,1,2,032,03,0307,07,23,01,2,0321,1,03,1,13,1,84000,48000,0,36000,2,28100
739421031,771,73942,77,182,1,2,032,03,0307,07,23,01,2,0321,1,03,1,13,5,84000,48000,0,36000,2,28100
739423051,771,73942,77,182,1,2,032,03,0307,07,23,01,2,0321,3,05,1,13,1,72000,24000,0,48000,2,208743
739423051,771,73942,77,182,1,2,032,03,0307,07,23,01,2,0321,3,05,1,13,5,72000,24000,0,48000,2,208743
732313011,771,73231,77,182,1,2,032,03,0319,19,19,03,2,0321,3,01,1,13,2,1000000,750000,800000,1050000,2,9600
732313011,771,73231,77,182,1,2,032,03,0319,19,19,03,2,0321,3,01,1,13,5,1000000,750000,800000,1050000,2,9600
731356021,771,73135,77,182,1,2,041,04,0401,01,01,05,1,0610,6,02,1,13,2,10000,,,10000,2,1295800
731356021,771,73135,77,182,1,2,041,04,0401,01,01,05,1,0610,6,02,1,13,5,10000,,,10000,2,1295800
731391021,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,1,02,1,13,1,50000,0,0,50000,2,92033
731391021,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,1,02,1,13,5,50000,0,0,50000,2,92033
731392011,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,2,01,1,13,1,10000,0,0,10000,2,12550
731392011,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,2,01,1,13,5,10000,0,0,10000,2,12550
731396011,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,6,01,1,13,1,10000,0,0,10000,2,75300
731396011,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,6,01,1,13,5,10000,0,0,10000,2,75300
731396021,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,6,02,1,13,1,15000,0,0,15000,2,75300
731396021,771,73139,77,182,1,2,041,04,0401,01,01,06,1,0610,6,02,1,13,5,15000,0,0,15000,2,75300
730396031,771,73039,77,182,1,2,051,05,0503,03,03,01,1,0510,6,03,1,13,1,60000,,,60000,2,19525
730396031,771,73039,77,182,1,2,051,05,0503,03,03,01,1,0510,6,03,1,13,5,60000,,,60000,2,19525
730341041,771,73034,77,182,1,2,051,05,0507,07,07,01,1,0511,1,04,1,13,1,118457,40000,0,78457,2,5750
730341041,771,73034,77,182,1,2,051,05,0507,07,07,01,1,0511,1,04,1,13,5,118457,40000,0,78457,2,5750
730532021,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,2,02,1,13,1,23925,11910,0,12015,2,5300
730532021,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,2,02,1,13,5,23925,11910,0,12015,2,5300
730533021,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,3,02,1,13,1,125400,64900,,60500,2,106000
730533021,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,3,02,1,13,2,14560,8900,,5660,2,106000
730533021,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,3,02,1,13,5,139960,73800,,66160,2,106000
730533031,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,3,03,1,13,1,84867,11975,,72892,2,106000
730533031,771,73053,77,182,1,2,051,05,0509,09,09,01,1,0511,3,03,1,13,5,84867,11975,,72892,2,106000
730573011,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,3,01,1,13,1,48775,20000,0,28775,2,628425
730573011,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,3,01,1,13,5,48775,20000,0,28775,2,628425
730573021,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,3,02,1,13,1,168575,35000,0,133575,2,628425
730573021,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,3,02,1,13,5,168575,35000,0,133575,2,628425
730576021,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,6,02,1,13,1,17443,8000,0,9443,2,654075
730576021,771,73057,77,182,1,2,051,05,0511,11,11,01,1,0511,6,02,1,13,5,17443,8000,0,9443,2,654075
730596051,771,73059,77,182,1,2,051,05,0512,12,12,01,1,0511,6,05,1,13,1,4132,3000,0,1132,2,285357
730596051,771,73059,77,182,1,2,051,05,0512,12,12,01,1,0511,6,05,1,13,5,4132,3000,0,1132,2,285357
730701011,771,73070,77,182,1,2,051,05,0510,10,10,01,2,0511,1,01,1,13,1,152789,24000,,128789,2,4050
730701011,771,73070,77,182,1,2,051,05,0510,10,10,01,2,0511,1,01,1,13,5,152789,24000,,128789,2,4050
730763011,771,73076,77,182,1,2,051,05,0511,11,11,01,2,0511,3,01,1,13,1,45670,24000,,21670,2,589950
730763011,771,73076,77,182,1,2,051,05,0511,11,11,01,2,0511,3,01,1,13,5,45670,24000,,21670,2,589950
736363011,771,73636,77,182,1,2,061,06,0605,05,05,01,1,0611,3,01,1,13,4,20000,,,20000,2,66825
736363011,771,73636,77,182,1,2,061,06,0605,05,05,01,1,0611,3,01,1,13,5,20000,,,20000,2,66825
736363021,771,73636,77,182,1,2,061,06,0605,05,05,01,1,0611,3,02,1,13,4,50000,,,50000,2,66825
736363021,771,73636,77,182,1,2,061,06,0605,05,05,01,1,0611,3,02,1,13,5,50000,,,50000,2,66825
736581051,771,73658,77,182,1,2,062,06,0612,12,12,02,1,0612,1,05,1,13,1,205000,63000,,142000,2,22860
736581051,771,73658,77,182,1,2,062,06,0612,12,12,02,1,0612,1,05,1,13,5,205000,63000,,142000,2,22860
736711011,771,73671,77,182,1,2,061,06,0615,15,15,01,1,0614,1,01,1,13,1,21600,0,0,21600,2,434000
736711011,771,73671,77,182,1,2,061,06,0615,15,15,01,1,0614,1,01,1,13,5,21600,0,0,21600,2,434000
736971011,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,01,1,13,1,250000,,,250000,2,87375
736971011,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,01,1,13,5,250000,,,250000,2,87375
736971031,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,03,1,13,1,800000,0,0,800000,2,87375
736971031,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,03,1,13,5,800000,0,0,800000,2,87375
736971051,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,05,1,13,1,100000,,,100000,2,87375
736971051,771,73697,77,182,1,2,061,06,0618,18,18,05,1,0615,1,05,1,13,5,100000,,,100000,2,87375
736944051,771,73694,77,182,1,2,061,06,0620,20,22,05,1,0615,4,05,1,13,1,120000,120000,0,0,2,19920
736944051,771,73694,77,182,1,2,061,06,0620,20,22,05,1,0615,4,05,1,13,5,120000,120000,0,0,2,19920
736254021,771,73625,77,182,1,2,061,06,0620,20,20,01,1,0615,4,02,1,13,1,16000,10000,0,6000,2,22825
736254021,771,73625,77,182,1,2,061,06,0620,20,20,01,1,0615,4,02,1,13,5,16000,10000,0,6000,2,22825
736213011,771,73621,77,182,1,2,061,06,0602,02,02,02,2,0611,3,01,1,13,1,1900000,,,1900000,2,412800
736213011,771,73621,77,182,1,2,061,06,0602,02,02,02,2,0611,3,01,1,13,5,1900000,,,1900000,2,412800
738386041,771,73838,77,182,1,2,071,07,0701,01,10,09,1,0710,6,04,1,13,1,42000,36000,0,6000,2,25733
738386041,771,73838,77,182,1,2,071,07,0701,01,10,09,1,0710,6,04,1,13,5,42000,36000,0,6000,2,25733
738533031,771,73853,77,182,1,2,071,07,0701,01,10,07,1,0710,3,03,1,13,1,26000,12000,0,14000,2,176367
738533031,771,73853,77,182,1,2,071,07,0701,01,10,07,1,0710,3,03,1,13,5,26000,12000,0,14000,2,176367
738703011,771,73870,77,182,1,2,071,07,0703,03,10,18,1,0710,3,01,1,13,1,77000,0,15000,92000,2,201600
738703011,771,73870,77,182,1,2,071,07,0703,03,10,18,1,0710,3,01,1,13,5,77000,0,15000,92000,2,201600
738703041,771,73870,77,182,1,2,071,07,0703,03,10,18,1,0710,3,04,1,13,1,32000,0,10000,42000,2,201600
738703041,771,73870,77,182,1,2,071,07,0703,03,10,18,1,0710,3,04,1,13,5,32000,0,10000,42000,2,201600
738761031,771,73876,77,182,1,2,071,07,0703,03,10,17,1,0710,1,03,1,13,1,68000,16000,0,52000,2,26750
738761031,771,73876,77,182,1,2,071,07,0703,03,10,17,1,0710,1,03,1,13,5,68000,16000,0,52000,2,26750
738766021,771,73876,77,182,1,2,071,07,0703,03,10,17,1,0710,6,02,1,13,1,46000,,,46000,2,173340
738766021,771,73876,77,182,1,2,071,07,0703,03,10,17,1,0710,6,02,1,13,5,46000,,,46000,2,173340
738193021,771,73819,77,182,1,2,071,07,0708,08,10,36,1,0710,3,02,1,13,2,1000000,0,0,1000000,2,438750
738193021,771,73819,77,182,1,2,071,07,0708,08,10,36,1,0710,3,02,1,13,5,1000000,0,0,1000000,2,438750
738041021,771,73804,77,182,1,2,071,07,0709,09,10,45,1,0710,1,02,1,13,2,60000,0,0,60000,2,143450
738041021,771,73804,77,182,1,2,071,07,0709,09,10,45,1,0710,1,02,1,13,5,60000,0,0,60000,2,143450
738044011,771,73804,77,182,1,2,071,07,0709,09,10,45,1,0710,4,01,1,13,2,450000,0,0,450000,2,15100
738044011,771,73804,77,182,1,2,071,07,0709,09,10,45,1,0710,4,01,1,13,5,450000,0,0,450000,2,15100
738623021,771,73862,77,182,1,2,071,07,0701,01,99,01,2,0710,3,02,1,13,1,43000,0,0,43000,2,127750
738623021,771,73862,77,182,1,2,071,07,0701,01,99,01,2,0710,3,02,1,13,5,43000,0,0,43000,2,127750
738686031,771,73868,77,182,1,2,071,07,0701,01,10,04,2,0710,6,03,1,13,2,1200,,,1200,2,282413
738686031,771,73868,77,182,1,2,071,07,0701,01,10,04,2,0710,6,03,1,13,5,1200,,,1200,2,282413
738881031,771,73888,77,182,1,2,071,07,0704,04,10,23,2,0710,1,03,1,13,1,75000,20000,,55000,2,51563
738881031,771,73888,77,182,1,2,071,07,0704,04,10,23,2,0710,1,03,1,13,5,75000,20000,,55000,2,51563
753731031,771,75373,77,182,1,2,071,07,0708,08,10,37,2,0710,1,03,1,13,1,170000,0,0,170000,2,15100
753731031,771,75373,77,182,1,2,071,07,0708,08,10,37,2,0710,1,03,1,13,5,170000,0,0,170000,2,15100
753763031,771,75376,77,182,1,2,071,07,0709,09,99,19,2,0710,3,03,1,13,1,25000,21000,0,4000,2,66250
753763031,771,75376,77,182,1,2,071,07,0709,09,99,19,2,0710,3,03,1,13,5,25000,21000,0,4000,2,66250
755311011,771,75531,77,182,1,2,081,08,0815,15,35,04,1,0811,1,01,1,13,1,220000,70000,,150000,2,56250
755311011,771,75531,77,182,1,2,081,08,0815,15,35,04,1,0811,1,01,1,13,2,280000,,,280000,2,56250
755311011,771,75531,77,182,1,2,081,08,0815,15,35,04,1,0811,1,01,1,13,5,500000,70000,,430000,2,56250
755361021,771,75536,77,182,1,2,081,08,0815,15,35,05,1,0811,1,02,1,13,1,296000,296000,0,0,2,99425
755361021,771,75536,77,182,1,2,081,08,0815,15,35,05,1,0811,1,02,1,13,2,300000,0,0,300000,2,99425
755361021,771,75536,77,182,1,2,081,08,0815,15,35,05,1,0811,1,02,1,13,5,596000,296000,0,300000,2,99425
755363021,771,75536,77,182,1,2,081,08,0815,15,35,05,1,0811,3,02,1,13,1,97500,24000,0,73500,2,523800
755363021,771,75536,77,182,1,2,081,08,0815,15,35,05,1,0811,3,02,1,13,5,97500,24000,0,73500,2,523800
755343021,771,75534,77,182,1,2,081,08,0815,15,35,02,1,0811,3,02,1,13,1,300000,0,0,300000,2,697150
755343021,771,75534,77,182,1,2,081,08,0815,15,35,02,1,0811,3,02,1,13,5,300000,0,0,300000,2,697150
755346011,771,75534,77,182,1,2,081,08,0815,15,35,02,1,0811,6,01,1,13,1,400000,0,0,400000,2,267400
755346011,771,75534,77,182,1,2,081,08,0815,15,35,02,1,0811,6,01,1,13,5,400000,0,0,400000,2,267400
755591011,771,75559,77,182,1,2,081,08,0818,18,18,01,1,0811,1,01,1,13,4,7000,,,7000,2,13950
755591011,771,75559,77,182,1,2,081,08,0818,18,18,01,1,0811,1,01,1,13,5,7000,,,7000,2,13950
755594031,771,75559,77,182,1,2,081,08,0818,18,18,01,1,0811,4,03,1,13,4,7300,3000,,4300,2,17438
755594031,771,75559,77,182,1,2,081,08,0818,18,18,01,1,0811,4,03,1,13,5,7300,3000,,4300,2,17438
755561021,771,75556,77,182,1,2,082,08,0821,21,21,01,1,0810,1,02,1,13,1,49000,0,0,49000,2,102550
755561021,771,75556,77,182,1,2,082,08,0821,21,21,01,1,0810,1,02,1,13,5,49000,0,0,49000,2,102550
755736021,771,75573,77,182,1,2,082,08,0821,21,21,06,1,0810,6,02,1,13,3,20000,0,0,20000,2,439375
755736021,771,75573,77,182,1,2,082,08,0821,21,21,06,1,0810,6,02,1,13,5,20000,0,0,20000,2,439375
755253031,771,75525,77,182,1,2,081,08,0803,03,03,01,1,0822,3,03,1,13,1,900000,36000,0,864000,2,19050
755253031,771,75525,77,182,1,2,081,08,0803,03,03,01,1,0822,3,03,1,13,2,3200000,50000,30000,3180000,2,19050
755253031,771,75525,77,182,1,2,081,08,0803,03,03,01,1,0822,3,03,1,13,5,4100000,86000,30000,4044000,2,19050
755276011,771,75527,77,182,1,2,081,08,0803,03,03,02,1,0822,6,01,1,13,2,7000,0,0,7000,2,537075
755276011,771,75527,77,182,1,2,081,08,0803,03,03,02,1,0822,6,01,1,13,5,7000,0,0,7000,2,537075
755243021,771,75524,77,182,1,2,085,08,0805,05,05,03,1,0820,3,02,1,13,1,1100000,,,1100000,2,236900
755243021,771,75524,77,182,1,2,085,08,0805,05,05,03,1,0820,3,02,1,13,5,1100000,,,1100000,2,236900
755046011,771,75504,77,182,1,2,082,08,0812,12,34,06,1,0820,6,01,1,13,1,4500,,4500,9000,2,37125
755046011,771,75504,77,182,1,2,082,08,0812,12,34,06,1,0820,6,01,1,13,5,4500,,4500,9000,2,37125
755424021,771,75542,77,182,1,2,084,08,0829,29,36,02,1,0823,4,02,1,13,1,50000,0,0,50000,2,117650
755424021,771,75542,77,182,1,2,084,08,0829,29,36,02,1,0823,4,02,1,13,5,50000,0,0,50000,2,117650
755441041,771,75544,77,182,1,2,084,08,0829,29,36,03,1,0823,1,04,1,13,2,8000000,12000000,12000000,8000000,2,40217
755441041,771,75544,77,182,1,2,084,08,0829,29,36,03,1,0823,1,04,1,13,5,8000000,12000000,12000000,8000000,2,40217
757721021,771,75772,77,182,1,2,083,08,0832,32,32,03,2,0812,1,02,1,13,2,70000,,,70000,2,432150
757721021,771,75772,77,182,1,2,083,08,0832,32,32,03,2,0812,1,02,1,13,5,70000,,,70000,2,432150
757036021,771,75703,77,182,1,2,082,08,0812,12,34,09,2,0820,6,02,1,13,1,200000,0,16000,216000,2,30900
757036021,771,75703,77,182,1,2,082,08,0812,12,34,09,2,0820,6,02,1,13,5,200000,0,16000,216000,2,30900
757036041,771,75703,77,182,1,2,082,08,0812,12,34,09,2,0820,6,04,1,13,1,150000,0,63000,213000,2,30900
757036041,771,75703,77,182,1,2,082,08,0812,12,34,09,2,0820,6,04,1,13,5,150000,0,63000,213000,2,30900
757051021,771,75705,77,182,1,2,082,08,0812,12,34,08,2,0820,1,02,1,13,1,88000,20000,0,68000,2,101100
757051021,771,75705,77,182,1,2,082,08,0812,12,34,08,2,0820,1,02,1,13,5,88000,20000,0,68000,2,101100
