HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b11bq1,b11bq3,b11bq4,b11bq5,b11bq6,NSC,MLT
565861011,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,1,01,1,13,4,2000,,,2000,2,209933
565861011,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,1,01,1,13,5,2000,,,2000,2,209933
565864011,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,4,01,1,13,4,10000,,,10000,2,623100
565864011,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,4,01,1,13,5,10000,,,10000,2,623100
565864021,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,4,02,1,13,4,2000,,,2000,2,623100
565864021,771,56586,77,182,1,1,274,27,2728,28,28,36,2,2712,4,02,1,13,5,2000,,,2000,2,623100
565881011,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,1,01,1,13,4,3300,,700,4000,2,180625
565881011,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,1,01,1,13,5,3300,,700,4000,2,180625
565884011,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,4,01,1,13,4,2400,,,2400,2,527425
565884011,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,4,01,1,13,5,2400,,,2400,2,527425
565884021,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,4,02,1,13,4,2000,,,2000,2,527425
565884021,771,56588,77,182,1,1,274,27,2728,28,28,34,2,2712,4,02,1,13,5,2000,,,2000,2,527425
567383021,771,56738,77,182,1,1,271,27,2724,24,24,31,2,2721,3,02,1,13,4,2400,1200,,1200,2,4186250
567383021,771,56738,77,182,1,1,271,27,2724,24,24,31,2,2721,3,02,1,13,5,2400,1200,,1200,2,4186250
567581031,771,56758,77,182,1,1,275,27,2704,04,04,33,2,2731,1,03,1,13,1,300000,,,300000,2,22850
567581031,771,56758,77,182,1,1,275,27,2704,04,04,33,2,2731,1,03,1,13,5,300000,,,300000,2,22850
567791021,771,56779,77,182,1,1,275,27,2705,05,05,32,2,2731,1,02,1,13,4,15000,,,15000,2,69375
567791021,771,56779,77,182,1,1,275,27,2705,05,05,32,2,2731,1,02,1,13,5,15000,,,15000,2,69375
567794021,771,56779,77,182,1,1,275,27,2705,05,05,32,2,2731,4,02,1,13,4,30000,,,30000,2,235875
567794021,771,56779,77,182,1,1,275,27,2705,05,05,32,2,2731,4,02,1,13,5,30000,,,30000,2,235875
567982011,771,56798,77,182,1,1,275,27,2708,08,08,31,2,2730,2,01,1,13,1,100000,4400,,95600,2,209400
567982011,771,56798,77,182,1,1,275,27,2708,08,08,31,2,2730,2,01,1,13,5,100000,4400,,95600,2,209400
567041011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,01,1,13,4,4300,400,0,3900,2,108750
567041011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,01,1,13,5,4300,400,0,3900,2,108750
567041021,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,02,1,13,4,11600,850,0,10750,2,108750
567041021,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,02,1,13,5,11600,850,0,10750,2,108750
567041031,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,03,1,13,4,2500,210,0,2290,2,108750
567041031,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,03,1,13,5,2500,210,0,2290,2,108750
567041041,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,04,1,13,4,6200,550,0,5650,2,108750
567041041,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,1,04,1,13,5,6200,550,0,5650,2,108750
567043021,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,3,02,1,13,4,5800,460,0,5340,2,17400
567043021,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,3,02,1,13,5,5800,460,0,5340,2,17400
567044011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,4,01,1,13,4,16600,1450,0,15150,2,669900
567044011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,4,01,1,13,5,16600,1450,0,15150,2,669900
567045011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,5,01,1,13,4,2900,240,0,2660,2,26100
567045011,771,56704,77,182,1,1,272,27,2725,25,25,34,2,2740,5,01,1,13,5,2900,240,0,2660,2,26100
567654031,771,56765,77,182,1,1,272,27,2725,25,25,40,2,2740,4,03,1,13,4,11,,,11,2,245025
567654031,771,56765,77,182,1,1,272,27,2725,25,25,40,2,2740,4,03,1,13,5,11,,,11,2,245025
567671031,771,56767,77,182,1,1,272,27,2725,25,25,21,2,2740,1,03,1,13,4,15000,4000,,11000,2,12100
567671031,771,56767,77,182,1,1,272,27,2725,25,25,21,2,2740,1,03,1,13,5,15000,4000,,11000,2,12100
567691011,771,56769,77,182,1,1,272,27,2725,25,25,39,2,2740,1,01,1,13,4,2000,,,2000,2,43313
567691011,771,56769,77,182,1,1,272,27,2725,25,25,39,2,2740,1,01,1,13,5,2000,,,2000,2,43313
567681011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,01,1,13,4,20000,,1800,21800,2,175500
567681011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,01,1,13,5,20000,,1800,21800,2,175500
567681021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,02,1,13,4,10000,1500,1000,9500,2,175500
567681021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,02,1,13,5,10000,1500,1000,9500,2,175500
567681031,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,03,1,13,4,12000,,500,12500,2,175500
567681031,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,1,03,1,13,5,12000,,500,12500,2,175500
567683011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,3,01,1,13,4,500,,,500,2,386100
567683011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,3,01,1,13,5,500,,,500,2,386100
567683021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,3,02,1,13,4,10000,,,10000,2,386100
567683021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,3,02,1,13,5,10000,,,10000,2,386100
567684011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,4,01,1,13,4,12000,,500,12500,2,544050
567684011,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,4,01,1,13,5,12000,,500,12500,2,544050
567684021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,4,02,1,13,4,6000,,,6000,2,544050
567684021,771,56768,77,182,1,1,272,27,2725,25,25,31,2,2740,4,02,1,13,5,6000,,,6000,2,544050
567471011,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,01,1,13,4,2000,,,2000,2,15100
567471011,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,01,1,13,5,2000,,,2000,2,15100
567471021,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,02,1,13,4,1500,,,1500,2,15100
567471021,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,02,1,13,5,1500,,,1500,2,15100
567471031,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,03,1,13,4,3500,,,3500,2,15100
567471031,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,1,03,1,13,5,3500,,,3500,2,15100
567474011,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,01,1,13,4,5000,,,5000,2,261733
567474011,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,01,1,13,5,5000,,,5000,2,261733
567474021,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,02,1,13,4,4000,,,4000,2,261733
567474021,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,02,1,13,5,4000,,,4000,2,261733
567474031,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,03,1,13,4,1000,,,1000,2,261733
567474031,771,56747,77,182,1,1,272,27,2726,26,26,40,2,2740,4,03,1,13,5,1000,,,1000,2,261733
567491011,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,01,1,13,4,14000,,,14000,2,19750
567491011,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,01,1,13,5,14000,,,14000,2,19750
567491021,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,02,1,13,4,9000,,,9000,2,19750
567491021,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,02,1,13,5,9000,,,9000,2,19750
567491031,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,03,1,13,4,19000,,,19000,2,19750
567491031,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,03,1,13,5,19000,,,19000,2,19750
567491041,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,04,1,13,4,10000,,,10000,2,19750
567491041,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,1,04,1,13,5,10000,,,10000,2,19750
567494011,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,01,1,13,4,18000,,,18000,2,59250
567494011,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,01,1,13,5,18000,,,18000,2,59250
567494021,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,02,1,13,4,5000,,,5000,2,59250
567494021,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,02,1,13,5,5000,,,5000,2,59250
567494031,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,03,1,13,4,5000,,,5000,2,59250
567494031,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,03,1,13,5,5000,,,5000,2,59250
567494041,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,04,1,13,4,17000,,,17000,2,59250
567494041,771,56749,77,182,1,1,272,27,2726,26,26,21,2,2740,4,04,1,13,5,17000,,,17000,2,59250
567401011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,01,1,13,4,500,,,500,2,38025
567401011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,01,1,13,5,500,,,500,2,38025
567401021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,02,1,13,4,1000,,,1000,2,38025
567401021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,02,1,13,5,1000,,,1000,2,38025
567401031,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,03,1,13,4,1000,,,1000,2,38025
567401031,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,03,1,13,5,1000,,,1000,2,38025
567401041,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,04,1,13,4,1000,,,1000,2,38025
567401041,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,1,04,1,13,5,1000,,,1000,2,38025
567403011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,3,01,1,13,4,500,,,500,2,50700
567403011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,3,01,1,13,5,500,,,500,2,50700
567403021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,3,02,1,13,4,500,,,500,2,50700
567403021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,3,02,1,13,5,500,,,500,2,50700
567404011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,4,01,1,13,4,500,,,500,2,371800
567404011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,4,01,1,13,5,500,,,500,2,371800
567404021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,4,02,1,13,4,1000,,,1000,2,371800
567404021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,4,02,1,13,5,1000,,,1000,2,371800
567405011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,5,01,1,13,4,500,,,500,2,33800
567405011,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,5,01,1,13,5,500,,,500,2,33800
567405021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,5,02,1,13,4,1000,,,1000,2,33800
567405021,771,56740,77,182,1,1,272,27,2726,26,26,41,2,2740,5,02,1,13,5,1000,,,1000,2,33800
567833021,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,3,02,1,13,4,1400,80,,1320,2,32000
567833021,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,3,02,1,13,5,1400,80,,1320,2,32000
567834011,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,4,01,1,13,4,5200,450,,4750,2,1320000
567834011,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,4,01,1,13,5,5200,450,,4750,2,1320000
567834021,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,4,02,1,13,4,7700,650,,7050,2,1320000
567834021,771,56783,77,182,1,1,272,27,2726,26,26,42,2,2740,4,02,1,13,5,7700,650,,7050,2,1320000
567851011,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,01,1,13,4,11900,700,,11200,2,16250
567851011,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,01,1,13,5,11900,700,,11200,2,16250
567851021,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,02,1,13,4,5720,150,,5570,2,16250
567851021,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,02,1,13,5,5720,150,,5570,2,16250
567851031,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,03,1,13,4,17500,650,,16850,2,16250
567851031,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,1,03,1,13,5,17500,650,,16850,2,16250
567854011,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,4,01,1,13,4,2350,110,,2240,2,427917
567854011,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,4,01,1,13,5,2350,110,,2240,2,427917
567856021,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,6,02,1,13,4,13700,650,,13050,2,1145625
567856021,771,56785,77,182,1,1,272,27,2726,26,26,37,2,2740,6,02,1,13,5,13700,650,,13050,2,1145625
567871011,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,01,1,13,4,1000,,,1000,2,122450
567871011,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,01,1,13,5,1000,,,1000,2,122450
567871021,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,02,1,13,4,2500,,,2500,2,122450
567871021,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,02,1,13,5,2500,,,2500,2,122450
567871031,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,03,1,13,4,1200,,,1200,2,122450
567871031,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,03,1,13,5,1200,,,1200,2,122450
567871041,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,04,1,13,4,1500,,,1500,2,122450
567871041,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,1,04,1,13,5,1500,,,1500,2,122450
567874021,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,4,02,1,13,4,5000,,,5000,2,687300
567874021,771,56787,77,182,1,1,272,27,2726,26,26,36,2,2740,4,02,1,13,5,5000,,,5000,2,687300
567891021,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,1,02,1,13,4,14000,,,14000,2,187600
567891021,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,1,02,1,13,5,14000,,,14000,2,187600
567891031,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,1,03,1,13,4,10000,,,10000,2,187600
567891031,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,1,03,1,13,5,10000,,,10000,2,187600
567894031,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,4,03,1,13,4,3000,,,3000,2,572850
567894031,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,4,03,1,13,5,3000,,,3000,2,572850
567894041,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,4,04,1,13,4,4500,,,4500,2,572850
567894041,771,56789,77,182,1,1,272,27,2726,26,26,32,2,2740,4,04,1,13,5,4500,,,4500,2,572850
567813021,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,3,02,1,13,4,10000,0,500,10500,2,5025
567813021,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,3,02,1,13,5,10000,0,500,10500,2,5025
567814021,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,4,02,1,13,4,15000,0,500,15500,2,35510
567814021,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,4,02,1,13,5,15000,0,500,15500,2,35510
567814041,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,4,04,1,13,4,10000,0,500,10500,2,35510
567814041,771,56781,77,182,1,1,274,27,2729,29,29,21,2,2742,4,04,1,13,5,10000,0,500,10500,2,35510
567801021,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,1,02,1,13,4,10000,0,0,10000,2,261625
567801021,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,1,02,1,13,5,10000,0,0,10000,2,261625
567803011,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,3,01,1,13,4,10000,0,0,10000,2,127075
567803011,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,3,01,1,13,5,10000,0,0,10000,2,127075
567806021,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,6,02,1,13,4,10000,0,0,10000,2,67275
567806021,771,56780,77,182,1,1,274,27,2729,29,29,34,2,2742,6,02,1,13,5,10000,0,0,10000,2,67275
567861011,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,1,01,1,13,4,10000,0,0,10000,2,302475
567861011,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,1,01,1,13,5,10000,0,0,10000,2,302475
567862011,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,2,01,1,13,4,15000,0,0,15000,2,16350
567862011,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,2,01,1,13,5,15000,0,0,15000,2,16350
567862021,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,2,02,1,13,4,10000,0,0,10000,2,16350
567862021,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,2,02,1,13,5,10000,0,0,10000,2,16350
567863021,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,3,02,1,13,4,15000,0,0,15000,2,57225
567863021,771,56786,77,182,1,1,274,27,2729,29,29,33,2,2742,3,02,1,13,5,15000,0,0,15000,2,57225
569373021,771,56937,77,182,1,1,272,27,2730,30,30,33,2,2742,3,02,1,13,4,10000,,,10000,2,199500
569373021,771,56937,77,182,1,1,272,27,2730,30,30,33,2,2742,3,02,1,13,5,10000,,,10000,2,199500
569531021,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,02,1,13,4,2000,,,2000,2,47250
569531021,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,02,1,13,5,2000,,,2000,2,47250
569531031,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,03,1,13,4,1000,,,1000,2,47250
569531031,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,03,1,13,5,1000,,,1000,2,47250
569531041,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,04,1,13,4,1000,,,1000,2,47250
569531041,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,1,04,1,13,5,1000,,,1000,2,47250
569533021,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,3,02,1,13,4,1000,,,1000,2,86625
569533021,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,3,02,1,13,5,1000,,,1000,2,86625
569534041,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,4,04,1,13,4,1000,,,1000,2,196875
569534041,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,4,04,1,13,5,1000,,,1000,2,196875
569536011,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,6,01,1,13,4,1000,,,1000,2,228375
569536011,771,56953,77,182,1,1,272,27,2731,31,31,21,2,2740,6,01,1,13,5,1000,,,1000,2,228375
569514011,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,01,1,13,4,7000,1200,0,5800,2,252429
569514011,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,01,1,13,5,7000,1200,0,5800,2,252429
569514021,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,02,1,13,4,4100,600,0,3500,2,252429
569514021,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,02,1,13,5,4100,600,0,3500,2,252429
569514031,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,03,1,13,4,13500,1500,0,12000,2,252429
569514031,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,03,1,13,5,13500,1500,0,12000,2,252429
569514041,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,04,1,13,4,9500,1200,0,8300,2,252429
569514041,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,04,1,13,5,9500,1200,0,8300,2,252429
569514051,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,05,1,13,4,6100,1200,0,4900,2,252429
569514051,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,05,1,13,5,6100,1200,0,4900,2,252429
569514061,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,06,1,13,4,12700,2200,0,10500,2,252429
569514061,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,06,1,13,5,12700,2200,0,10500,2,252429
569514071,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,07,1,13,4,11800,2300,0,9500,2,252429
569514071,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,4,07,1,13,5,11800,2300,0,9500,2,252429
569516011,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,6,01,1,13,4,8700,1900,0,6800,2,418000
569516011,771,56951,77,182,1,1,272,27,2731,31,31,34,2,2740,6,01,1,13,5,8700,1900,0,6800,2,418000
569501011,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,1,01,1,13,4,16500,1750,,14750,2,30750
569501011,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,1,01,1,13,5,16500,1750,,14750,2,30750
569504021,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,02,1,13,4,13700,1350,,12350,2,333857
569504021,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,02,1,13,5,13700,1350,,12350,2,333857
569504031,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,03,1,13,4,15800,1900,,13900,2,333857
569504031,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,03,1,13,5,15800,1900,,13900,2,333857
569504051,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,05,1,13,4,14300,,1500,15800,2,333857
569504051,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,05,1,13,5,14300,,1500,15800,2,333857
569504061,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,06,1,13,4,11600,,,11600,2,333857
569504061,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,06,1,13,5,11600,,,11600,2,333857
569504071,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,07,1,13,4,16500,,,16500,2,333857
569504071,771,56950,77,182,1,1,272,27,2731,31,31,31,2,2740,4,07,1,13,5,16500,,,16500,2,333857
569541041,771,56954,77,182,1,1,271,27,2732,32,32,21,2,2740,1,04,1,13,4,1000,,,1000,2,27225
569541041,771,56954,77,182,1,1,271,27,2732,32,32,21,2,2740,1,04,1,13,5,1000,,,1000,2,27225
569544021,771,56954,77,182,1,1,271,27,2732,32,32,21,2,2740,4,02,1,13,4,500,,,500,2,18150
569544021,771,56954,77,182,1,1,271,27,2732,32,32,21,2,2740,4,02,1,13,5,500,,,500,2,18150
562981011,771,56298,77,182,1,1,283,28,2811,11,11,35,1,2813,1,01,1,13,4,3000,0,0,3000,2,59850
562981011,771,56298,77,182,1,1,283,28,2811,11,11,35,1,2813,1,01,1,13,5,3000,0,0,3000,2,59850
562981021,771,56298,77,182,1,1,283,28,2811,11,11,35,1,2813,1,02,1,13,4,5000,0,0,5000,2,59850
562981021,771,56298,77,182,1,1,283,28,2811,11,11,35,1,2813,1,02,1,13,5,5000,0,0,5000,2,59850
561511021,771,56151,77,182,1,1,282,28,2806,06,06,33,1,2820,1,02,1,13,4,4000,0,0,4000,2,921850
561511021,771,56151,77,182,1,1,282,28,2806,06,06,33,1,2820,1,02,1,13,5,4000,0,0,4000,2,921850
561581011,771,56158,77,182,1,1,282,28,2806,06,06,11,1,2820,1,01,1,13,4,5000,0,0,5000,2,1450
561581011,771,56158,77,182,1,1,282,28,2806,06,06,11,1,2820,1,01,1,13,5,5000,0,0,5000,2,1450
566344021,771,56634,77,182,1,1,292,29,2916,16,16,21,1,2913,4,02,1,13,4,15000,4000,0,11000,2,74800
566344021,771,56634,77,182,1,1,292,29,2916,16,16,21,1,2913,4,02,1,13,5,15000,4000,0,11000,2,74800
566531011,771,56653,77,182,1,1,292,29,2916,16,16,31,1,2913,1,01,1,13,4,50000,0,0,50000,2,2001650
566531011,771,56653,77,182,1,1,292,29,2916,16,16,31,1,2913,1,01,1,13,5,50000,0,0,50000,2,2001650
566521011,771,56652,77,182,1,1,293,29,2917,17,17,31,1,2910,1,01,1,13,4,500,0,0,500,2,33950
566521011,771,56652,77,182,1,1,293,29,2917,17,17,31,1,2910,1,01,1,13,5,500,0,0,500,2,33950
566525021,771,56652,77,182,1,1,293,29,2917,17,17,31,1,2910,5,02,1,13,4,500,0,0,500,2,509250
566525021,771,56652,77,182,1,1,293,29,2917,17,17,31,1,2910,5,02,1,13,5,500,0,0,500,2,509250
566761021,771,56676,77,182,1,1,292,29,2920,20,20,32,1,2911,1,02,1,13,4,1500,0,0,1500,2,289000
566761021,771,56676,77,182,1,1,292,29,2920,20,20,32,1,2911,1,02,1,13,5,1500,0,0,1500,2,289000
566763021,771,56676,77,182,1,1,292,29,2920,20,20,32,1,2911,3,02,1,13,4,1500,0,0,1500,2,331500
566763021,771,56676,77,182,1,1,292,29,2920,20,20,32,1,2911,3,02,1,13,5,1500,0,0,1500,2,331500
566943021,771,56694,77,182,1,1,293,29,2923,23,23,31,1,2912,3,02,1,13,4,2000,0,0,2000,2,1705200
566943021,771,56694,77,182,1,1,293,29,2923,23,23,31,1,2912,3,02,1,13,5,2000,0,0,2000,2,1705200
566251021,771,56625,77,182,1,1,293,29,2923,23,23,11,1,2912,1,02,1,13,4,450,0,0,450,1,184800
566251021,771,56625,77,182,1,1,293,29,2923,23,23,11,1,2912,1,02,1,13,5,450,0,0,450,1,184800
566254051,771,56625,77,182,1,1,293,29,2923,23,23,11,1,2912,4,05,1,13,4,1200,0,0,1200,1,12600
566254051,771,56625,77,182,1,1,293,29,2923,23,23,11,1,2912,4,05,1,13,5,1200,0,0,1200,1,12600
566011011,771,56601,77,182,1,1,294,29,2901,01,01,34,1,2921,1,01,1,13,4,1100,0,0,1100,2,68600
566011011,771,56601,77,182,1,1,294,29,2901,01,01,34,1,2921,1,01,1,13,5,1100,0,0,1100,2,68600
566012011,771,56601,77,182,1,1,294,29,2901,01,01,34,1,2921,2,01,1,13,4,1100,,,1100,2,29400
566012011,771,56601,77,182,1,1,294,29,2901,01,01,34,1,2921,2,01,1,13,5,1100,,,1100,2,29400
566012021,771,56601,77,182,1,1,294,29,2901,01,01,34,1,2921,2,02,1,13,4,1600,,,1600,2,29400
