HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b14q2,b14q3,b14q4,b14q5,b14q6,b14q7,b14q8,NSC,MLT
533361012,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,01,2,16,02,,,,165000,,165000,2,32200
533361012,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,01,2,16,11,,150,,,,150,2,32200
533361012,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,01,2,16,97,,150,0,165000,0,165150,2,32200
533362012,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,2,01,2,16,11,,350,,,,350,2,177100
533362012,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,2,01,2,16,97,,350,0,0,0,350,2,177100
533362022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,2,02,2,16,13,,32000,,,,32000,2,177100
533362022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,2,02,2,16,97,,32000,0,0,0,32000,2,177100
533363022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,3,02,2,16,11,,250,,90,,340,2,386400
533363022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,3,02,2,16,97,,250,0,90,0,340,2,386400
533365022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,02,2,16,11,,1200,,340,,1540,2,104650
533365022,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,02,2,16,97,,1200,0,340,0,1540,2,104650
533365032,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,03,2,16,11,,200,,60,,260,2,104650
533365032,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,03,2,16,97,,200,0,60,0,260,2,104650
533365042,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,04,2,16,06,,,12000,,,12000,2,104650
533365042,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,04,2,16,11,,400,,130,,530,2,104650
533365042,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,04,2,16,13,,24600,,,,24600,2,104650
533365042,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,5,04,2,16,97,,25000,12000,130,0,37130,2,104650
533341012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,2,16,02,,,,50000,,50000,1,9500
533341012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,2,16,11,,300,,,,300,1,9500
533341012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,2,16,20,,,,14000,,14000,1,9500
533341012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,2,16,97,,300,0,50000,0,50300,1,9500
533341012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,2,16,98,,0,0,14000,0,14000,1,9500
533342012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,2,16,02,,,,4000,,4000,1,12667
533342012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,2,16,13,,,,,,0,1,12667
533342012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,2,16,97,,0,0,4000,0,4000,1,12667
533342022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,2,16,02,,,,5000,,5000,1,12667
533342022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,2,16,11,,500,,,,500,1,12667
533342022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,2,16,13,,,,,,0,1,12667
533342022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,2,16,97,,500,0,5000,0,5500,1,12667
533342032,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,2,16,02,,,,5000,,5000,1,12667
533342032,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,2,16,11,,300,,,,300,1,12667
533342032,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,2,16,13,,,,,,0,1,12667
533342032,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,2,16,97,,300,0,5000,0,5300,1,12667
533343012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,2,16,02,,,,10000,,10000,1,47500
533343012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,2,16,11,,400,,,,400,1,47500
533343012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,2,16,13,,3500,,,,3500,1,47500
533343012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,2,16,97,,3900,0,10000,0,13900,1,47500
533343022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,2,16,02,,,,7000,,7000,1,47500
533343022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,2,16,11,,300,,,,300,1,47500
533343022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,2,16,97,,300,0,7000,0,7300,1,47500
533344012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,2,16,02,,,,4000,,4000,1,28500
533344012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,2,16,11,,200,,,,200,1,28500
533344012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,2,16,97,,200,0,4000,0,4200,1,28500
533344022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,2,16,02,,,,60000,,60000,1,28500
533344022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,2,16,11,,150,,,,150,1,28500
533344022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,2,16,13,,,,,,0,1,28500
533344022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,2,16,97,,150,0,60000,0,60150,1,28500
533345012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,2,16,02,,,,12000,,12000,1,52250
533345012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,2,16,13,,3000,,,,3000,1,52250
533345012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,2,16,97,,3000,0,12000,0,15000,1,52250
533345022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,2,16,02,,,150000,,,150000,1,52250
533345022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,2,16,11,,800,,,,800,1,52250
533345022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,2,16,13,,,,,,0,1,52250
533345022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,2,16,97,,800,150000,0,0,150800,1,52250
533346012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,01,2,16,02,,,,7000,,7000,1,185250
533346012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,01,2,16,11,,100,,,,100,1,185250
533346012,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,01,2,16,97,,100,0,7000,0,7100,1,185250
533346022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,2,16,02,,,,10000,,10000,1,185250
533346022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,2,16,11,,400,,,,400,1,185250
533346022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,2,16,13,,,,,,0,1,185250
533346022,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,2,16,97,,400,0,10000,0,10400,1,185250
533381012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,01,2,16,11,,150,,60,,210,2,21800
533381012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,01,2,16,13,,4500,,,,4500,2,21800
533381012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,01,2,16,97,,4650,0,60,0,4710,2,21800
533381022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,2,16,11,,250,,100,,350,2,21800
533381022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,2,16,15,,,,25000,,25000,2,21800
533381022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,1,02,2,16,97,,250,0,25100,0,25350,2,21800
533382012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,01,2,16,11,,,160,120,,280,2,49050
533382012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,01,2,16,13,,6500,,,,6500,2,49050
533382012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,01,2,16,97,,6500,160,120,0,6780,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,04,,,65000,,,65000,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,06,,,,6000,,6000,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,11,,200,,160,,360,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,13,,3500,,,,3500,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,14,,400,,,,400,2,49050
533382022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,2,02,2,16,97,,4100,65000,6160,0,75260,2,49050
533383012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,01,2,16,02,,,,35000,,35000,2,109000
533383012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,01,2,16,07,,,16000,,,16000,2,109000
533383012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,01,2,16,11,,270,,200,,470,2,109000
533383012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,01,2,16,97,,270,16000,35200,0,51470,2,109000
533383022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,02,2,16,01,,,,,2000,2000,2,109000
533383022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,02,2,16,07,,,4500,,3200,7700,2,109000
533383022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,02,2,16,11,,230,,300,,530,2,109000
533383022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,02,2,16,13,,18700,,,,18700,2,109000
533383022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,3,02,2,16,97,,18930,4500,300,5200,28930,2,109000
533384012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,01,2,16,04,,,,,23000,23000,2,54500
533384012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,01,2,16,11,,150,,200,,350,2,54500
533384012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,01,2,16,97,,150,0,200,23000,23350,2,54500
533384022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,02,2,16,04,,,,,21000,21000,2,54500
533384022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,02,2,16,11,,230,,150,,380,2,54500
533384022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,02,2,16,13,,6200,,,,6200,2,54500
533384022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,4,02,2,16,97,,6430,0,150,21000,27580,2,54500
533385012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,01,2,16,11,,340,,250,,590,2,92650
533385012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,01,2,16,13,,,,,,0,2,92650
533385012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,01,2,16,97,,340,0,250,0,590,2,92650
533385022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,02,2,16,11,,300,,150,,450,2,92650
533385022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,02,2,16,13,,6200,,,,6200,2,92650
533385022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,5,02,2,16,97,,6500,0,150,0,6650,2,92650
533386012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,01,2,16,11,,400,,120,,520,2,261600
533386012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,01,2,16,13,,6500,,,,6500,2,261600
533386012,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,01,2,16,97,,6900,0,120,0,7020,2,261600
533386022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,02,2,16,11,,200,,125,,325,2,261600
533386022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,02,2,16,14,,200,170,,,370,2,261600
533386022,771,53338,77,182,1,1,012,01,0117,17,17,32,1,0111,6,02,2,16,97,,400,170,125,0,695,2,261600
533531012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,2,16,02,,,,15000,,15000,2,17100
533531012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,2,16,11,,150,,,,150,2,17100
533531012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,2,16,97,,150,0,15000,0,15150,2,17100
533531022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,2,16,02,,,,5000,,5000,2,17100
533531022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,2,16,11,,200,,,,200,2,17100
533531022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,2,16,13,,,,,,0,2,17100
533531022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,2,16,97,,200,0,5000,0,5200,2,17100
533532012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,2,16,02,,,,2000,,2000,2,34200
533532012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,2,16,13,,,,,,0,2,34200
533532012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,2,16,97,,0,0,2000,0,2000,2,34200
533532022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,2,16,02,,,,1500,,1500,2,34200
533532022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,2,16,13,,,,,,0,2,34200
533532022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,2,16,97,,0,0,1500,0,1500,2,34200
533533012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,2,16,02,,,,5000,,5000,2,42750
533533012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,2,16,11,,200,,,,200,2,42750
533533012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,2,16,97,,200,0,5000,0,5200,2,42750
533533022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,02,2,16,02,,,,5000,,5000,2,42750
533533022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,02,2,16,13,,12500,,,,12500,2,42750
533533022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,02,2,16,97,,12500,0,5000,0,17500,2,42750
533535012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,01,2,16,02,,,,5000,,5000,2,68400
533535012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,01,2,16,13,,,,,,0,2,68400
533535012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,01,2,16,97,,0,0,5000,0,5000,2,68400
533535022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,02,2,16,13,,,,,,0,2,68400
533535022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,02,2,16,97,,0,0,0,0,0,2,68400
533535032,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,2,16,02,,,,3000,,3000,2,68400
533535032,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,2,16,11,,400,,,,400,2,68400
533535032,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,2,16,97,,400,0,3000,0,3400,2,68400
533535042,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,2,16,02,,,,5000,,5000,2,68400
533535042,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,2,16,13,,,,,,0,2,68400
533535042,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,2,16,97,,0,0,5000,0,5000,2,68400
533536012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,2,16,02,,,,5000,,5000,2,427500
533536012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,2,16,13,,,,,,0,2,427500
533536012,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,2,16,97,,0,0,5000,0,5000,2,427500
533536022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,2,16,02,,,,3000,,3000,2,427500
533536022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,2,16,13,,,,,,0,2,427500
533536022,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,2,16,97,,0,0,3000,0,3000,2,427500
533552012,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,2,01,2,16,13,,45000,0,,0,45000,2,2300
533552012,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,2,01,2,16,97,,45000,0,0,0,45000,2,2300
533571012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,2,16,02,,,,10000,,10000,2,20250
533571012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,2,16,11,,200,,,,200,2,20250
533571012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,2,16,97,,200,0,10000,0,10200,2,20250
533572012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,01,2,16,02,,,,3000,,3000,2,20250
533572012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,01,2,16,97,,0,0,3000,0,3000,2,20250
533572022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,2,16,02,,,,30000,,30000,2,20250
533572022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,2,16,97,,0,0,30000,0,30000,2,20250
533573012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,2,16,02,,,60000,,,60000,2,101250
533573012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,2,16,11,,300,,,,300,2,101250
533573012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,2,16,97,,300,60000,0,0,60300,2,101250
533573022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,02,2,16,02,,,,4000,,4000,2,101250
533573022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,02,2,16,18,,,,5000,,5000,2,101250
533573022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,02,2,16,97,,0,0,4000,0,4000,2,101250
533573022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,02,2,16,98,,0,0,5000,0,5000,2,101250
533573032,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,2,16,02,,,,3000,,3000,2,101250
533573032,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,2,16,11,,,,200,,200,2,101250
533573032,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,2,16,97,,0,0,3200,0,3200,2,101250
533574012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,01,2,16,02,,,,5000,,5000,2,60750
533574012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,01,2,16,97,,0,0,5000,0,5000,2,60750
533574022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,2,16,02,,,,10000,,10000,2,60750
533574022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,2,16,11,,500,,,,500,2,60750
533574022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,2,16,97,,500,0,10000,0,10500,2,60750
533575012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,01,2,16,11,,600,,,,600,2,101250
533575012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,01,2,16,97,,600,0,0,0,600,2,101250
533575022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,2,16,02,,,,4000,,4000,2,101250
533575022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,2,16,97,,0,0,4000,0,4000,2,101250
533576012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,2,16,02,,,,5000,,5000,2,637875
533576012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,2,16,11,,400,,,,400,2,637875
533576012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,2,16,13,,7500,,,,7500,2,637875
533576012,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,2,16,97,,7900,0,5000,0,12900,2,637875
533576022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,2,16,02,,,,15000,,15000,2,637875
533576022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,2,16,11,,300,,,,300,2,637875
533576022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,2,16,13,,,,,,0,2,637875
533576022,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,2,16,97,,300,0,15000,0,15300,2,637875
533591012,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,1,01,2,16,02,,,,4000,,4000,2,66300
533591012,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,1,01,2,16,11,,200,,,,200,2,66300
533591012,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,1,01,2,16,97,,200,0,4000,0,4200,2,66300
