HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b14q2,b14q3,b14q4,b14q5,b14q6,b14q7,b14q8,NSC,MLT
533353051,771,53335,77,182,1,1,012,01,0105,05,05,31,1,0110,3,05,1,16,11,,450,,150,,600,2,241800
533353051,771,53335,77,182,1,1,012,01,0105,05,05,31,1,0110,3,05,1,16,97,,450,,150,,600,2,241800
533301011,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,01,1,16,19,,3000,,,,3000,1,9700
533301011,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,01,1,16,98,,3000,,,,3000,1,9700
533301021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,02,1,16,02,,,,10500,,10500,1,9700
533301021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,02,1,16,11,,140,500,,,640,1,9700
533301021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,02,1,16,97,,140,500,10500,,11140,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,16,07,,,145000,,,145000,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,16,09,,,,,15000,15000,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,16,11,,140,,,,140,1,9700
533301031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,1,03,1,16,97,,140,145000,,15000,160140,1,9700
533303021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,3,02,1,16,11,,210,,,,210,1,9700
533303021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,3,02,1,16,97,,210,,,,210,1,9700
533306021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,02,1,16,11,,,,45,,45,1,11086
533306021,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,02,1,16,97,,,,45,,45,1,11086
533306031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,03,1,16,02,,350000,,,,350000,1,11086
533306031,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,03,1,16,97,,350000,,,,350000,1,11086
533306051,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,05,1,16,11,,200,,,,200,1,11086
533306051,771,53330,77,182,1,1,011,01,0107,07,07,11,1,0110,6,05,1,16,97,,200,,,,200,1,11086
533361011,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,01,1,16,04,,,,,15000,15000,2,32200
533361011,771,53336,77,182,1,1,012,01,0116,16,16,31,1,0111,1,01,1,16,97,,,,,15000,15000,2,32200
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,16,02,,100000,90000,,,190000,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,16,11,,400,,200,,600,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,16,20,,1000000,,,,1000000,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,16,97,,100400,90000,200,,190600,1,9500
533341011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,1,01,1,16,98,,1000000,,,,1000000,1,9500
533342011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,1,16,11,,350,,100,,450,1,12667
533342011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,1,16,13,,,,,,,1,12667
533342011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,01,1,16,97,,350,,100,,450,1,12667
533342021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,1,16,11,,,,500,,500,1,12667
533342021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,1,16,13,,11000,,,,11000,1,12667
533342021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,02,1,16,97,,11000,,500,,11500,1,12667
533342031,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,1,16,02,,,,10000,,10000,1,12667
533342031,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,1,16,11,,400,,,,400,1,12667
533342031,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,1,16,13,,10000,,,,10000,1,12667
533342031,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,2,03,1,16,97,,10400,,10000,,20400,1,12667
533343011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,1,16,11,,400,,,,400,1,47500
533343011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,1,16,13,,5000,,,,5000,1,47500
533343011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,01,1,16,97,,5400,,,,5400,1,47500
533343021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,1,16,02,,,,25000,,25000,1,47500
533343021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,1,16,11,,500,,,,500,1,47500
533343021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,3,02,1,16,97,,500,,25000,,25500,1,47500
533344011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,1,16,02,,,,15000,,15000,1,28500
533344011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,1,16,11,,,600,,,600,1,28500
533344011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,01,1,16,97,,,600,15000,,15600,1,28500
533344021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,1,16,02,,,,8000,,8000,1,28500
533344021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,1,16,11,,450,,,,450,1,28500
533344021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,4,02,1,16,97,,450,,8000,,8450,1,28500
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,16,02,,,,7000,,7000,1,52250
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,16,11,,,,400,,400,1,52250
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,16,13,,3000,,,,3000,1,52250
533345011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,01,1,16,97,,3000,,7400,,10400,1,52250
533345021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,1,16,02,,,,9000,,9000,1,52250
533345021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,1,16,11,,,,400,,400,1,52250
533345021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,1,16,13,,6800,,,,6800,1,52250
533345021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,5,02,1,16,97,,6800,,9400,,16200,1,52250
533346011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,01,1,16,02,,,,4000,,4000,1,185250
533346011,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,01,1,16,97,,,,4000,,4000,1,185250
533346021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,1,16,02,,,,15000,,15000,1,185250
533346021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,1,16,11,,800,,,,800,1,185250
533346021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,1,16,13,,15000,,,,15000,1,185250
533346021,771,53334,77,182,1,1,012,01,0116,16,16,21,1,0111,6,02,1,16,97,,15800,,15000,,30800,1,185250
533531011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,1,16,02,,,,10000,,10000,2,17100
533531011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,1,16,11,,400,,,,400,2,17100
533531011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,01,1,16,97,,400,,10000,,10400,2,17100
533531021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,1,16,02,,,,20000,,20000,2,17100
533531021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,1,16,11,,700,,,,700,2,17100
533531021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,1,16,13,,11000,,,,11000,2,17100
533531021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,1,02,1,16,97,,11700,,20000,,31700,2,17100
533532011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,1,16,02,,,,10000,,10000,2,34200
533532011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,1,16,11,,400,,,,400,2,34200
533532011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,01,1,16,97,,400,,10000,,10400,2,34200
533532021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,1,16,02,,,,3000,,3000,2,34200
533532021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,1,16,11,,,,100,,100,2,34200
533532021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,2,02,1,16,97,,,,3100,,3100,2,34200
533533011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,1,16,02,,,,8000,,8000,2,42750
533533011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,1,16,11,,,,100,,100,2,42750
533533011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,01,1,16,97,,,,8100,,8100,2,42750
533533021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,02,1,16,11,,500,,,,500,2,42750
533533021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,3,02,1,16,97,,500,,,,500,2,42750
533535011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,01,1,16,11,,700,,,,700,2,68400
533535011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,01,1,16,97,,700,,,,700,2,68400
533535021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,02,1,16,11,,250,,,,250,2,68400
533535021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,02,1,16,13,,,,,,,2,68400
533535021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,02,1,16,97,,250,,,,250,2,68400
533535031,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,1,16,02,,,,7000,,7000,2,68400
533535031,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,1,16,11,,,,200,,200,2,68400
533535031,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,03,1,16,97,,,,7200,,7200,2,68400
533535041,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,1,16,06,,,,4000,,4000,2,68400
533535041,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,1,16,11,,250,,,,250,2,68400
533535041,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,5,04,1,16,97,,250,,4000,,4250,2,68400
533536011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,1,16,02,,,,4500,,4500,2,427500
533536011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,1,16,11,,350,,,,350,2,427500
533536011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,1,16,13,,,,,,,2,427500
533536011,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,01,1,16,97,,350,,4500,,4850,2,427500
533536021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,1,16,02,,,,4000,,4000,2,427500
533536021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,1,16,11,,300,,,,300,2,427500
533536021,771,53353,77,182,1,1,012,01,0117,17,17,31,1,0111,6,02,1,16,97,,300,,4000,,4300,2,427500
533553011,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,3,01,1,16,11,,650,,250,,900,2,5750
533553011,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,3,01,1,16,97,,650,,250,,900,2,5750
533556011,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,6,01,1,16,11,,680,,,,680,2,9200
533556011,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,6,01,1,16,97,,680,,,,680,2,9200
533556021,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,6,02,1,16,11,,1200,,,,1200,2,9200
533556021,771,53355,77,182,1,1,012,01,0118,18,18,21,1,0111,6,02,1,16,97,,1200,,,,1200,2,9200
533571011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,1,16,02,,,,40000,,40000,2,20250
533571011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,1,16,11,,300,,,,300,2,20250
533571011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,1,01,1,16,97,,300,,40000,,40300,2,20250
533572011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,01,1,16,02,,,,20000,,20000,2,20250
533572011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,01,1,16,11,,350,100,,,450,2,20250
533572011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,01,1,16,97,,350,100,20000,,20450,2,20250
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,16,02,,,250000,,,250000,2,20250
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,16,11,,500,,,,500,2,20250
533572021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,2,02,1,16,97,,500,250000,,,250500,2,20250
533573011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,1,16,02,,,,10000,,10000,2,101250
533573011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,1,16,11,,,,500,,500,2,101250
533573011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,01,1,16,97,,,,10500,,10500,2,101250
533573031,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,1,16,02,,,,5000,,5000,2,101250
533573031,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,1,16,11,,400,,,,400,2,101250
533573031,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,3,03,1,16,97,,400,,5000,,5400,2,101250
533574011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,01,1,16,02,,,,15000,,15000,2,60750
533574011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,01,1,16,11,,500,200,,,700,2,60750
533574011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,01,1,16,97,,500,200,15000,,15700,2,60750
533574021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,1,16,11,,1200,,300,,1500,2,60750
533574021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,1,16,18,,,,15000,,15000,2,60750
533574021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,1,16,97,,1200,,300,,1500,2,60750
533574021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,4,02,1,16,98,,,,15000,,15000,2,60750
533575011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,01,1,16,11,,400,,200,,600,2,101250
533575011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,01,1,16,97,,400,,200,,600,2,101250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,16,02,,,,6000,,6000,2,101250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,16,11,,,,500,,500,2,101250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,16,15,,,,4000,,4000,2,101250
533575021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,5,02,1,16,97,,,,10500,,10500,2,101250
533576011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,1,16,02,,,,12000,,12000,2,637875
533576011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,1,16,11,,800,,,,800,2,637875
533576011,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,01,1,16,97,,800,,12000,,12800,2,637875
533576021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,1,16,02,,,,15000,,15000,2,637875
533576021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,1,16,11,,250,,200,,450,2,637875
533576021,771,53357,77,182,1,1,012,01,0118,18,18,31,1,0111,6,02,1,16,97,,250,,15200,,15450,2,637875
533593021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,3,02,1,16,02,,,,5000,,5000,2,884000
533593021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,3,02,1,16,97,,,,5000,,5000,2,884000
533594011,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,01,1,16,11,,800,,200,,1000,2,88400
533594011,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,01,1,16,97,,800,,200,,1000,2,88400
533594021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,02,1,16,02,,,,4000,,4000,2,88400
533594021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,02,1,16,97,,,,4000,,4000,2,88400
533594031,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,03,1,16,02,,,,15000,,15000,2,88400
533594031,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,03,1,16,97,,,,15000,,15000,2,88400
533594041,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,04,1,16,02,,,,15000,,15000,2,88400
533594041,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,4,04,1,16,97,,,,15000,,15000,2,88400
533596021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,6,02,1,16,02,,,,10000,,10000,2,928200
533596021,771,53359,77,182,1,1,012,01,0119,19,19,31,1,0111,6,02,1,16,97,,,,10000,,10000,2,928200
533523011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,3,01,1,16,11,,750,,150,,900,1,3900
533523011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,3,01,1,16,97,,750,,150,,900,1,3900
533525011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,5,01,1,16,11,,400,,150,,550,1,3900
533525011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,5,01,1,16,97,,400,,150,,550,1,3900
533525021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,5,02,1,16,11,,350,,100,,450,1,3900
533525021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,5,02,1,16,97,,350,,100,,450,1,3900
533526011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,01,1,16,11,,160,,200,,360,1,3900
533526011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,01,1,16,13,,9000,,,,9000,1,3900
533526011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,01,1,16,19,,2000,,1500,,3500,1,3900
533526011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,01,1,16,97,,9160,,200,,9360,1,3900
533526011,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,01,1,16,98,,2000,,1500,,3500,1,3900
533526021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,02,1,16,11,,150,,,,150,1,3900
533526021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,02,1,16,13,,13500,,,,13500,1,3900
533526021,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,02,1,16,97,,13650,,,,13650,1,3900
533526031,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,03,1,16,02,,,,25000,,25000,1,3900
533526031,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,03,1,16,11,,120,,80,,200,1,3900
533526031,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,03,1,16,97,,120,,25080,,25200,1,3900
533526041,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,04,1,16,11,,200,,50,,250,1,3900
533526041,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,04,1,16,97,,200,,50,,250,1,3900
533526051,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,05,1,16,06,,,,9000,,9000,1,3900
533526051,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,05,1,16,11,,350,,200,,550,1,3900
533526051,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,05,1,16,13,,,,,,,1,3900
533526051,771,53352,77,182,1,1,012,01,0119,19,19,11,1,0111,6,05,1,16,97,,350,,9200,,9550,1,3900
533501011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,01,1,16,11,,,,100,,100,1,5300
533501011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,01,1,16,15,,64500,,,,64500,1,5300
533501011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,01,1,16,97,,64500,,100,,64600,1,5300
533501021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,02,1,16,06,,,,15000,,15000,1,5300
533501021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,02,1,16,11,,150,,100,,250,1,5300
533501021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,02,1,16,97,,150,,15100,,15250,1,5300
533501031,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,03,1,16,11,,460,,250,,710,1,5300
533501031,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,1,03,1,16,97,,460,,250,,710,1,5300
533502011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,2,01,1,16,11,,250,,180,,430,1,5300
533502011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,2,01,1,16,97,,250,,180,,430,1,5300
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,16,02,,,,80000,,80000,1,50350
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,16,11,,180,,60,,240,1,50350
533503011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,01,1,16,97,,180,,80060,,80240,1,50350
533503021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,02,1,16,11,,180,,50,,230,1,50350
533503021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,3,02,1,16,97,,180,,50,,230,1,50350
533504011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,4,01,1,16,11,,200,,50,,250,1,15900
533504011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,4,01,1,16,97,,200,,50,,250,1,15900
533504021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,4,02,1,16,11,,250,,150,,400,1,15900
533504021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,4,02,1,16,97,,250,,150,,400,1,15900
533505011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,5,01,1,16,11,,350,,100,,450,1,21200
533505011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,5,01,1,16,97,,350,,100,,450,1,21200
533505021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,5,02,1,16,06,,20000,,,,20000,1,21200
533505021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,5,02,1,16,11,,300,,100,,400,1,21200
533505021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,5,02,1,16,97,,20300,,100,,20400,1,21200
533506011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,6,01,1,16,11,,350,,80,,430,1,100700
533506011,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,6,01,1,16,97,,350,,80,,430,1,100700
533506021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,6,02,1,16,11,,500,,,,500,1,100700
533506021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,6,02,1,16,13,,45000,,,,45000,1,100700
533506021,771,53350,77,182,1,1,012,01,0120,20,20,21,1,0111,6,02,1,16,97,,45500,,,,45500,1,100700
533561011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,01,1,16,19,,,,4000,,4000,1,12800
533561011,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,01,1,16,98,,,,4000,,4000,1,12800
533561021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,02,1,16,09,,,,,200,200,1,12800
533561021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,02,1,16,97,,,,,200,200,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,16,02,,,,50000,,50000,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,16,15,,,,7500,,7500,1,12800
533561031,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,1,03,1,16,97,,,,57500,,57500,1,12800
533564021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,02,1,16,02,,,,15000,,15000,1,12800
533564021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,4,02,1,16,97,,,,15000,,15000,1,12800
533566021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,02,1,16,02,,,,3500,,3500,1,57600
533566021,771,53356,77,182,1,1,011,01,0121,21,21,11,1,0110,6,02,1,16,97,,,,3500,,3500,1,57600
533584031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,03,1,16,11,,325,,,,325,1,9600
533584031,771,53358,77,182,1,1,011,01,0122,22,22,21,1,0110,4,03,1,16,97,,325,,,,325,1,9600
533756011,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,01,1,16,11,,600,,,,600,2,1901130
533756011,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,01,1,16,97,,600,,,,600,2,1901130
533756021,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,02,1,16,11,,500,,,,500,2,1901130
533756021,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,02,1,16,97,,500,,,,500,2,1901130
533756031,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,03,1,16,11,,700,,,,700,2,1901130
533756031,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,03,1,16,97,,700,,,,700,2,1901130
533756041,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,04,1,16,11,,800,,,,800,2,1901130
533756041,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,04,1,16,97,,800,,,,800,2,1901130
533756051,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,05,1,16,11,,600,,,,600,2,1901130
533756051,771,53375,77,182,1,1,013,01,0101,01,01,31,1,0122,6,05,1,16,97,,600,,,,600,2,1901130
533724011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,01,1,16,11,,,,500,,500,2,72500
533724011,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,01,1,16,97,,,,500,,500,2,72500
533724021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,02,1,16,11,,,,400,,400,2,72500
533724021,771,53372,77,182,1,1,013,01,0102,02,02,31,1,0120,4,02,1,16,97,,,,400,,400,2,72500
533705011,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,5,01,1,16,02,,,,60000,,60000,1,2700
533705011,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,5,01,1,16,97,,,,60000,,60000,1,2700
533706021,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,6,02,1,16,13,,,,,,,1,14850
533706021,771,53370,77,182,1,1,014,01,0103,03,03,11,1,0120,6,02,1,16,97,,,,,,,1,14850
