HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b7q2,b7q3,b7q4,NSC,MLT
533322011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,01,1,08,04,1,10000,1,16800
533322011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,01,1,08,08,1,1800,1,16800
533322011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,01,1,08,09,1,15000,1,16800
533322011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,01,1,08,13,3,26800,1,16800
533322011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,01,1,08,17,3,26800,1,16800
533322021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,02,1,08,04,1,10000,1,16800
533322021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,02,1,08,08,1,2000,1,16800
533322021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,02,1,08,09,1,18000,1,16800
533322021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,02,1,08,13,3,30000,1,16800
533322021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,2,02,1,08,17,3,30000,1,16800
533324011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,01,1,08,07,2,20000,1,8400
533324011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,01,1,08,08,1,1500,1,8400
533324011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,01,1,08,09,1,20000,1,8400
533324011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,01,1,08,13,4,41500,1,8400
533324011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,01,1,08,17,4,41500,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,01,2,28000,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,07,1,10000,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,08,1,2000,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,09,2,20000,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,13,6,60000,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,15,3,700,1,8400
533324021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,4,02,1,08,17,9,60700,1,8400
533325011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,01,1,08,01,1,13000,1,72800
533325011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,01,1,08,07,2,16000,1,72800
533325011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,01,1,08,09,1,20000,1,72800
533325011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,01,1,08,13,4,49000,1,72800
533325011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,01,1,08,17,4,49000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,01,1,8000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,02,1,10000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,07,1,2000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,09,1,25000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,13,4,45000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,15,5,1000,1,72800
533325021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,5,02,1,08,17,9,46000,1,72800
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,08,1,2500,1,89600
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,09,1,20000,1,89600
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,13,2,22500,1,89600
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,14,2,10000,1,89600
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,15,4,1000,1,89600
533326011,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,01,1,08,17,8,33500,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,01,2,35000,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,07,1,2000,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,09,1,20000,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,13,4,57000,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,15,3,500,1,89600
533326021,771,53332,77,182,1,1,012,01,0106,06,06,21,1,0110,6,02,1,08,17,7,57500,1,89600
533313011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,01,1,08,01,2,8000,2,62292
533313011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,01,1,08,02,1,13000,2,62292
533313011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,01,1,08,13,3,21000,2,62292
533313011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,01,1,08,17,3,21000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,01,1,5000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,02,1,13000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,06,1,15000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,09,1,25000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,13,4,58000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,14,1,7000,2,62292
533313021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,02,1,08,17,5,65000,2,62292
533313031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,03,1,08,03,1,30000,2,62292
533313031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,03,1,08,13,1,30000,2,62292
533313031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,03,1,08,17,1,30000,2,62292
533313061,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,06,1,08,03,1,18000,2,62292
533313061,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,06,1,08,13,1,18000,2,62292
533313061,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,3,06,1,08,17,1,18000,2,62292
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,01,1,10000,2,249167
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,02,1,3000,2,249167
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,08,1,15000,2,249167
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,13,3,28000,2,249167
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,14,1,7000,2,249167
533314011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,01,1,08,17,4,35000,2,249167
533314021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,02,1,08,14,1,5000,2,249167
533314021,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,02,1,08,17,1,5000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,01,2,15000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,02,1,8000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,03,1,20000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,08,1,10000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,13,5,53000,2,249167
533314031,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,4,03,1,08,17,5,53000,2,249167
533315011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,5,01,1,08,01,2,16000,2,28750
533315011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,5,01,1,08,09,1,30000,2,28750
533315011,771,53331,77,182,1,1,011,01,0107,07,07,31,1,0110,5,01,1,08,13,3,46000,2,28750
