HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b10q2,b10q3,NSC,MLT
502783011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,3,01,1,11,19,8000,2,38000
502783011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,3,01,1,11,20,28000,2,38000
502784011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,4,01,1,11,18,2000,2,551000
502784011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,4,01,1,11,19,1600,2,551000
502784011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,4,01,1,11,20,3600,2,551000
502785011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,5,01,1,11,03,300,2,104500
502785011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,5,01,1,11,15,300,2,104500
502785011,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,5,01,1,11,20,300,2,104500
502786021,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,6,02,1,11,05,9000,2,674500
502786021,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,6,02,1,11,15,9000,2,674500
502786021,771,50278,77,182,1,1,245,24,2414,14,14,32,1,2411,6,02,1,11,20,9000,2,674500
502951011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,1,01,1,11,09,3500,2,16100
502951011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,1,01,1,11,15,3500,2,16100
502951011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,1,01,1,11,18,185000,2,16100
502951011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,1,01,1,11,19,35000,2,16100
502951011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,1,01,1,11,20,223500,2,16100
502952011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,2,01,1,11,09,2700,2,16100
502952011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,2,01,1,11,15,2700,2,16100
502952011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,2,01,1,11,18,75000,2,16100
502952011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,2,01,1,11,19,2000,2,16100
502952011,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,2,01,1,11,20,79700,2,16100
502954031,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,4,03,1,11,05,1500,2,48300
502954031,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,4,03,1,11,15,1500,2,48300
502954031,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,4,03,1,11,20,1500,2,48300
502955021,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,5,02,1,11,09,350,2,72450
502955021,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,5,02,1,11,15,350,2,72450
502955021,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,5,02,1,11,18,1500,2,72450
502955021,771,50295,77,182,1,1,245,24,2414,14,14,33,1,2411,5,02,1,11,20,1850,2,72450
502971011,771,50297,77,182,1,1,245,24,2428,28,28,31,1,2411,1,01,1,11,19,1000,2,51450
502971011,771,50297,77,182,1,1,245,24,2428,28,28,31,1,2411,1,01,1,11,20,1000,2,51450
502993021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,3,02,1,11,03,1000,2,32400
502993021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,3,02,1,11,15,1000,2,32400
502993021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,3,02,1,11,19,2000,2,32400
502993021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,3,02,1,11,20,3000,2,32400
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,05,20000,2,189000
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,09,5000,2,189000
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,15,25000,2,189000
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,18,70000,2,189000
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,19,7000,2,189000
502994021,771,50299,77,182,1,1,245,24,2428,28,28,33,1,2411,4,02,1,11,20,102000,2,189000
502904021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,4,02,1,11,18,15000,2,23625
502904021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,4,02,1,11,19,3000,2,23625
502904021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,4,02,1,11,20,18000,2,23625
502905021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,5,02,1,11,02,8000,2,23625
502905021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,5,02,1,11,05,500,2,23625
502905021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,5,02,1,11,15,8500,2,23625
502905021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,5,02,1,11,19,500,2,23625
502905021,771,50290,77,182,1,1,245,24,2430,30,30,31,1,2412,5,02,1,11,20,9000,2,23625
502161021,771,50216,77,182,1,1,242,24,2404,04,04,32,1,2421,1,02,1,11,01,100000,2,23550
502161021,771,50216,77,182,1,1,242,24,2404,04,04,32,1,2421,1,02,1,11,15,100000,2,23550
502161021,771,50216,77,182,1,1,242,24,2404,04,04,32,1,2421,1,02,1,11,20,100000,2,23550
502074021,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,4,02,1,11,03,70000,2,258600
502074021,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,4,02,1,11,15,70000,2,258600
502074021,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,4,02,1,11,19,15000,2,258600
502074021,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,4,02,1,11,20,85000,2,258600
502075011,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,5,01,1,11,03,17000,2,43100
502075011,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,5,01,1,11,15,17000,2,43100
502075011,771,50207,77,182,1,1,242,24,2415,15,15,33,1,2422,5,01,1,11,20,17000,2,43100
502023011,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,01,1,11,06,20000,2,40460
502023011,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,01,1,11,14,2000,2,40460
502023011,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,01,1,11,15,22000,2,40460
502023011,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,01,1,11,20,22000,2,40460
502023031,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,03,1,11,12,350,2,40460
502023031,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,03,1,11,15,350,2,40460
502023031,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,03,1,11,20,350,2,40460
502023051,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,05,1,11,14,1000,2,40460
502023051,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,05,1,11,15,1000,2,40460
502023051,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,05,1,11,19,50000,2,40460
502023051,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,3,05,1,11,20,51000,2,40460
502026021,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,6,02,1,11,12,300,2,2210850
502026021,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,6,02,1,11,15,300,2,2210850
502026021,771,50202,77,182,1,1,242,24,2415,15,15,31,1,2422,6,02,1,11,20,300,2,2210850
502061021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,1,02,1,11,02,100,2,137750
502061021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,1,02,1,11,15,100,2,137750
502061021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,1,02,1,11,20,100,2,137750
502062011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,2,01,1,11,09,5000,2,55100
502062011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,2,01,1,11,15,5000,2,55100
502062011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,2,01,1,11,19,4000,2,55100
502062011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,2,01,1,11,20,9000,2,55100
502064021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,4,02,1,11,08,2000,2,633650
502064021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,4,02,1,11,15,2000,2,633650
502064021,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,4,02,1,11,20,2000,2,633650
502065011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,5,01,1,11,02,4000,2,234175
502065011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,5,01,1,11,15,4000,2,234175
502065011,771,50206,77,182,1,1,242,24,2416,16,16,32,1,2422,5,01,1,11,20,4000,2,234175
502671011,771,50267,77,182,1,1,241,24,2418,18,18,34,1,2420,1,01,1,11,05,2500,2,181050
502671011,771,50267,77,182,1,1,241,24,2418,18,18,34,1,2420,1,01,1,11,15,2500,2,181050
502671011,771,50267,77,182,1,1,241,24,2418,18,18,34,1,2420,1,01,1,11,20,2500,2,181050
502671021,771,50267,77,182,1,1,241,24,2418,18,18,34,1,2420,1,02,1,11,18,750,2,181050
502671021,771,50267,77,182,1,1,241,24,2418,18,18,34,1,2420,1,02,1,11,20,750,2,181050
502621011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,01,1,11,14,9000,2,63625
502621011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,01,1,11,15,9000,2,63625
502621011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,01,1,11,19,2500,2,63625
502621011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,01,1,11,20,11500,2,63625
502621021,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,02,1,11,19,2250,2,63625
502621021,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,1,02,1,11,20,2250,2,63625
502622011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,2,01,1,11,02,16000,2,25450
502622011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,2,01,1,11,15,16000,2,25450
502622011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,2,01,1,11,19,10000,2,25450
502622011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,2,01,1,11,20,26000,2,25450
502623021,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,3,02,1,11,19,600,2,190875
502623021,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,3,02,1,11,20,600,2,190875
502626011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,6,01,1,11,05,250,2,967100
502626011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,6,01,1,11,15,250,2,967100
502626011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,6,01,1,11,19,600,2,967100
502626011,771,50262,77,182,1,1,241,24,2418,18,18,32,1,2420,6,01,1,11,20,850,2,967100
502491021,771,50249,77,182,1,1,241,24,2421,21,21,21,1,2420,1,02,1,11,06,16000,2,3500
502491021,771,50249,77,182,1,1,241,24,2421,21,21,21,1,2420,1,02,1,11,15,16000,2,3500
502491021,771,50249,77,182,1,1,241,24,2421,21,21,21,1,2420,1,02,1,11,20,16000,2,3500
502424021,771,50242,77,182,1,1,241,24,2421,21,21,31,1,2420,4,02,1,11,02,5000,2,555275
502424021,771,50242,77,182,1,1,241,24,2421,21,21,31,1,2420,4,02,1,11,15,5000,2,555275
502424021,771,50242,77,182,1,1,241,24,2421,21,21,31,1,2420,4,02,1,11,20,5000,2,555275
502851031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,1,03,1,11,09,800,2,8688
502851031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,1,03,1,11,15,800,2,8688
502851031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,1,03,1,11,19,7000,2,8688
502851031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,1,03,1,11,20,7800,2,8688
502854011,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,01,1,11,18,8000,2,13900
502854011,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,01,1,11,20,8000,2,13900
502854031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,03,1,11,09,1600,2,13900
502854031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,03,1,11,15,1600,2,13900
502854031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,03,1,11,19,18000,2,13900
502854031,771,50285,77,182,1,1,241,24,2423,23,23,33,1,2424,4,03,1,11,20,19600,2,13900
502871011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,1,01,1,11,18,2000,2,17400
502871011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,1,01,1,11,19,40000,2,17400
502871011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,1,01,1,11,20,42000,2,17400
502874011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,4,01,1,11,02,9750,2,23200
502874011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,4,01,1,11,09,450,2,23200
502874011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,4,01,1,11,15,10200,2,23200
502874011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,4,01,1,11,18,700,2,23200
502874011,771,50287,77,182,1,1,241,24,2424,24,24,32,1,2424,4,01,1,11,20,10900,2,23200
502891011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,1,01,1,11,09,750,2,41400
502891011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,1,01,1,11,15,750,2,41400
502891011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,1,01,1,11,18,500,2,41400
502891011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,1,01,1,11,19,3200,2,41400
502891011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,1,01,1,11,20,4450,2,41400
502894011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,01,1,11,05,2650,2,96600
502894011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,01,1,11,15,2650,2,96600
502894011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,01,1,11,18,1250,2,96600
502894011,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,01,1,11,20,3900,2,96600
502894021,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,02,1,11,09,1600,2,96600
502894021,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,02,1,11,15,1600,2,96600
502894021,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,02,1,11,18,4000,2,96600
502894021,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,02,1,11,19,115000,2,96600
502894021,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,02,1,11,20,120600,2,96600
502894041,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,04,1,11,09,450,2,96600
502894041,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,04,1,11,15,450,2,96600
502894041,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,04,1,11,19,3000,2,96600
502894041,771,50289,77,182,1,1,241,24,2424,24,24,31,1,2424,4,04,1,11,20,3450,2,96600
502824011,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,01,1,11,09,600,2,1813
502824011,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,01,1,11,15,600,2,1813
502824011,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,01,1,11,19,2500,2,1813
502824011,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,01,1,11,20,3100,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,06,45000,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,09,2000,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,10,750,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,15,47750,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,18,2500,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,19,1500,2,1813
502824041,771,50282,77,182,1,1,241,24,2424,24,24,21,1,2424,4,04,1,11,20,51750,2,1813
502814031,771,50281,77,182,1,1,241,24,2425,25,25,21,1,2423,4,03,1,11,09,1200,2,13640
502814031,771,50281,77,182,1,1,241,24,2425,25,25,21,1,2423,4,03,1,11,15,1200,2,13640
502814031,771,50281,77,182,1,1,241,24,2425,25,25,21,1,2423,4,03,1,11,19,7000,2,13640
502814031,771,50281,77,182,1,1,241,24,2425,25,25,21,1,2423,4,03,1,11,20,8200,2,13640
502804011,771,50280,77,182,1,1,241,24,2425,25,25,31,1,2423,4,01,1,11,05,15000,2,393960
502804011,771,50280,77,182,1,1,241,24,2425,25,25,31,1,2423,4,01,1,11,09,6000,2,393960
502804011,771,50280,77,182,1,1,241,24,2425,25,25,31,1,2423,4,01,1,11,15,21000,2,393960
502804011,771,50280,77,182,1,1,241,24,2425,25,25,31,1,2423,4,01,1,11,20,21000,2,393960
502861011,771,50286,77,182,1,1,241,24,2425,25,25,11,1,2423,1,01,1,11,09,350,2,1300
502861011,771,50286,77,182,1,1,241,24,2425,25,25,11,1,2423,1,01,1,11,14,5000,2,1300
502861011,771,50286,77,182,1,1,241,24,2425,25,25,11,1,2423,1,01,1,11,15,5350,2,1300
502861011,771,50286,77,182,1,1,241,24,2425,25,25,11,1,2423,1,01,1,11,19,8000,2,1300
502861011,771,50286,77,182,1,1,241,24,2425,25,25,11,1,2423,1,01,1,11,20,13350,2,1300
502882011,771,50288,77,182,1,1,241,24,2426,26,26,11,1,2423,2,01,1,11,09,200,2,1250
502882011,771,50288,77,182,1,1,241,24,2426,26,26,11,1,2423,2,01,1,11,15,200,2,1250
502882011,771,50288,77,182,1,1,241,24,2426,26,26,11,1,2423,2,01,1,11,18,3500,2,1250
502882011,771,50288,77,182,1,1,241,24,2426,26,26,11,1,2423,2,01,1,11,19,300,2,1250
502882011,771,50288,77,182,1,1,241,24,2426,26,26,11,1,2423,2,01,1,11,20,4000,2,1250
501334031,771,50133,77,182,1,1,241,24,2426,26,26,31,1,2423,4,03,1,11,05,4500,2,314717
501334031,771,50133,77,182,1,1,241,24,2426,26,26,31,1,2423,4,03,1,11,15,4500,2,314717
501334031,771,50133,77,182,1,1,241,24,2426,26,26,31,1,2423,4,03,1,11,20,4500,2,314717
501361031,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,1,03,1,11,05,800,2,236000
501361031,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,1,03,1,11,15,800,2,236000
501361031,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,1,03,1,11,20,800,2,236000
501366021,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,6,02,1,11,02,2350,2,1156400
501366021,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,6,02,1,11,15,2350,2,1156400
501366021,771,50136,77,182,1,1,241,24,2432,32,32,31,1,2420,6,02,1,11,20,2350,2,1156400
501341011,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,01,1,11,09,2850,2,15070
501341011,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,01,1,11,15,2850,2,15070
501341011,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,01,1,11,19,1000,2,15070
501341011,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,01,1,11,20,3850,2,15070
501341051,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,05,1,11,09,600,2,15070
501341051,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,05,1,11,10,8500,2,15070
501341051,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,05,1,11,14,750,2,15070
501341051,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,05,1,11,15,9850,2,15070
501341051,771,50134,77,182,1,1,241,24,2432,32,32,21,1,2420,1,05,1,11,20,9850,2,15070
501381011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,1,01,1,11,05,550,2,4400
501381011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,1,01,1,11,15,550,2,4400
501381011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,1,01,1,11,20,550,2,4400
501383011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,3,01,1,11,05,200,2,4400
501383011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,3,01,1,11,15,200,2,4400
501383011,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,3,01,1,11,20,200,2,4400
501384031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,4,03,1,11,05,150,2,4400
501384031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,4,03,1,11,15,150,2,4400
501384031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,4,03,1,11,20,150,2,4400
501386031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,6,03,1,11,05,350,2,5867
501386031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,6,03,1,11,15,350,2,5867
501386031,771,50138,77,182,1,1,241,24,2432,32,32,11,1,2420,6,03,1,11,20,350,2,5867
501576011,771,50157,77,182,1,1,244,24,2401,01,01,21,2,2414,6,01,1,11,14,25000,2,41400
501576011,771,50157,77,182,1,1,244,24,2401,01,01,21,2,2414,6,01,1,11,15,25000,2,41400
501576011,771,50157,77,182,1,1,244,24,2401,01,01,21,2,2414,6,01,1,11,20,25000,2,41400
501591011,771,50159,77,182,1,1,242,24,2406,06,06,32,2,2410,1,01,1,11,18,6000,2,387000
501591011,771,50159,77,182,1,1,242,24,2406,06,06,32,2,2410,1,01,1,11,20,6000,2,387000
501524011,771,50152,77,182,1,1,242,24,2406,06,06,31,2,2410,4,01,1,11,02,5000,2,250850
501524011,771,50152,77,182,1,1,242,24,2406,06,06,31,2,2410,4,01,1,11,15,5000,2,250850
501524011,771,50152,77,182,1,1,242,24,2406,06,06,31,2,2410,4,01,1,11,20,5000,2,250850
501504021,771,50150,77,182,1,1,242,24,2407,07,07,31,2,2410,4,02,1,11,09,2500,2,103050
501504021,771,50150,77,182,1,1,242,24,2407,07,07,31,2,2410,4,02,1,11,15,2500,2,103050
501504021,771,50150,77,182,1,1,242,24,2407,07,07,31,2,2410,4,02,1,11,18,16000,2,103050
501504021,771,50150,77,182,1,1,242,24,2407,07,07,31,2,2410,4,02,1,11,19,2500,2,103050
501504021,771,50150,77,182,1,1,242,24,2407,07,07,31,2,2410,4,02,1,11,20,21000,2,103050
501753021,771,50175,77,182,1,1,245,24,2408,08,08,31,2,2414,3,02,1,11,11,50000,2,337725
501753021,771,50175,77,182,1,1,245,24,2408,08,08,31,2,2414,3,02,1,11,15,50000,2,337725
501753021,771,50175,77,182,1,1,245,24,2408,08,08,31,2,2414,3,02,1,11,20,50000,2,337725
501714021,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,02,1,11,05,20000,2,216667
501714021,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,02,1,11,15,20000,2,216667
501714021,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,02,1,11,20,20000,2,216667
501714031,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,03,1,11,09,5000,2,216667
501714031,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,03,1,11,15,5000,2,216667
501714031,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,03,1,11,18,4000,2,216667
501714031,771,50171,77,182,1,1,245,24,2410,10,10,32,2,2412,4,03,1,11,20,9000,2,216667
501761031,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,1,03,1,11,09,1800,2,20100
501761031,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,1,03,1,11,15,1800,2,20100
501761031,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,1,03,1,11,19,600,2,20100
501761031,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,1,03,1,11,20,2400,2,20100
501763011,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,3,01,1,11,09,5000,2,60300
501763011,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,3,01,1,11,15,5000,2,60300
501763011,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,3,01,1,11,18,30000,2,60300
501763011,771,50176,77,182,1,1,245,24,2410,10,10,31,2,2412,3,01,1,11,20,35000,2,60300
501783011,771,50178,77,182,1,1,245,24,2411,11,11,31,2,2412,3,01,1,11,05,12000,2,49775
501783011,771,50178,77,182,1,1,245,24,2411,11,11,31,2,2412,3,01,1,11,07,10000,2,49775
501783011,771,50178,77,182,1,1,245,24,2411,11,11,31,2,2412,3,01,1,11,15,22000,2,49775
501783011,771,50178,77,182,1,1,245,24,2411,11,11,31,2,2412,3,01,1,11,20,22000,2,49775
501924021,771,50192,77,182,1,1,245,24,2413,13,13,21,2,2411,4,02,1,11,18,5000,2,25013
501924021,771,50192,77,182,1,1,245,24,2413,13,13,21,2,2411,4,02,1,11,19,2000,2,25013
501924021,771,50192,77,182,1,1,245,24,2413,13,13,21,2,2411,4,02,1,11,20,7000,2,25013
501911031,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,1,03,1,11,19,2500,2,97500
501911031,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,1,03,1,11,20,2500,2,97500
501912011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,2,01,1,11,06,5000,2,22500
501912011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,2,01,1,11,09,500,2,22500
501912011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,2,01,1,11,15,5500,2,22500
501912011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,2,01,1,11,19,2500,2,22500
501912011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,2,01,1,11,20,8000,2,22500
501913011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,3,01,1,11,09,1000,2,123750
501913011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,3,01,1,11,15,1000,2,123750
501913011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,3,01,1,11,19,5000,2,123750
501913011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,3,01,1,11,20,6000,2,123750
501915011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,5,01,1,11,09,800,2,382500
501915011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,5,01,1,11,15,800,2,382500
501915011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,5,01,1,11,18,10000,2,382500
501915011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,5,01,1,11,19,5000,2,382500
501915011,771,50191,77,182,1,1,245,24,2413,13,13,32,2,2411,5,01,1,11,20,15800,2,382500
501904011,771,50190,77,182,1,1,245,24,2413,13,13,31,2,2411,4,01,1,11,18,100000,2,448200
501904011,771,50190,77,182,1,1,245,24,2413,13,13,31,2,2411,4,01,1,11,20,100000,2,448200
