HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b11cq1,b11cq3,NSC,MLT
503434042,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,4,04,2,18,4,300,2,244000
503434042,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,4,04,2,18,7,300,2,244000
503434062,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,4,06,2,18,4,7000,2,244000
503434062,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,4,06,2,18,7,7000,2,244000
503435012,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,5,01,2,18,4,300,2,1122400
503435012,771,50343,77,182,1,1,231,23,2308,08,08,31,1,2322,5,01,2,18,7,300,2,1122400
503451012,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,01,2,18,1,17000,1,30100
503451012,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,01,2,18,4,1200,1,30100
503451012,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,01,2,18,7,18200,1,30100
503451042,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,04,2,18,1,37000,1,30100
503451042,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,04,2,18,4,4000,1,30100
503451042,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,1,04,2,18,7,41000,1,30100
503453012,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,3,01,2,18,4,800,1,17200
503453012,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,3,01,2,18,7,800,1,17200
503453022,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,3,02,2,18,2,144,1,17200
503453022,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,3,02,2,18,7,144,1,17200
503454022,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,4,02,2,18,4,800,1,232200
503454022,771,50345,77,182,1,1,233,23,2315,15,15,21,1,2321,4,02,2,18,7,800,1,232200
503494012,771,50349,77,182,1,1,233,23,2316,16,16,31,1,2321,4,01,2,18,4,900,2,2407300
503494012,771,50349,77,182,1,1,233,23,2316,16,16,31,1,2321,4,01,2,18,7,900,2,2407300
503494022,771,50349,77,182,1,1,233,23,2316,16,16,31,1,2321,4,02,2,18,1,1600,2,2407300
503494022,771,50349,77,182,1,1,233,23,2316,16,16,31,1,2321,4,02,2,18,4,800,2,2407300
503494022,771,50349,77,182,1,1,233,23,2316,16,16,31,1,2321,4,02,2,18,7,2400,2,2407300
503424022,771,50342,77,182,1,1,233,23,2316,16,16,11,1,2321,4,02,2,18,4,800,2,3050
503424022,771,50342,77,182,1,1,233,23,2316,16,16,11,1,2321,4,02,2,18,5,4000,2,3050
503424022,771,50342,77,182,1,1,233,23,2316,16,16,11,1,2321,4,02,2,18,7,4800,2,3050
503404012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,01,2,18,2,5000,2,80494
503404012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,01,2,18,7,5000,2,80494
503404032,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,03,2,18,2,372,2,80494
503404032,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,03,2,18,7,372,2,80494
503404042,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,04,2,18,2,12,2,80494
503404042,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,04,2,18,7,12,2,80494
503404062,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,06,2,18,2,360,2,80494
503404062,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,06,2,18,7,360,2,80494
503404082,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,08,2,18,2,360,2,80494
503404082,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,08,2,18,3,12,2,80494
503404082,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,08,2,18,4,1200,2,80494
503404082,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,4,08,2,18,7,1572,2,80494
503405012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,01,2,18,1,6000,2,18225
503405012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,01,2,18,2,360,2,18225
503405012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,01,2,18,4,1200,2,18225
503405012,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,01,2,18,7,7560,2,18225
503405022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,02,2,18,2,360,2,18225
503405022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,02,2,18,3,3000,2,18225
503405022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,02,2,18,4,1200,2,18225
503405022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,5,02,2,18,7,4560,2,18225
503406022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,6,02,2,18,1,11000,2,224775
503406022,771,50340,77,182,1,1,233,23,2317,17,17,21,1,2321,6,02,2,18,7,11000,2,224775
503441022,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,1,02,2,18,1,14500,2,218063
503441022,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,1,02,2,18,7,14500,2,218063
503441042,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,1,04,2,18,5,800,2,218063
503441042,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,1,04,2,18,7,800,2,218063
503444042,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,4,04,2,18,5,560,2,1104850
503444042,771,50344,77,182,1,1,233,23,2317,17,17,31,1,2321,4,04,2,18,7,560,2,1104850
503481012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,1,01,2,18,5,1200,2,27750
503481012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,1,01,2,18,7,1200,2,27750
503481022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,1,02,2,18,5,2000,2,27750
503481022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,1,02,2,18,7,2000,2,27750
503482022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,2,02,2,18,1,362,2,9250
503482022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,2,02,2,18,2,11000,2,9250
503482022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,2,02,2,18,4,1000,2,9250
503482022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,2,02,2,18,7,12362,2,9250
503485012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,5,01,2,18,2,1000,2,32375
503485012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,5,01,2,18,7,1000,2,32375
503485022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,5,02,2,18,1,12,2,32375
503485022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,5,02,2,18,7,12,2,32375
503486012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,6,01,2,18,5,350,2,37000
503486012,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,6,01,2,18,7,350,2,37000
503486022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,6,02,2,18,5,360,2,37000
503486022,771,50348,77,182,1,1,233,23,2318,18,18,21,1,2323,6,02,2,18,7,360,2,37000
503831012,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,1,01,2,18,5,1500,2,617100
503831012,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,1,01,2,18,7,1500,2,617100
503831022,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,1,02,2,18,5,800,2,617100
503831022,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,1,02,2,18,7,800,2,617100
503834012,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,4,01,2,18,5,1200,2,1065900
503834012,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,4,01,2,18,7,1200,2,1065900
503834022,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,4,02,2,18,5,1500,2,1065900
503834022,771,50383,77,182,1,1,233,23,2318,18,18,32,1,2323,4,02,2,18,7,1500,2,1065900
503851012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,1,01,2,18,5,12000,2,988900
503851012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,1,01,2,18,7,12000,2,988900
503851022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,1,02,2,18,1,35000,2,988900
503851022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,1,02,2,18,5,3000,2,988900
503851022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,1,02,2,18,7,38000,2,988900
503852022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,2,02,2,18,4,1000,2,134850
503852022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,2,02,2,18,7,1000,2,134850
503853012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,3,01,2,18,1,8000,2,44950
503853012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,3,01,2,18,4,1000,2,44950
503853012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,3,01,2,18,7,9000,2,44950
503854012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,4,01,2,18,4,800,2,1258600
503854012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,4,01,2,18,5,3000,2,1258600
503854012,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,4,01,2,18,7,3800,2,1258600
503855022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,5,02,2,18,5,3500,2,67425
503855022,771,50385,77,182,1,1,233,23,2318,18,18,31,1,2323,5,02,2,18,7,3500,2,67425
503871012,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,01,2,18,5,2500,2,5367
503871012,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,01,2,18,7,2500,2,5367
503871022,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,02,2,18,5,1000,2,5367
503871022,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,02,2,18,7,1000,2,5367
503871032,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,03,2,18,5,1500,2,5367
503871032,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,1,03,2,18,7,1500,2,5367
503874012,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,4,01,2,18,5,500,2,26450
503874012,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,4,01,2,18,7,500,2,26450
503874022,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,4,02,2,18,5,3000,2,26450
503874022,771,50387,77,182,1,1,233,23,2318,18,18,11,1,2323,4,02,2,18,7,3000,2,26450
503894042,771,50389,77,182,1,1,233,23,2319,19,19,32,1,2323,4,04,2,18,5,3500,2,478958
503894042,771,50389,77,182,1,1,233,23,2319,19,19,32,1,2323,4,04,2,18,7,3500,2,478958
503821022,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,02,2,18,5,7000,2,3600
503821022,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,02,2,18,7,7000,2,3600
503821032,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,03,2,18,5,7000,2,3600
503821032,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,03,2,18,7,7000,2,3600
503821042,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,04,2,18,5,7000,2,3600
503821042,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,1,04,2,18,7,7000,2,3600
503823012,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,3,01,2,18,5,7000,2,3600
503823012,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,3,01,2,18,7,7000,2,3600
503824012,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,4,01,2,18,5,7000,2,3600
503824012,771,50382,77,182,1,1,233,23,2319,19,19,11,1,2323,4,01,2,18,7,7000,2,3600
503814042,771,50381,77,182,1,1,233,23,2319,19,19,31,1,2323,4,04,2,18,5,7000,2,909450
503814042,771,50381,77,182,1,1,233,23,2319,19,19,31,1,2323,4,04,2,18,7,7000,2,909450
503814052,771,50381,77,182,1,1,233,23,2319,19,19,31,1,2323,4,05,2,18,5,7000,2,909450
503814052,771,50381,77,182,1,1,233,23,2319,19,19,31,1,2323,4,05,2,18,7,7000,2,909450
503801032,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,1,03,2,18,5,7000,2,8800
503801032,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,1,03,2,18,7,7000,2,8800
503802012,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,2,01,2,18,1,4000,2,8800
503802012,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,2,01,2,18,7,4000,2,8800
503804022,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,4,02,2,18,2,17000,2,85800
503804022,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,4,02,2,18,7,17000,2,85800
503804042,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,4,04,2,18,5,7000,2,85800
503804042,771,50380,77,182,1,1,233,23,2319,19,19,21,1,2323,4,04,2,18,7,7000,2,85800
503861012,771,50386,77,182,1,1,233,23,2320,20,20,21,1,2323,1,01,2,18,5,7000,2,79200
503861012,771,50386,77,182,1,1,233,23,2320,20,20,21,1,2323,1,01,2,18,7,7000,2,79200
503841012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,1,01,2,18,5,3000,2,2429050
503841012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,1,01,2,18,7,3000,2,2429050
503843012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,3,01,2,18,5,3000,2,1148875
503843012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,3,01,2,18,7,3000,2,1148875
503846012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,6,01,2,18,1,7200,2,1542775
503846012,771,50384,77,182,1,1,233,23,2320,20,20,31,1,2323,6,01,2,18,7,7200,2,1542775
505371032,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,03,2,18,5,3000,2,94250
505371032,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,03,2,18,7,3000,2,94250
505371042,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,04,2,18,5,3000,2,94250
505371042,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,04,2,18,7,3000,2,94250
505371052,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,05,2,18,5,2000,2,94250
505371052,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,05,2,18,7,2000,2,94250
505371062,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,06,2,18,5,3000,2,94250
505371062,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,1,06,2,18,7,3000,2,94250
505374012,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,4,01,2,18,5,2000,2,1413750
505374012,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,4,01,2,18,7,2000,2,1413750
505374022,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,4,02,2,18,5,2500,2,1413750
505374022,771,50537,77,182,1,1,233,23,2325,25,25,31,1,2323,4,02,2,18,7,2500,2,1413750
505391012,771,50539,77,182,1,1,233,23,2325,25,25,11,1,2323,1,01,2,18,5,6000,2,17500
505391012,771,50539,77,182,1,1,233,23,2325,25,25,11,1,2323,1,01,2,18,7,6000,2,17500
505313012,771,50531,77,182,1,1,236,23,2341,41,41,31,1,2322,3,01,2,18,3,3560,2,47350
505313012,771,50531,77,182,1,1,236,23,2341,41,41,31,1,2322,3,01,2,18,7,3560,2,47350
505301012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,1,01,2,18,4,6000,2,45375
505301012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,1,01,2,18,7,6000,2,45375
505301022,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,1,02,2,18,4,4000,2,45375
505301022,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,1,02,2,18,7,4000,2,45375
505302012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,2,01,2,18,4,500,2,181500
505302012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,2,01,2,18,7,500,2,181500
505303012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,3,01,2,18,4,400,2,54450
505303012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,3,01,2,18,7,400,2,54450
505304022,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,4,02,2,18,3,700,2,90750
505304022,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,4,02,2,18,7,700,2,90750
505305012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,5,01,2,18,4,400,2,353925
505305012,771,50530,77,182,1,1,236,23,2341,41,41,21,1,2322,5,01,2,18,7,400,2,353925
505381012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,1,01,2,18,4,1200,2,96250
505381012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,1,01,2,18,7,1200,2,96250
505382012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,2,01,2,18,4,1300,2,38500
505382012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,2,01,2,18,7,1300,2,38500
505385012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,5,01,2,18,4,1200,2,269500
505385012,771,50538,77,182,1,1,236,23,2342,42,42,31,1,2322,5,01,2,18,7,1200,2,269500
505574012,771,50557,77,182,1,1,233,23,2347,47,47,11,1,2321,4,01,2,18,1,20000,2,3050
505574012,771,50557,77,182,1,1,233,23,2347,47,47,11,1,2321,4,01,2,18,7,20000,2,3050
505513052,771,50551,77,182,1,1,231,23,2309,09,09,21,1,2331,3,05,2,18,1,2500,2,10550
505513052,771,50551,77,182,1,1,231,23,2309,09,09,21,1,2331,3,05,2,18,7,2500,2,10550
505501012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,01,2,18,4,1000,2,599400
505501012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,01,2,18,5,5300,2,599400
505501012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,01,2,18,7,6300,2,599400
505501022,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,02,2,18,4,1000,2,599400
505501022,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,02,2,18,5,5760,2,599400
505501022,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,1,02,2,18,7,6760,2,599400
505502012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,2,01,2,18,4,1100,2,324675
505502012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,2,01,2,18,7,1100,2,324675
505504012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,4,01,2,18,4,1200,2,349650
505504012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,4,01,2,18,5,2100,2,349650
505504012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,4,01,2,18,7,3300,2,349650
505506012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,6,01,2,18,4,1500,2,874125
505506012,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,6,01,2,18,7,1500,2,874125
505506022,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,6,02,2,18,4,6500,2,874125
505506022,771,50550,77,182,1,1,231,23,2309,09,09,31,1,2331,6,02,2,18,7,6500,2,874125
505561012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,1,01,2,18,2,12,2,10875
505561012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,1,01,2,18,7,12,2,10875
505562012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,2,01,2,18,2,24,2,7250
505562012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,2,01,2,18,7,24,2,7250
505562022,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,2,02,2,18,2,12,2,7250
505562022,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,2,02,2,18,7,12,2,7250
505563012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,3,01,2,18,2,24,2,7250
505563012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,3,01,2,18,7,24,2,7250
505565012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,5,01,2,18,2,12,2,16313
505565012,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,5,01,2,18,7,12,2,16313
505565032,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,5,03,2,18,2,24,2,16313
505565032,771,50556,77,182,1,1,231,23,2309,09,09,11,1,2331,5,03,2,18,7,24,2,16313
505581012,771,50558,77,182,1,1,232,23,2310,10,10,33,1,2332,1,01,2,18,2,40000,2,59125
505581012,771,50558,77,182,1,1,232,23,2310,10,10,33,1,2332,1,01,2,18,7,40000,2,59125
505581022,771,50558,77,182,1,1,232,23,2310,10,10,33,1,2332,1,02,2,18,2,4000,2,59125
505581022,771,50558,77,182,1,1,232,23,2310,10,10,33,1,2332,1,02,2,18,4,3500,2,59125
505581022,771,50558,77,182,1,1,232,23,2310,10,10,33,1,2332,1,02,2,18,7,7500,2,59125
505751032,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,1,03,2,18,1,19000,2,57250
505751032,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,1,03,2,18,7,19000,2,57250
505751042,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,1,04,2,18,2,3036,2,57250
505751042,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,1,04,2,18,7,3036,2,57250
505754022,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,4,02,2,18,5,12000,2,1374000
505754022,771,50575,77,182,1,1,232,23,2310,10,10,31,1,2332,4,02,2,18,7,12000,2,1374000
505771042,771,50577,77,182,1,1,232,23,2310,10,10,21,1,2332,1,04,2,18,5,1200,2,31425
505771042,771,50577,77,182,1,1,232,23,2310,10,10,21,1,2332,1,04,2,18,7,1200,2,31425
505791012,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,01,2,18,5,1200,2,439125
505791012,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,01,2,18,7,1200,2,439125
505791022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,02,2,18,2,12000,2,439125
505791022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,02,2,18,4,1200,2,439125
505791022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,02,2,18,5,1500,2,439125
505791022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,02,2,18,6,12000,2,439125
505791022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,1,02,2,18,7,26700,2,439125
505793022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,3,02,2,18,4,1360,2,614775
505793022,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,3,02,2,18,7,1360,2,614775
505794012,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,4,01,2,18,5,1260,2,409850
505794012,771,50579,77,182,1,1,232,23,2311,11,11,31,1,2332,4,01,2,18,7,1260,2,409850
505714012,771,50571,77,182,1,1,232,23,2311,11,11,21,1,2332,4,01,2,18,4,5000,2,13300
505714012,771,50571,77,182,1,1,232,23,2311,11,11,21,1,2332,4,01,2,18,7,5000,2,13300
505701012,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,1,01,2,18,4,1200,2,20000
505701012,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,1,01,2,18,7,1200,2,20000
505701022,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,1,02,2,18,4,3100,2,20000
505701022,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,1,02,2,18,7,3100,2,20000
505703022,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,3,02,2,18,1,5000,2,20000
505703022,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,3,02,2,18,4,800,2,20000
505703022,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,3,02,2,18,7,5800,2,20000
505705042,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,5,04,2,18,4,1100,2,30000
505705042,771,50570,77,182,1,1,231,23,2312,12,12,11,1,2331,5,04,2,18,7,1100,2,30000
505761012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,1,01,2,18,2,3000,2,79875
505761012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,1,01,2,18,7,3000,2,79875
505761022,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,1,02,2,18,4,4470,2,79875
505761022,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,1,02,2,18,7,4470,2,79875
505764012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,4,01,2,18,2,1650,2,97625
505764012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,4,01,2,18,7,1650,2,97625
505766012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,6,01,2,18,2,3540,2,230750
505766012,771,50576,77,182,1,1,231,23,2312,12,12,21,1,2331,6,01,2,18,7,3540,2,230750
505741012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,1,01,2,18,2,3280,2,211600
505741012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,1,01,2,18,7,3280,2,211600
505742012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,2,01,2,18,2,5500,2,39675
505742012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,2,01,2,18,7,5500,2,39675
505742022,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,2,02,2,18,2,18000,2,39675
505742022,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,2,02,2,18,7,18000,2,39675
505743022,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,3,02,2,18,2,2900,2,211600
505743022,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,3,02,2,18,7,2900,2,211600
505744012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,4,01,2,18,2,1450,2,304175
505744012,771,50574,77,182,1,1,231,23,2312,12,12,32,1,2331,4,01,2,18,7,1450,2,304175
505781012,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,1,01,2,18,2,12,2,366700
505781012,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,1,01,2,18,7,12,2,366700
505781022,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,1,02,2,18,2,12,2,366700
505781022,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,1,02,2,18,7,12,2,366700
505782012,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,2,01,2,18,2,12,2,48250
505782012,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,2,01,2,18,7,12,2,48250
505782022,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,2,02,2,18,2,12,2,48250
505782022,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,2,02,2,18,7,12,2,48250
505784012,771,50578,77,182,1,1,231,23,2312,12,12,33,1,2331,4,01,2,18,2,12,2,279850
