HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b13q1,b13q2,b13q3,b13q4,b13q5,NSC,MLT
554691052,771,55469,77,182,1,1,095,09,0920,20,20,11,1,0930,1,05,2,15,01,3,1,1,34700,2,40630
554691052,771,55469,77,182,1,1,095,09,0920,20,20,11,1,0930,1,05,2,15,99,,,,34700,2,40630
554693012,771,55469,77,182,1,1,095,09,0920,20,20,11,1,0930,3,01,2,15,01,3,1,1,1800,2,11950
554693012,771,55469,77,182,1,1,095,09,0920,20,20,11,1,0930,3,01,2,15,99,,,,1800,2,11950
554613022,771,55461,77,182,1,1,095,09,0921,21,21,11,1,0930,3,02,2,15,01,3,1,3,2500,2,12400
554613022,771,55461,77,182,1,1,095,09,0921,21,21,11,1,0930,3,02,2,15,99,,,,2500,2,12400
554416022,771,55441,77,182,1,1,095,09,0922,22,22,35,1,0933,6,02,2,15,01,4,1,3,14000,2,1510400
554416022,771,55441,77,182,1,1,095,09,0922,22,22,35,1,0933,6,02,2,15,99,,,,14000,2,1510400
554461022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,1,02,2,15,01,4,1,1,20000,2,155100
554461022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,1,02,2,15,99,,,,20000,2,155100
554462012,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,2,01,2,15,01,4,1,3,2000,2,28200
554462012,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,2,01,2,15,99,,,,2000,2,28200
554462022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,2,02,2,15,01,2,1,3,1500,2,28200
554462022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,2,02,2,15,99,,,,1500,2,28200
554464012,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,4,01,2,15,01,2,1,3,2000,2,296100
554464012,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,4,01,2,15,99,,,,2000,2,296100
554464022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,4,02,2,15,01,2,1,3,3000,2,296100
554464022,771,55446,77,182,1,1,095,09,0922,22,22,33,1,0933,4,02,2,15,99,,,,3000,2,296100
554444032,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,03,2,15,01,2,9,3,1000,2,108000
554444032,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,03,2,15,99,,,,1000,2,108000
554444042,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,04,2,15,01,1,9,3,300,2,108000
554444042,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,04,2,15,99,,,,300,2,108000
554444052,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,05,2,15,01,2,9,3,250,2,108000
554444052,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,05,2,15,99,,,,250,2,108000
554444062,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,06,2,15,01,2,9,3,400,2,108000
554444062,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,4,06,2,15,99,,,,400,2,108000
554445012,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,5,01,2,15,01,1,9,3,150,2,378000
554445012,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,5,01,2,15,99,,,,150,2,378000
554446012,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,6,01,2,15,01,2,9,3,200,2,1222200
554446012,771,55444,77,182,1,1,095,09,0922,22,22,34,1,0933,6,01,2,15,99,,,,200,2,1222200
554851032,771,55485,77,182,1,1,092,09,0923,23,23,37,1,0933,1,03,2,15,01,5,1,3,3017,2,20600
554851032,771,55485,77,182,1,1,092,09,0923,23,23,37,1,0933,1,03,2,15,99,,,,3017,2,20600
554855012,771,55485,77,182,1,1,092,09,0923,23,23,37,1,0933,5,01,2,15,01,5,1,3,35000,2,103000
554855012,771,55485,77,182,1,1,092,09,0923,23,23,37,1,0933,5,01,2,15,99,,,,35000,2,103000
558381022,771,55838,77,182,1,1,092,09,0925,25,25,34,1,0940,1,02,2,15,01,2,1,3,500,2,22100
558381022,771,55838,77,182,1,1,092,09,0925,25,25,34,1,0940,1,02,2,15,99,,,,500,2,22100
558593012,771,55859,77,182,1,1,092,09,0925,25,25,32,1,0940,3,01,2,15,01,3,1,3,1100,2,1125350
558593012,771,55859,77,182,1,1,092,09,0925,25,25,32,1,0940,3,01,2,15,99,,,,1100,2,1125350
558595012,771,55859,77,182,1,1,092,09,0925,25,25,32,1,0940,5,01,2,15,01,4,1,3,3500,2,79250
558595012,771,55859,77,182,1,1,092,09,0925,25,25,32,1,0940,5,01,2,15,02,5,9,3,3000,2,79250
558595012,771,55859,77,182,1,1,092,09,0925,25,25,32,1,0940,5,01,2,15,99,,,,6500,2,79250
558514012,771,55851,77,182,1,1,092,09,0925,25,25,21,1,0940,4,01,2,15,01,4,9,3,10000,2,21000
558514012,771,55851,77,182,1,1,092,09,0925,25,25,21,1,0940,4,01,2,15,99,,,,10000,2,21000
558502012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,2,01,2,15,01,5,1,3,3700,2,3200
558502012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,2,01,2,15,99,,,,3700,2,3200
558502022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,2,02,2,15,01,2,1,3,1000,2,3200
558502022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,2,02,2,15,99,,,,1000,2,3200
558503022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,3,02,2,15,01,2,1,3,400,2,35200
558503022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,3,02,2,15,99,,,,400,2,35200
558504012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,4,01,2,15,01,4,1,3,2000,2,17600
558504012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,4,01,2,15,99,,,,2000,2,17600
558504022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,4,02,2,15,01,5,1,3,7468,2,17600
558504022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,4,02,2,15,02,4,3,3,5600,2,17600
558504022,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,4,02,2,15,99,,,,13068,2,17600
558505012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,5,01,2,15,01,5,1,3,5000,2,6400
558505012,771,55850,77,182,1,1,092,09,0926,26,26,21,1,0940,5,01,2,15,99,,,,5000,2,6400
558562012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,2,01,2,15,01,3,1,3,25000,2,44925
558562012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,2,01,2,15,99,,,,25000,2,44925
558562022,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,2,02,2,15,01,5,1,3,10000,2,44925
558562022,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,2,02,2,15,99,,,,10000,2,44925
558563022,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,3,02,2,15,01,5,1,3,48000,2,1437600
558563022,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,3,02,2,15,99,,,,48000,2,1437600
558564012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,4,01,2,15,01,3,1,3,100000,2,29950
558564012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,4,01,2,15,99,,,,100000,2,29950
558566012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,6,01,2,15,01,5,1,3,150000,2,1018300
558566012,771,55856,77,182,1,1,092,09,0926,26,26,32,1,0940,6,01,2,15,99,,,,150000,2,1018300
558541022,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,1,02,2,15,01,5,1,3,34000,2,833750
558541022,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,1,02,2,15,99,,,,34000,2,833750
558542012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,2,01,2,15,01,5,1,3,39000,2,201250
558542012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,2,01,2,15,99,,,,39000,2,201250
558543012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,3,01,2,15,01,4,1,3,17000,2,1006250
558543012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,3,01,2,15,02,4,3,9,19200,2,1006250
558543012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,3,01,2,15,99,,,,36200,2,1006250
558544022,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,4,02,2,15,01,3,1,3,5200,2,546250
558544022,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,4,02,2,15,99,,,,5200,2,546250
558545012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,5,01,2,15,01,5,1,3,42000,2,201250
558545012,771,55854,77,182,1,1,092,09,0926,26,26,31,1,0940,5,01,2,15,99,,,,42000,2,201250
558731022,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,1,02,2,15,01,3,9,1,1500,2,101700
558731022,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,1,02,2,15,99,,,,1500,2,101700
558734012,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,4,01,2,15,01,3,9,1,2500,2,158200
558734012,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,4,01,2,15,99,,,,2500,2,158200
558735022,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,5,02,2,15,01,4,9,3,845,2,169500
558735022,771,55873,77,182,1,1,092,09,0927,27,27,34,1,0941,5,02,2,15,99,,,,845,2,169500
558771022,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,1,02,2,15,01,3,1,1,1200,2,30150
558771022,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,1,02,2,15,99,,,,1200,2,30150
558773012,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,3,01,2,15,01,2,1,1,1200,2,527625
558773012,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,3,01,2,15,99,,,,1200,2,527625
558776022,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,6,02,2,15,01,2,1,1,2000,2,874350
558776022,771,55877,77,182,1,1,092,09,0927,27,27,32,1,0941,6,02,2,15,99,,,,2000,2,874350
558795012,771,55879,77,182,1,1,092,09,0927,27,27,36,1,0941,5,01,2,15,01,1,2,3,20000,2,71225
558795012,771,55879,77,182,1,1,092,09,0927,27,27,36,1,0941,5,01,2,15,99,,,,20000,2,71225
558723022,771,55872,77,182,1,1,092,09,0927,27,27,11,1,0941,3,02,2,15,01,5,9,9,2050,2,5438
558723022,771,55872,77,182,1,1,092,09,0927,27,27,11,1,0941,3,02,2,15,99,,,,2050,2,5438
558726012,771,55872,77,182,1,1,092,09,0927,27,27,11,1,0941,6,01,2,15,01,5,9,9,3850,2,30450
558726012,771,55872,77,182,1,1,092,09,0927,27,27,11,1,0941,6,01,2,15,99,,,,3850,2,30450
558706022,771,55870,77,182,1,1,092,09,0927,27,27,35,1,0941,6,02,2,15,01,2,1,3,1800,2,941775
558706022,771,55870,77,182,1,1,092,09,0927,27,27,35,1,0941,6,02,2,15,99,,,,1800,2,941775
558931032,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,1,03,2,15,01,3,1,3,1600,2,15088
558931032,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,1,03,2,15,99,,,,1600,2,15088
558933022,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,3,02,2,15,01,2,9,1,1300,2,88750
558933022,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,3,02,2,15,99,,,,1300,2,88750
558936062,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,6,06,2,15,01,5,1,3,21000,2,4733
558936062,771,55893,77,182,1,1,092,09,0932,32,32,21,1,0944,6,06,2,15,99,,,,21000,2,4733
558951012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,1,01,2,15,01,2,1,3,1000,2,1500
558951012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,1,01,2,15,99,,,,1000,2,1500
558952012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,2,01,2,15,01,3,1,3,2000,2,1500
558952012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,2,01,2,15,99,,,,2000,2,1500
558954012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,4,01,2,15,01,2,9,3,1500,2,3000
558954012,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,4,01,2,15,99,,,,1500,2,3000
558956022,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,6,02,2,15,01,1,1,3,1000,2,7500
558956022,771,55895,77,182,1,1,092,09,0932,32,32,11,1,0944,6,02,2,15,99,,,,1000,2,7500
558974012,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,01,2,15,01,5,1,3,90000,2,175371
558974012,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,01,2,15,99,,,,90000,2,175371
558974022,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,02,2,15,01,3,9,3,1296,2,175371
558974022,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,02,2,15,99,,,,1296,2,175371
558974032,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,03,2,15,01,4,9,3,2704,2,175371
558974032,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,03,2,15,99,,,,2704,2,175371
558974042,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,04,2,15,01,5,9,3,21860,2,175371
558974042,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,04,2,15,99,,,,21860,2,175371
558974052,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,05,2,15,01,3,1,3,1477,2,175371
558974052,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,05,2,15,99,,,,1477,2,175371
558974062,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,06,2,15,01,5,9,3,24500,2,175371
558974062,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,4,06,2,15,99,,,,24500,2,175371
558976022,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,6,02,2,15,01,3,1,3,775,2,2011900
558976022,771,55897,77,182,1,1,092,09,0933,33,33,32,1,0944,6,02,2,15,99,,,,775,2,2011900
558994032,771,55899,77,182,1,1,092,09,0933,33,33,31,1,0944,4,03,2,15,01,5,9,3,125000,2,463286
558994032,771,55899,77,182,1,1,092,09,0933,33,33,31,1,0944,4,03,2,15,99,,,,125000,2,463286
558912022,771,55891,77,182,1,1,092,09,0933,33,33,11,1,0944,2,02,2,15,01,2,1,9,11500,2,2550
558912022,771,55891,77,182,1,1,092,09,0933,33,33,11,1,0944,2,02,2,15,02,2,1,3,9000,2,2550
558912022,771,55891,77,182,1,1,092,09,0933,33,33,11,1,0944,2,02,2,15,99,,,,20500,2,2550
558961022,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,1,02,2,15,01,3,1,2,15000,2,23650
558961022,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,1,02,2,15,02,1,1,2,85000,2,23650
558961022,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,1,02,2,15,99,,,,100000,2,23650
558961032,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,1,03,2,15,01,1,1,3,1500,2,23650
558961032,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,1,03,2,15,99,,,,1500,2,23650
558963012,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,3,01,2,15,01,1,1,3,600,2,25800
558963012,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,3,01,2,15,99,,,,600,2,25800
558965022,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,5,02,2,15,01,1,1,2,2500,2,22575
558965022,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,5,02,2,15,99,,,,2500,2,22575
558966012,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,6,01,2,15,01,1,1,3,800,2,64500
558966012,771,55896,77,182,1,1,094,09,0934,34,34,21,1,0943,6,01,2,15,99,,,,800,2,64500
558291012,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,1,01,2,15,01,1,1,3,1500,2,342300
558291012,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,1,01,2,15,99,,,,1500,2,342300
558291032,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,1,03,2,15,01,1,1,2,2000,2,342300
558291032,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,1,03,2,15,99,,,,2000,2,342300
558292012,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,2,01,2,15,01,1,1,2,1500,2,57050
558292012,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,2,01,2,15,99,,,,1500,2,57050
558294022,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,4,02,2,15,01,1,1,3,700,2,2367575
558294022,771,55829,77,182,1,1,094,09,0936,36,36,31,1,0943,4,02,2,15,99,,,,700,2,2367575
558221012,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,1,01,2,15,01,1,1,1,700,2,8325
558221012,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,1,01,2,15,99,,,,700,2,8325
558221032,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,1,03,2,15,01,1,1,1,900,2,8325
558221032,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,1,03,2,15,99,,,,900,2,8325
558222012,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,2,01,2,15,01,1,1,3,700,2,7400
558222012,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,2,01,2,15,99,,,,700,2,7400
558222022,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,2,02,2,15,01,1,1,2,8100,2,7400
558222022,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,2,02,2,15,99,,,,8100,2,7400
558225022,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,5,02,2,15,01,1,1,3,1600,2,66600
558225022,771,55822,77,182,1,1,094,09,0936,36,36,21,1,0943,5,02,2,15,99,,,,1600,2,66600
558281012,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,1,01,2,15,01,2,1,2,4700,2,2150
558281012,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,1,01,2,15,99,,,,4700,2,2150
558283022,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,3,02,2,15,01,1,1,3,700,2,2688
558283022,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,3,02,2,15,99,,,,700,2,2688
558285012,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,5,01,2,15,01,1,1,3,1400,2,5375
558285012,771,55828,77,182,1,1,094,09,0938,38,38,11,1,0943,5,01,2,15,99,,,,1400,2,5375
558131022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,1,02,2,15,01,1,1,3,800,2,14300
558131022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,1,02,2,15,99,,,,800,2,14300
558132012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,2,01,2,15,01,1,1,2,2200,2,5200
558132012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,2,01,2,15,99,,,,2200,2,5200
558133012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,3,01,2,15,01,1,1,3,680,2,3900
558133012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,3,01,2,15,99,,,,680,2,3900
558133022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,3,02,2,15,01,1,1,3,900,2,3900
558133022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,3,02,2,15,99,,,,900,2,3900
558134012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,4,01,2,15,01,2,1,3,1100,2,45500
558134012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,4,01,2,15,99,,,,1100,2,45500
558135012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,5,01,2,15,01,2,1,3,1400,2,15600
558135012,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,5,01,2,15,99,,,,1400,2,15600
558135022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,5,02,2,15,01,3,1,3,750,2,15600
558135022,771,55813,77,182,1,1,094,09,0938,38,38,21,1,0943,5,02,2,15,99,,,,750,2,15600
558171012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,1,01,2,15,01,3,1,2,2260,2,2250
558171012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,1,01,2,15,99,,,,2260,2,2250
558172012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,2,01,2,15,01,4,1,9,3560,2,2250
558172012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,2,01,2,15,99,,,,3560,2,2250
558172022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,2,02,2,15,01,2,1,9,1980,2,2250
558172022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,2,02,2,15,99,,,,1980,2,2250
558173012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,01,2,15,01,3,1,2,3260,2,3750
558173012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,01,2,15,99,,,,3260,2,3750
558173022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,02,2,15,01,1,3,9,870,2,3750
558173022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,02,2,15,99,,,,870,2,3750
558173032,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,03,2,15,01,1,1,3,4500,2,3750
558173032,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,3,03,2,15,99,,,,4500,2,3750
558174022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,4,02,2,15,01,2,1,1,3470,2,5625
558174022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,4,02,2,15,99,,,,3470,2,5625
558175012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,5,01,2,15,01,2,1,9,3270,2,7875
558175012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,5,01,2,15,99,,,,3270,2,7875
558175022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,5,02,2,15,01,2,2,1,18000,2,7875
558175022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,5,02,2,15,99,,,,18000,2,7875
558176012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,6,01,2,15,01,2,1,3,1280,2,10125
558176012,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,6,01,2,15,99,,,,1280,2,10125
558176022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,6,02,2,15,01,2,3,9,1470,2,10125
558176022,771,55817,77,182,1,1,094,09,0939,39,39,11,1,0941,6,02,2,15,99,,,,1470,2,10125
558105012,771,55810,77,182,1,1,094,09,0940,40,40,21,1,0941,5,01,2,15,01,3,1,3,2400,2,65600
558105012,771,55810,77,182,1,1,094,09,0940,40,40,21,1,0941,5,01,2,15,99,,,,2400,2,65600
558141012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,1,01,2,15,01,5,1,3,40000,2,121875
558141012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,1,01,2,15,99,,,,40000,2,121875
558141022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,1,02,2,15,01,1,1,2,850,2,121875
558141022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,1,02,2,15,99,,,,850,2,121875
558142012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,2,01,2,15,01,5,1,3,13500,2,48750
558142012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,2,01,2,15,99,,,,13500,2,48750
558142022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,2,02,2,15,01,5,1,3,21000,2,48750
558142022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,2,02,2,15,99,,,,21000,2,48750
558143012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,3,01,2,15,01,3,1,3,1934,2,731250
558143012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,3,01,2,15,99,,,,1934,2,731250
558143022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,3,02,2,15,01,3,1,3,3000,2,731250
558143022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,3,02,2,15,99,,,,3000,2,731250
558144012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,01,2,15,01,5,1,3,21000,2,731250
558144012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,01,2,15,02,1,1,3,2000,2,731250
558144012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,01,2,15,99,,,,23000,2,731250
558144022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,02,2,15,01,5,1,3,30000,2,731250
558144022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,02,2,15,02,5,2,9,35000,2,731250
558144022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,4,02,2,15,99,,,,65000,2,731250
558145012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,5,01,2,15,01,5,1,3,80000,2,268125
558145012,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,5,01,2,15,99,,,,80000,2,268125
558145022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,5,02,2,15,01,3,1,3,2156,2,268125
558145022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,5,02,2,15,99,,,,2156,2,268125
558146022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,6,02,2,15,01,4,1,3,3000,2,2047500
558146022,771,55814,77,182,1,1,092,09,0941,41,41,31,1,0941,6,02,2,15,99,,,,3000,2,2047500
558181022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,1,02,2,15,01,2,1,3,8650,2,24450
558181022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,1,02,2,15,99,,,,8650,2,24450
558183012,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,01,2,15,01,3,1,9,8560,2,85575
558183012,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,01,2,15,99,,,,8560,2,85575
558183022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,02,2,15,01,2,1,3,860,2,85575
558183022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,02,2,15,99,,,,860,2,85575
558183032,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,03,2,15,01,2,2,9,760,2,85575
558183032,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,03,2,15,99,,,,760,2,85575
558183042,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,04,2,15,01,1,2,3,1560,2,85575
558183042,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,3,04,2,15,99,,,,1560,2,85575
558184022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,4,02,2,15,01,1,1,3,560,2,48900
558184022,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,4,02,2,15,99,,,,560,2,48900
558185012,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,5,01,2,15,01,2,1,3,564,2,24450
558185012,771,55818,77,182,1,1,092,09,0941,41,41,34,1,0941,5,01,2,15,99,,,,564,2,24450
